ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1799	"ENSG00000172500.12_1"	"FIBP"	chr11	-	65652040	65652469	65652040	65652127	65652405	65652469	1799	0,4,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,1	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,92,0,77,0	428	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0	NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	0.333
1810	"ENSG00000167110.16_2"	"GOLGA2"	chr9	-	131024841	131025371	131024841	131024983	131025312	131025371	1810	0,0,0,1,0,0,0,0,0,0,0,0,0	0,51,0,0,0,0,0,0,0,0,496,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,116,23,0,0	479	150	1	1.0	NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA	0.333
1811	"ENSG00000168255.14"	"POLR2J3"	chr7	-	102207443	102208631	102207443	102207530	102208456	102208631	1811	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,293,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1076	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1812	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44513065	44514673	44513065	44513359	44514580	44514673	1812	0,0,0,0,0,0,0,0,0,0,0,0,0	0,55,0,0,108,0,0,0,0,0,0,0,0	0,0,0,0,9,0,0,0,0,0	0,0,0,0,0,0,0,0,53,0	1371	150	1	1.0	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA	-0.5
1813	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44520562	44524512	44520562	44520629	44524424	44524512	1813	34,445,479,0,0,454,0,0,38,0,1498,515,1	0,0,0,0,0,0,0,0,0,0,0,87,0	0,562,0,0,1,310,4,486,0,3	74,0,0,0,0,0,0,0,0,0	3945	150	1	1.0	1.0,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,0.184,1.0	0.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0	0.041
1816	"ENSG00000111801.15_2"	"BTN3A3"	chr6	+	26444184	26446213	26444184	26444532	26445931	26446213	1816	87,0,0,0,0,14,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,0,6,0,0,50,0,1,0	0,0,0,0,0,0,5,0,0,0	1549	150	1	1.0	1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,1.0,NA,NA,0.492,NA,1.0,NA	0.127
1824	"ENSG00000100241.20_2"	"SBF1"	chr22	-	50885750	50886038	50885750	50885882	50885950	50886038	1824	0,0,0,0,0,0,0,0,0,0,0,377,0	0,0,0,0,0,0,0,3,0,1,0,319,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,16,99,0,0,0	218	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.448,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.149
1831	"ENSG00000064545.14_2"	"TMEM161A"	chr19	-	19232116	19232477	19232116	19232230	19232333	19232477	1831	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,18	0,0,0,0,0,0,0,0,32,24	0,0,0,0,0,0,0,0,0,0	253	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	-1.0
1840	"ENSG00000159363.17_2"	"ATP13A2"	chr1	-	17312957	17313451	17312957	17313127	17313299	17313451	1840	0,0,0,0,0,0,0,0,0,0,8,0,0	40,19,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0	322	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0	-0.667
1843	"ENSG00000213780.10_2"	"GTF2H4"	chr6	+	30880886	30881164	30880886	30880934	30881085	30881164	1843	0,0,0,0,0,0,0,0,7,0,0,0,0	0,0,0,0,0,0,0,0,5,0,0,0,0	0,75,0,0,0,0,0,0,0,0	0,0,0,0,0,25,0,0,0,0	301	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA	-0.089
1844	"ENSG00000106133.17_1"	"NSUN5P2"	chr7	-	72419430	72419641	72419430	72419519	72419591	72419641	1844	2,0,25,0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,8,0,0,0	0,0,0,0,0,25,0,0,0,0	222	150	1	1.0	1.0,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.5
1846	"ENSG00000075624.13_2"	"ACTB"	chr7	-	5567634	5568350	5567634	5567816	5567911	5568350	1846	0,0,0,0,0,1,0,0,0,0,0,0,0	573,1135,0,159,90,796,1,388,221,94,1483,494,438	0,1,0,0,0,0,0,0,0,0	579,348,0,453,17,428,1835,195,283,74	245	150	1	1.0	0.0,0.0,NA,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.002,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0
1847	"ENSG00000075624.13_2"	"ACTB"	chr7	-	5567911	5569031	5567911	5568350	5568791	5569031	1847	0,100,7,33,237,120,0,549,0,0,1,0,0	175,687,12,5,135,677,41,306,114,1,1032,1066,11	59,0,0,0,0,182,369,0,2,0	279,16,0,108,10,273,803,97,341,87	591	150	1	1.0	0.0,0.036,0.129,0.626,0.308,0.043,0.0,0.313,0.0,0.0,0.0,0.0,0.0	0.051,0.0,NA,0.0,0.0,0.145,0.104,0.0,0.001,0.0	0.078
1848	"ENSG00000075624.13_2"	"ACTB"	chr7	-	5568791	5569294	5568791	5569031	5569165	5569294	1848	0,0,0,0,0,0,0,0,40,0,1,379,0	147,1025,361,0,288,596,0,0,188,79,1089,635,2	0,0,0,0,0,0,0,0,52,0	94,20,0,1,0,226,1232,136,154,12	284	150	1	1.0	0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.101,0.0,0.0,0.24,0.0	0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.151,0.0	0.015
1853	"ENSG00000159214.12_1"	"CCDC24"	chr1	+	44461272	44461528	44461272	44461342	44461449	44461528	1853	0,0,0,0,0,0,0,0,0,0,0,0,0	0,74,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0	257	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1862	"ENSG00000186815.12_2"	"TPCN1"	chr12	+	113725967	113726652	113725967	113726039	113726562	113726652	1862	2,137,0,0,0,0,0,0,0,0,134,88,0	0,26,0,0,0,0,0,0,0,0,0,0,0	344,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,16,1	673	150	1	1.0	1.0,0.54,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	0.552
1863	"ENSG00000186815.12_2"	"TPCN1"	chr12	+	113729678	113730878	113729678	113729763	113730738	113730878	1863	7,58,329,478,0,82,0,0,0,0,0,0,0	5,0,0,0,0,0,0,0,0,0,0,2,0	39,0,0,0,0,37,0,0,6,68	0,0,0,0,0,0,202,0,48,0	1125	150	1	1.0	0.157,1.0,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,0.0,NA	1.0,NA,NA,NA,NA,1.0,0.0,NA,0.016,1.0	0.09
1865	"ENSG00000132424.14_1"	"PNISR"	chr6	-	99851704	99852578	99851704	99851758	99852478	99852578	1865	0,238,0,338,90,1003,0,387,71,5,209,258,0	0,176,0,0,0,61,0,168,0,0,0,0,0	482,390,0,1,6,277,204,0,105,0	1,0,0,0,0,0,0,0,0,39	870	150	1	1.0	NA,0.189,NA,1.0,1.0,0.739,NA,0.284,1.0,1.0,1.0,1.0,NA	0.988,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,0.0	-0.072
1866	"ENSG00000132424.14_1"	"PNISR"	chr6	-	99862447	99864304	99862447	99862566	99864224	99864304	1866	11,172,0,0,323,205,45,394,36,0,237,697,0	0,233,0,19,0,1,0,1,4,237,0,0,0	0,446,0,0,0,49,667,1,219,96	8,0,0,0,0,0,0,191,0,46	1808	150	1	1.0	1.0,0.058,NA,0.0,1.0,0.944,1.0,0.97,0.427,0.0,1.0,1.0,NA	0.0,1.0,NA,NA,NA,1.0,1.0,0.0,1.0,0.148	0.08
1873	"ENSG00000137221.14_1"	"TJAP1"	chr6	+	43468481	43469425	43468481	43468510	43469263	43469425	1873	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,50,0,0,0,0	0,0,0,0,3,1,8,12,5,166	0,0,0,0,0,0,1,0,0,102	903	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,1.0,0.571,1.0,1.0,0.213	-0.797
1874	"ENSG00000137221.14_1"	"TJAP1"	chr6	+	43470325	43471246	43470325	43470355	43471138	43471246	1874	12,1,0,0,4,0,0,0,14,0,0,58,0	0,0,0,28,0,0,0,0,0,0,0,0,0	0,0,0,0,29,16,39,0,0,175	0,0,0,0,0,0,22,0,0,0	933	150	1	1.0	1.0,1.0,NA,0.0,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,1.0,1.0,0.222,NA,NA,1.0	0.028
1875	"ENSG00000137221.14_1"	"TJAP1"	chr6	+	43471360	43474291	43471360	43471444	43472498	43474291	1875	0,0,0,0,0,0,0,0,0,0,304,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,53,69,136,239,249	0,0,0,0,0,2,0,19,0,68	1204	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0	NA,NA,NA,NA,NA,0.768,1.0,0.471,1.0,0.313	0.29
1890	"ENSG00000133835.14_2"	"HSD17B4"	chr5	+	118827794	118829641	118827794	118827819	118829512	118829641	1890	454,216,21,0,360,43,0,0,22,0,556,8,0	0,103,0,0,0,0,0,0,0,0,0,463,0	0,68,0,203,0,80,197,0,3,120	0,107,0,0,0,98,6,0,0,0	1843	150	1	1.0	1.0,0.146,1.0,NA,1.0,1.0,NA,NA,1.0,NA,1.0,0.001,NA	NA,0.049,NA,1.0,NA,0.062,0.728,NA,1.0,1.0	0.129
1891	"ENSG00000105373.18_1"	"GLTSCR2"	chr19	+	48259012	48259861	48259012	48259079	48259784	48259861	1891	52,70,0,0,0,0,0,0,0,0,0,0,0	0,86,0,0,0,0,0,0,1,0,341,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,117,0,131,0	855	150	1	1.0	1.0,0.125,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.003,NA,0.0,NA	0.28
1892	"ENSG00000182902.13_1"	"SLC25A18"	chr22	+	18062510	18063925	18062510	18062730	18063802	18063925	1892	36,168,328,256,0,15,0,0,27,198,0,230,0	0,0,0,0,0,0,0,0,0,0,24,1,0	0,0,0,0,0,0,260,0,199,0	0,0,0,49,0,0,0,0,0,0	1222	150	1	1.0	1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,0.0,0.966,NA	NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,NA	0.218
1894	"ENSG00000205250.8_2"	"E2F4"	chr16	+	67226663	67227073	67226663	67226773	67226911	67227073	1894	0,39,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	69,0,0,0,0,0,0,0,256,0	288	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.667
1908	"ENSG00000187778.13_1"	"MCRS1"	chr12	-	49959859	49960624	49959859	49959998	49960504	49960624	1908	0,155,0,0,0,0,0,0,0,0,0,0,0	0,105,0,0,0,0,0,0,0,0,16,0,0	0,0,0,0,0,0,0,0,50,0	0,0,0,0,0,0,0,0,0,0	656	150	1	1.0	NA,0.252,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.874
1911	"ENSG00000204351.11_1"	"SKIV2L"	chr6	+	31936399	31936866	31936399	31936573	31936647	31936866	1911	0,15,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,279,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	224	150	1	1.0	NA,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	0.5
1916	"ENSG00000198883.11_2"	"PNMA5"	chrX	-	152160445	152160761	152160445	152160521	152160621	152160761	1916	0,84,0,0,0,0,0,0,0,0,0,0,0	0,19,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,11,0,0,0,0	0,0,0,0,0,0,0,0,0,0	250	150	1	1.0	NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.274
1920	"ENSG00000061273.17_2"	"HDAC7"	chr12	-	48183595	48185091	48183595	48183703	48185041	48185091	1920	0,20,0,0,0,4,0,0,0,0,1019,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,83,0,0,0,0,0,0,14,0	0,0,0,0,0,0,0,0,28,0	1488	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,0.048,NA	0.476
1923	"ENSG00000148334.14_2"	"PTGES2"	chr9	-	130884640	130885413	130884640	130884758	130885212	130885413	1923	0,0,0,0,0,0,0,0,0,0,0,263,0	0,0,0,0,0,0,0,0,1,0,1,0,0	0,0,0,0,0,11,0,174,0,16	0,88,0,0,0,47,0,0,0,0	604	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,1.0,NA	NA,0.0,NA,NA,NA,0.055,NA,1.0,NA,1.0	-0.18
1924	"ENSG00000148334.14_2"	"PTGES2"	chr9	-	130884640	130885413	130884640	130884925	130885212	130885413	1924	0,0,0,0,0,0,0,0,0,0,0,263,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,11,0,174,0,16	0,0,0,0,0,44,0,0,0,0	437	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.079,NA,1.0,NA,1.0	0.307
1927	"ENSG00000129351.17_1"	"ILF3"	chr19	+	10791894	10792868	10791894	10792005	10792668	10792868	1927	0,132,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,107,0,0,10,0,0,0,0	0,0,0,0,0,4,238,126,19,0	0,0,0,0,0,0,0,0,137,0	813	150	1	1.0	NA,0.961,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,0.025,NA	-0.436
1930	"ENSG00000135486.17_2"	"HNRNPA1"	chr12	+	54675169	54675725	54675169	54675286	54675578	54675725	1930	0,0,0,0,0,0,0,0,0,0,0,0,0	0,88,0,0,0,0,0,37,0,0,0,0,0	0,0,0,0,0,63,0,0,6,0	0,226,0,0,30,41,243,133,0,0	442	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,0.0,0.343,0.0,0.0,1.0,NA	-0.224
1932	"ENSG00000185088.13_1"	"RPS27L"	chr15	-	63446051	63447930	63446051	63446259	63447819	63447930	1932	0,0,0,0,62,154,0,0,0,0,2,1,0	0,3,0,0,0,226,0,0,0,0,0,0,0	0,0,0,0,0,6,27,0,0,0	0,0,0,0,60,3,0,0,0,25	1710	150	1	1.0	NA,0.0,NA,NA,1.0,0.056,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,0.0,0.149,1.0,NA,NA,0.0	0.324
1933	"ENSG00000184205.14_1"	"TSPYL2"	chrX	+	53113713	53114048	53113713	53113804	53113936	53114048	1933	0,152,2,0,0,0,1,0,19,0,0,0,641	3,231,6,119,0,27,0,253,1,0,1,225,0	0,0,0,0,0,0,0,109,64,0	0,0,0,0,0,40,72,48,0,0	282	150	1	1.0	0.0,0.259,0.151,0.0,NA,0.0,1.0,0.0,0.91,NA,0.0,0.0,1.0	NA,NA,NA,NA,NA,0.0,0.0,0.547,1.0,NA	-0.085
1948	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25349005	25351441	25349005	25349117	25351310	25351441	1948	3,229,175,2,355,121,2,475,82,1,1782,347,0	0,0,0,0,0,0,0,0,4,0,0,0,0	318,0,0,1,0,123,64,0,316,275	33,0,0,0,0,0,43,181,44,0	2343	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.568,1.0,1.0,1.0,NA	0.382,NA,NA,1.0,NA,1.0,0.087,0.0,0.315,1.0	0.423
1949	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25448698	25449447	25448698	25448743	25449316	25449447	1949	0,30,172,0,0,3,0,166,0,1,499,187,0	0,0,559,0,0,0,0,0,0,0,14,0,0	8,0,0,0,0,6,0,0,0,14	0,0,0,0,0,9,53,0,0,0	723	150	1	1.0	NA,1.0,0.06,NA,NA,1.0,NA,1.0,NA,1.0,0.881,1.0,NA	1.0,NA,NA,NA,NA,0.122,0.0,NA,NA,1.0	0.318
1952	"ENSG00000132382.14_2"	"MYBBP1A"	chr17	-	4457104	4457388	4457104	4457212	4457313	4457388	1952	119,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,40,0,0,0,1,482,0,0	0,0,0,0,0,0,0,0,0,0	199,0,0,0,0,15,0,0,0,0	251	150	1	1.0	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.25
1957	"ENSG00000099330.8_1"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337802	17338008	1957	20,19,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,75	274	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1.0
1962	"ENSG00000198034.10_1"	"RPS4X"	chrX	-	71493650	71495000	71493650	71493822	71494902	71495000	1962	0,18,0,20,0,68,0,0,0,0,0,0,0	1,96,356,0,0,332,0,134,107,66,497,712,0	0,0,0,0,0,2,0,0,0,0	0,5,0,0,0,106,423,0,55,45	1230	150	1	1.0	0.0,0.022,0.0,1.0,NA,0.024,NA,0.0,0.0,0.0,0.0,0.0,NA	NA,0.0,NA,NA,NA,0.002,0.0,NA,0.0,0.0	0.104
1967	"ENSG00000013306.15_2"	"SLC25A39"	chr17	-	42398425	42398926	42398425	42398599	42398801	42398926	1967	0,67,0,0,0,0,0,55,0,0,0,2,786	0,0,0,0,0,368,0,0,0,0,0,0,0	0,0,0,0,0,0,1,101,0,0	0,49,0,0,0,0,1,0,2,0	352	150	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,1.0,1.0	NA,0.0,NA,NA,NA,NA,0.299,1.0,0.0,NA	0.475
1976	"ENSG00000181513.14_1"	"ACBD4"	chr17	+	43213866	43214143	43213866	43213987	43214058	43214143	1976	0,0,0,0,0,0,0,0,0,0,0,255,0	0,0,0,0,0,0,0,0,6,0,0,0,936	0,0,0,0,0,27,0,0,0,0	0,0,0,0,0,0,0,0,0,0	221	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,0.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.667
1978	"ENSG00000196262.13_1"	"PPIA"	chr7	+	44838990	44839473	44838990	44839079	44839300	44839473	1978	0,0,0,0,0,0,0,0,0,0,0,229,0	7,391,0,603,0,161,0,0,13,0,153,398,0	0,0,0,0,0,0,0,0,0,0	4,165,0,0,1,94,388,28,279,22	371	150	1	1.0	0.0,0.0,NA,0.0,NA,0.0,NA,NA,0.0,NA,0.0,0.189,NA	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.027
1985	"ENSG00000196547.14_2"	"MAN2A2"	chr15	+	91455272	91455894	91455272	91455509	91455746	91455894	1985	0,0,0,0,0,0,0,0,0,0,0,0,0	175,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	387	150	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
1987	"ENSG00000196547.14_2"	"MAN2A2"	chr15	+	91461423	91461985	91461423	91461618	91461874	91461985	1987	0,0,0,0,0,0,0,98,0,0,0,0,0	0,0,0,116,0,0,0,0,37,0,3,0,0	0,0,0,0,29,30,0,0,0,0	0,0,0,0,36,48,168,0,30,0	406	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,1.0,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.229,0.188,0.0,NA,0.0,NA	0.146
1989	"ENSG00000127603.23_2"	"MACF1"	chr1	+	39950272	39952659	39950272	39950402	39951209	39952659	1989	45,83,0,521,529,3,0,0,41,0,0,0,0	25,28,0,0,0,321,0,215,10,152,462,1,0	0,0,0,0,0,3,506,0,262,0	78,1,0,0,0,27,196,0,137,0	957	150	1	1.0	0.22,0.317,NA,1.0,1.0,0.001,NA,0.0,0.391,0.0,0.0,0.0,NA	0.0,0.0,NA,NA,NA,0.017,0.288,NA,0.231,NA	0.186
1991	"ENSG00000102312.20_2"	"PORCN"	chrX	+	48370279	48370895	48370279	48370323	48370713	48370895	1991	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,36,0,0,0,0	0,0,0,0,2,0,0,0,119,0	0,0,0,0,0,0,0,0,0,0	540	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	-1.0
1992	"ENSG00000136463.7_1"	"TACO1"	chr17	+	61683672	61684824	61683672	61683800	61684646	61684824	1992	0,0,0,0,0,38,0,0,0,0,195,0,0	0,0,0,0,0,0,0,0,14,0,0,0,0	0,0,0,631,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	996	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,1.0,NA,NA	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.333
1996	"ENSG00000105193.8_1"	"RPS16"	chr19	-	39923862	39924209	39923862	39924058	39924161	39924209	1996	0,0,0,0,0,0,0,0,0,0,1,2,0	0,88,0,0,69,164,0,59,31,0,325,0,0	0,0,0,0,0,0,4,2,0,0	0,0,0,332,0,145,271,16,31,47	253	150	1	1.0	NA,0.0,NA,NA,0.0,0.0,NA,0.0,0.0,NA,0.002,1.0,NA	NA,NA,NA,0.0,NA,0.0,0.009,0.069,0.0,0.0	0.13
1998	"ENSG00000105193.8_1"	"RPS16"	chr19	-	39924304	39926348	39924304	39924401	39926246	39926348	1998	28,0,0,0,0,0,0,0,2,0,1,0,0	0,40,0,0,0,55,0,0,0,54,634,9,0	0,0,0,0,0,63,0,8,0,0	73,2,0,0,0,49,9,59,73,0	1995	150	1	1.0	1.0,0.0,NA,NA,NA,0.0,NA,NA,1.0,0.0,0.0,0.0,NA	0.0,0.0,NA,NA,NA,0.088,0.0,0.01,0.0,NA	0.269
2013	"ENSG00000094914.12_2"	"AAAS"	chr12	-	53708081	53708633	53708081	53708225	53708534	53708633	2013	0,8,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0	0,89,0,0,12,50,0,0,0,0	0,0,0,0,0,38,137,0,0,0	459	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,1.0,0.301,0.0,NA,NA,NA	-0.075
2024	"ENSG00000233927.4_1"	"RPS28"	chr19	+	8386539	8386975	8386539	8386587	8386836	8386975	2024	0,0,0,0,0,48,0,0,0,0,6,0,0	0,138,0,0,0,338,0,0,2,0,187,2,2	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,89,304,3,237,139	399	150	1	1.0	NA,0.0,NA,NA,NA,0.051,NA,NA,0.0,NA,0.012,0.0,0.0	NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0	0.011
2029	"ENSG00000087303.17_2"	"NID2"	chr14	-	52472454	52473378	52472454	52472567	52473254	52473378	2029	0,11,0,0,0,0,0,0,8,0,0,0,0	0,79,0,0,0,0,0,0,0,0,0,0,0	445,0,0,0,0,0,0,36,233,0	0,0,0,0,0,0,0,0,0,0	837	150	1	1.0	NA,0.024,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	-0.488
2034	"ENSG00000147576.15_2"	"ADHFE1"	chr8	+	67356601	67356983	67356601	67356655	67356828	67356983	2034	0,2,0,0,0,0,0,0,1,0,0,0,0	0,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,117,0,0,0,0	0,0,0,215,0,0,0,0,0,0	323	150	1	1.0	NA,0.157,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA	0.079
2036	"ENSG00000102054.17_2"	"RBBP7"	chrX	-	16863950	16867424	16863950	16864061	16867366	16867424	2036	0,0,0,1,50,1,6,0,0,0,1,0,0	0,104,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,44	0,0,0,0,0,0,220,0,0,0	3455	150	1	1.0	NA,0.0,NA,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	0.333
