ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5220	"ENSG00000157881.13_2"	"PANK4"	chr1	-	2449954	2450036	2449602	2449703	2450581	2450734
5224	"ENSG00000273018.5_2"	"CTD-2303H24.2"	chr17	-	18426964	18427191	18422795	18422988	18427456	18427714
5226	"ENSG00000273018.5_2"	"CTD-2303H24.2"	chr17	-	18427090	18427191	18422795	18422988	18435819	18435911
5231	"ENSG00000273018.5_2"	"CTD-2303H24.2"	chr17	-	18431886	18432061	18422795	18422988	18435819	18435911
5234	"ENSG00000273018.5_2"	"CTD-2303H24.2"	chr17	-	18436025	18436216	18435819	18435911	18436660	18436705
5245	"ENSG00000170266.15_2"	"GLB1"	chr3	-	33118585	33118729	33114035	33114205	33138210	33138284
5322	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71462457	71462560	71455283	71455416	71476350	71476441
5323	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71462457	71462642	71455283	71455416	71476350	71476441
5348	"ENSG00000230006.7_1"	"ANKRD36BP2"	chr2	+	89103893	89103964	89102229	89102382	89104300	89104394
5373	"ENSG00000034693.14_2"	"PEX3"	chr6	+	143806288	143806385	143800212	143800335	143810279	143811147
5408	"ENSG00000248441.6_2"	"LINC01197"	chr15	-	95832650	95832783	95831516	95831697	95870058	95870228
5417	"ENSG00000019485.12_2"	"PRDM11"	chr11	+	45241120	45241308	45226261	45226329	45247545	45247734
5423	"ENSG00000084774.13_1"	"CAD"	chr2	+	27462564	27462666	27462198	27462339	27463132	27463229
5424	"ENSG00000084774.13_1"	"CAD"	chr2	+	27463434	27463485	27463132	27463229	27463778	27463823
5442	"ENSG00000124356.15_2"	"STAMBP"	chr2	+	74086380	74086493	74077501	74077640	74087178	74087278
5443	"ENSG00000124356.15_2"	"STAMBP"	chr2	+	74087660	74087716	74087178	74087278	74089329	74089933
5455	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65897726	65897838	65894870	65895004	65904121	65904289
5457	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65945380	65945435	65943995	65944083	65946527	65946586
5464	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61717776	61717911	61715722	61715906	61719169	61719333
5476	"ENSG00000139974.15_2"	"SLC38A6"	chr14	+	61517229	61517354	61514868	61515015	61518504	61518649
5511	"ENSG00000055147.18_2"	"FAM114A2"	chr5	-	153390800	153390880	153382406	153382529	153405958	153406082
5570	"ENSG00000138675.16_2"	"FGF5"	chr4	+	81196062	81196166	81187752	81188333	81222436	81222483
5573	"ENSG00000105771.13_2"	"SMG9"	chr19	-	44248923	44249036	44243824	44244370	44251593	44251691
5606	"ENSG00000158865.12_1"	"SLC5A11"	chr16	+	24873303	24873395	24870507	24870616	24873921	24873993
5643	"ENSG00000156475.18_2"	"PPP2R2B"	chr5	-	146257564	146257758	146236061	146236146	146460621	146460699
5671	"ENSG00000124222.22_2"	"STX16"	chr20	+	57244346	57244509	57243042	57243183	57245567	57245659
5711	"ENSG00000086758.15_2"	"HUWE1"	chrX	-	53672262	53672415	53661187	53661250	53674310	53674517
5742	"ENSG00000149257.13_2"	"SERPINH1"	chr11	+	75277360	75278016	75273130	75273364	75279775	75279874
5842	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19564039	19564168	19560042	19560311	19568091	19568201
5859	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234534127	234534299	234529391	234529583	234536926	234536962
5860	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234536598	234536694	234529391	234529583	234536926	234537008
5862	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234541057	234541226	234536926	234537008	234541648	234541739
5863	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234563062	234563134	234561418	234561539	234563321	234563512
5864	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234599582	234599680	234596006	234596142	234601401	234601454
5892	"ENSG00000093217.9_1"	"XYLB"	chr3	+	38420736	38420833	38418408	38418482	38436995	38437054
5950	"ENSG00000047249.16_2"	"ATP6V1H"	chr8	-	54684548	54684727	54682177	54682303	54708206	54708399
5958	"ENSG00000136861.17_1"	"CDK5RAP2"	chr9	-	123220727	123220900	123215733	123216151	123230137	123230275
5964	"ENSG00000226450.2_1"	"CYP2D8P"	chr22	-	42548337	42548490	42548086	42548249	42549038	42549210
5984	"ENSG00000137261.13_2"	"KIAA0319"	chr6	-	24554768	24554859	24551661	24551753	24556834	24556957
6039	"ENSG00000088854.12_2"	"C20orf194"	chr20	-	3270774	3270863	3268277	3268436	3274784	3274902
6043	"ENSG00000144535.19_2"	"DIS3L2"	chr2	+	233127916	233128150	233113948	233114056	233164749	233164829
6078	"ENSG00000160783.19_2"	"PMF1"	chr1	+	156202110	156202216	156182783	156182967	156203418	156203443
6151	"ENSG00000185274.11_2"	"WBSCR17"	chr7	+	70880874	70881049	70853220	70853387	70885893	70886091
6191	"ENSG00000258807.5_2"	"RP11-1152H15.1"	chr14	-	88207829	88207892	88192298	88192354	88230049	88230154
6197	"ENSG00000165113.12_1"	"GKAP1"	chr9	-	86403515	86403593	86399629	86399753	86414099	86414243
6207	"ENSG00000055917.15_1"	"PUM2"	chr2	-	20453582	20453775	20448451	20451477	20454623	20454745
6209	"ENSG00000055917.15_1"	"PUM2"	chr2	-	20490412	20490551	20483103	20483247	20494136	20494279
6218	"ENSG00000144455.13_2"	"SUMF1"	chr3	-	3830597	3830758	3823035	3824385	3864417	3864581
6229	"ENSG00000159842.14_2"	"ABR"	chr17	-	986759	986867	982569	982630	994904	995090
6230	"ENSG00000159842.14_2"	"ABR"	chr17	-	986761	986867	982569	982630	994904	995090
6253	"ENSG00000170946.14_1"	"DNAJC24"	chr11	+	31436357	31436496	31392262	31392406	31447833	31447902
6278	"ENSG00000070159.13_1"	"PTPN3"	chr9	-	112216775	112216854	112211090	112211135	112219452	112219495
6285	"ENSG00000143416.20_2"	"SELENBP1"	chr1	-	151338243	151338929	151337664	151338160	151339197	151339380
6311	"ENSG00000214135.8_1"	"AC024560.3"	chr3	-	197319961	197320030	197306073	197306170	197340095	197340189
6312	"ENSG00000214135.8_1"	"AC024560.3"	chr3	-	197327142	197327244	197319961	197320030	197340095	197340189
6316	"ENSG00000234608.7_1"	"MAPKAPK5-AS1"	chr12	-	112278136	112278281	112277571	112277807	112279130	112279274
6323	"ENSG00000156017.12_2"	"CARNMT1"	chr9	-	77614645	77614786	77613513	77613692	77631183	77631347
6387	"ENSG00000077254.14_2"	"USP33"	chr1	-	78181426	78181553	78180298	78180468	78183551	78183732
6428	"ENSG00000187953.10_1"	"PMS2CL"	chr7	+	6776706	6777567	6774935	6775020	6781315	6781483
6441	"ENSG00000170500.12_1"	"LONRF2"	chr2	-	100910690	100910849	100906719	100906882	100911893	100912015
6471	"ENSG00000160285.14_1"	"LSS"	chr21	-	47639389	47639486	47636302	47636438	47641767	47641889
6479	"ENSG00000263001.5_1"	"GTF2I"	chr7	+	74105304	74105443	74103457	74103561	74113290	74113371
6483	"ENSG00000256825.4_2"	"CTD-2140B24.4"	chr12	+	133770013	133770119	133768493	133768589	133778729	133778955
6506	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113300207	113300291	113299454	113299556	113302255	113302343
6523	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62460134	62460269	62459847	62459945	62462039	62462183
6620	"ENSG00000174606.13_2"	"ANGEL2"	chr1	-	213174127	213174254	213173667	213173725	213178374	213178796
6622	"ENSG00000204220.10_2"	"PFDN6"	chr6	+	33258102	33258227	33257950	33258021	33258492	33258639
6629	"ENSG00000145386.9_1"	"CCNA2"	chr4	-	122742133	122742246	122741696	122741920	122743557	122743801
6635	"ENSG00000105669.13_2"	"COPE"	chr19	-	19021779	19021880	19017407	19017921	19023792	19023855
6648	"ENSG00000162959.13_2"	"MEMO1"	chr2	-	32157135	32157204	32145866	32145979	32168370	32168452
6742	"ENSG00000136960.12_2"	"ENPP2"	chr8	-	120620161	120620217	120613636	120613702	120628504	120628624
6788	"ENSG00000186094.16_2"	"AGBL4"	chr1	-	50162984	50163109	49711441	49711536	50317067	50317190
6796	"ENSG00000112902.11_2"	"SEMA5A"	chr5	-	9437867	9437964	9379934	9380135	9545695	9546187
6797	"ENSG00000169668.11_1"	"BCRP2"	chr22	+	21472329	21472598	21471412	21471547	21473075	21473238
6798	"ENSG00000169668.11_1"	"BCRP2"	chr22	+	21472492	21472598	21471412	21471547	21473075	21473238
6851	"ENSG00000204653.9_2"	"ASPDH"	chr19	-	51015392	51015547	51014856	51015030	51015616	51015837
6852	"ENSG00000204653.9_2"	"ASPDH"	chr19	-	51015616	51015837	51014856	51015030	51017734	51017922
6853	"ENSG00000204653.9_2"	"ASPDH"	chr19	-	51015917	51016067	51015616	51015837	51016183	51016268
6947	"ENSG00000154001.13_1"	"PPP2R5E"	chr14	-	63860537	63860646	63858689	63858743	63861943	63862003
7035	"ENSG00000072657.8_2"	"TRHDE"	chr12	+	72771774	72771901	72680460	72680734	72863537	72863692
7061	"ENSG00000141076.17_2"	"UTP4"	chr16	+	69194258	69194365	69190986	69191143	69196985	69197081
7073	"ENSG00000110693.16_2"	"SOX6"	chr11	-	16256127	16256217	16208326	16208501	16339991	16340199
7075	"ENSG00000110693.16_2"	"SOX6"	chr11	-	16588873	16588925	16497861	16497935	16627447	16627538
7089	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84851388	84851514	84848561	84848675	84851588	84851744
7171	"ENSG00000065923.9_2"	"SLC9A7"	chrX	-	46495023	46495083	46491020	46491084	46502670	46502824
7206	"ENSG00000135336.14_1"	"ORC3"	chr6	+	88326031	88326145	88321806	88321966	88331071	88331205
7225	"ENSG00000164190.16_2"	"NIPBL"	chr5	+	37014784	37014867	37010188	37010327	37016139	37016272
7239	"ENSG00000249240.2_2"	"AC069368.3"	chr15	+	65140791	65140941	65134081	65134227	65147119	65147236
7257	"ENSG00000110436.11_2"	"SLC1A2"	chr11	-	35313833	35314067	35308303	35308498	35323065	35323075
7259	"ENSG00000110436.11_2"	"SLC1A2"	chr11	-	35392487	35392643	35338923	35339063	35441454	35441610
7282	"ENSG00000239642.5_2"	"MEIKIN"	chr5	-	131214670	131214741	131190446	131190527	131247507	131247572
7283	"ENSG00000239642.5_2"	"MEIKIN"	chr5	-	131269205	131269334	131257514	131257634	131278327	131278388
7299	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30887865	30887993	30886540	30887625	30888109	30888213
7300	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30887871	30887993	30887534	30887625	30888109	30888213
7337	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74686564	74686689	74685958	74686046	74686769	74686872
7350	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95584491	95584559	95581523	95581661	95588806	95588860
7351	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95591219	95591445	95588806	95588860	95599058	95600022
7464	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	50765390	50765774	50758364	50758568	50779724	50780163
7485	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15455527	15455669	15425408	15425694	15457004	15457090
7486	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15455527	15455669	15452523	15452944	15457004	15457090
7512	"ENSG00000116584.17_2"	"ARHGEF2"	chr1	-	155936610	155936678	155936206	155936270	155938946	155939091
7526	"ENSG00000258162.2_1"	"RP11-315E17.1"	chr12	+	81864940	81865087	81859017	81859093	81866298	81866733
7566	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75583797	75583842	75581435	75581488	75597225	75597269
7574	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75612949	75613004	75612011	75612077	75620587	75620612
7625	"ENSG00000083720.12_1"	"OXCT1"	chr5	-	41794778	41794851	41794104	41794180	41801123	41801172
7630	"ENSG00000071575.11_1"	"TRIB2"	chr2	+	12863385	12863678	12857014	12858703	12880451	12882860
7673	"ENSG00000278259.4_1"	"MYO19"	chr17	-	34854109	34854403	34851476	34852250	34854918	34855004
7716	"ENSG00000189295.13_2"	"ANKRD62P1-PARP4P3"	chr22	-	17152407	17152478	17151106	17151151	17154489	17154642
7740	"ENSG00000055332.16_2"	"EIF2AK2"	chr2	-	37349648	37349807	37347101	37347282	37353431	37353554
7747	"ENSG00000150967.17_2"	"ABCB9"	chr12	-	123424657	123424831	123419818	123419978	123428937	123429066
7778	"ENSG00000127990.15_1"	"SGCE"	chr7	-	94218000	94218044	94214541	94214827	94228086	94228275
7781	"ENSG00000127990.15_1"	"SGCE"	chr7	-	94229008	94229035	94228086	94228275	94229957	94230052
7815	"ENSG00000125355.15_2"	"TMEM255A"	chrX	-	119410739	119410902	119402098	119402242	119418981	119419070
7817	"ENSG00000125355.15_2"	"TMEM255A"	chrX	-	119419479	119419551	119418981	119419070	119421008	119421077
7933	"ENSG00000162929.13_1"	"KIAA1841"	chr2	+	61319598	61319722	61315492	61315603	61324834	61324987
7988	"ENSG00000126215.13_1"	"XRCC3"	chr14	-	104177802	104177904	104177369	104177582	104179211	104179268
8030	"ENSG00000225830.11_2"	"ERCC6"	chr10	-	50732078	50732823	50713929	50714058	50736462	50736571
8031	"ENSG00000225830.11_2"	"ERCC6"	chr10	-	50738765	50738886	50736462	50736571	50740588	50741024
8038	"ENSG00000085733.15_1"	"CTTN"	chr11	+	70266505	70266616	70265851	70265962	70269045	70269101
8066	"ENSG00000163138.18_2"	"PACRGL"	chr4	+	20714410	20714545	20709425	20709493	20715054	20715139
8069	"ENSG00000163138.18_2"	"PACRGL"	chr4	+	20720438	20720599	20715054	20715162	20726430	20726502
8155	"ENSG00000119707.13_2"	"RBM25"	chr14	+	73580993	73581041	73578859	73578958	73586420	73586837
8170	"ENSG00000237187.8_1"	"NR2F1-AS1"	chr5	-	92831762	92831809	92774408	92774447	92889466	92889569
8172	"ENSG00000237187.8_1"	"NR2F1-AS1"	chr5	-	92880500	92880621	92774408	92774447	92889466	92889569
8201	"ENSG00000197381.15_2"	"ADARB1"	chr21	+	46595644	46596579	46591524	46591599	46600244	46600359
8202	"ENSG00000197381.15_2"	"ADARB1"	chr21	+	46601394	46601431	46600350	46600359	46602499	46602668
8219	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67126195	67126207	67109226	67109402	67133212	67133224
8222	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67133212	67133224	67126195	67126207	67136677	67136702
8225	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67160121	67160187	67155872	67155999	67184976	67185088
8226	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67161116	67161176	67155872	67155999	67184976	67185088
8293	"ENSG00000160218.12_1"	"TRAPPC10"	chr21	+	45475578	45475774	45472160	45472357	45478983	45479095
8294	"ENSG00000160218.12_1"	"TRAPPC10"	chr21	+	45482933	45483049	45478983	45479095	45483418	45483666
8427	"ENSG00000111110.11_1"	"PPM1H"	chr12	-	63131281	63131366	63113950	63114069	63182005	63182118
8538	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141749116	141749206	141745143	141745554	141753328	141753429
8539	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141754750	141754866	141753328	141753429	141756858	141756959
8542	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141762330	141762415	141756548	141756959	141771263	141771361
8563	"ENSG00000053524.11_1"	"MCF2L2"	chr3	-	183059327	183059418	183056587	183056707	183097084	183097199
8567	"ENSG00000089123.15_2"	"TASP1"	chr20	-	13539654	13539761	13514668	13514788	13550153	13550233
8570	"ENSG00000089123.15_2"	"TASP1"	chr20	-	13550153	13550233	13539654	13539761	13561543	13561628
8580	"ENSG00000273000.5_2"	"KB-1572G7.2"	chr22	-	24047615	24047728	24036305	24037704	24051316	24051428
8626	"ENSG00000136068.14_1"	"FLNB"	chr3	+	58120342	58120499	58117804	58118658	58121705	58121895
8653	"ENSG00000118997.13_2"	"DNAH7"	chr2	-	196849355	196849434	196836965	196837190	196851789	196851917
8666	"ENSG00000263715.7_2"	"CRHR1"	chr17	+	43911079	43911215	43910817	43910903	43911372	43911414
8695	"ENSG00000107957.16_2"	"SH3PXD2A"	chr10	-	105428365	105428410	105420740	105420872	105452785	105452814
8779	"ENSG00000101474.11_2"	"APMAP"	chr20	-	24949527	24949720	24943560	24944658	24950161	24950296
8783	"ENSG00000151116.16_1"	"UEVLD"	chr11	-	18557952	18558016	18555876	18556000	18566169	18566343
8790	"ENSG00000151116.16_1"	"UEVLD"	chr11	-	18596893	18596959	18592167	18592285	18600270	18600355
8809	"ENSG00000139112.10_2"	"GABARAPL1"	chr12	+	10366672	10366786	10366027	10366313	10370661	10370740
8815	"ENSG00000143207.19_2"	"RFWD2"	chr1	-	176145045	176145143	176118141	176118210	176153768	176153800
8830	"ENSG00000116667.12_2"	"C1orf21"	chr1	+	184567534	184567595	184559872	184559949	184588651	184589070
8839	"ENSG00000118873.15_2"	"RAB3GAP2"	chr1	-	220338074	220338141	220335539	220335610	220340634	220340741
8844	"ENSG00000172671.19_1"	"ZFAND4"	chr10	-	46120030	46120085	46113587	46113708	46121398	46122553
8845	"ENSG00000172671.19_1"	"ZFAND4"	chr10	-	46121398	46122553	46113587	46113708	46135263	46135411
8847	"ENSG00000172671.19_1"	"ZFAND4"	chr10	-	46135688	46135869	46135153	46135411	46143741	46143982
8861	"ENSG00000131626.16_2"	"PPFIA1"	chr11	+	70212046	70212073	70211478	70211541	70218320	70218496
8888	"ENSG00000152061.23_2"	"RABGAP1L"	chr1	+	174241551	174241618	174221581	174221728	174244970	174245073
8891	"ENSG00000152061.23_2"	"RABGAP1L"	chr1	+	174957777	174957975	174951970	174952042	174958985	174959478
8980	"ENSG00000179532.12_2"	"DNHD1"	chr11	+	6541467	6541519	6541194	6541332	6549751	6550017
9048	"ENSG00000101019.21_1"	"UQCC1"	chr20	-	33954359	33954417	33931912	33935075	33969720	33969828
9053	"ENSG00000101019.21_1"	"UQCC1"	chr20	-	33971840	33971936	33969720	33969828	33981894	33981999
9055	"ENSG00000101019.21_1"	"UQCC1"	chr20	-	33974079	33974192	33969720	33969828	33981894	33981999
9060	"ENSG00000160469.16_2"	"BRSK1"	chr19	+	55799359	55799421	55798581	55798671	55800847	55800988
9072	"ENSG00000048028.11_2"	"USP28"	chr11	-	113701588	113701665	113699918	113700067	113704141	113704274
9073	"ENSG00000048028.11_2"	"USP28"	chr11	-	113701588	113701668	113699918	113700067	113704141	113704239
9076	"ENSG00000048028.11_2"	"USP28"	chr11	-	113704970	113705057	113704141	113704279	113711319	113711479
9079	"ENSG00000048028.11_2"	"USP28"	chr11	-	113724979	113725057	113723222	113723355	113746166	113746250
9167	"ENSG00000240057.5_1"	"RP11-572M11.4"	chr3	+	112780633	112780857	112738378	112738553	112828948	112829322
9213	"ENSG00000134874.17_1"	"DZIP1"	chr13	-	96251618	96251678	96246197	96246340	96258256	96258313
9214	"ENSG00000134874.17_1"	"DZIP1"	chr13	-	96261710	96261767	96258256	96258313	96263698	96263747
9293	"ENSG00000104361.9_1"	"NIPAL2"	chr8	-	99217338	99217474	99215335	99215424	99224632	99224729
9294	"ENSG00000104361.9_1"	"NIPAL2"	chr8	-	99229266	99229514	99224632	99224729	99234706	99234828
9299	"ENSG00000157107.13_2"	"FCHO2"	chr5	+	72359667	72359771	72354247	72354351	72364476	72364606
9314	"ENSG00000070081.15_2"	"NUCB2"	chr11	+	17304335	17304490	17290744	17290878	17316870	17316971
9329	"ENSG00000008118.9_1"	"CAMK1G"	chr1	+	209783195	209783274	209782324	209782437	209784809	209784897
9350	"ENSG00000204084.12_2"	"INPP5B"	chr1	-	38409467	38409565	38409311	38409341	38411427	38411522
9352	"ENSG00000100258.17_2"	"LMF2"	chr22	-	50943657	50943763	50943485	50943582	50943831	50943966
9356	"ENSG00000068305.17_2"	"MEF2A"	chr15	+	100230445	100230633	100215603	100215663	100246933	100247060
9362	"ENSG00000180777.13_1"	"ANKRD30B"	chr18	+	14799221	14799294	14799099	14799128	14802215	14802277
9384	"ENSG00000167397.14_2"	"VKORC1"	chr16	-	31104632	31104742	31102162	31102663	31105877	31106261
9424	"ENSG00000152818.18_2"	"UTRN"	chr6	+	144724258	144724320	144612872	144613043	144743013	144743106
9425	"ENSG00000152818.18_2"	"UTRN"	chr6	+	144749913	144750029	144747422	144747595	144750716	144750877
9464	"ENSG00000148843.13_1"	"PDCD11"	chr10	+	105198442	105198565	105197771	105197828	105199502	105199625
9526	"ENSG00000142185.16_2"	"TRPM2"	chr21	+	45820141	45820254	45819178	45819324	45821563	45821780
9544	"ENSG00000184014.7_2"	"DENND5A"	chr11	-	9192173	9192324	9191402	9191496	9199678	9199913
9552	"ENSG00000186951.16_2"	"PPARA"	chr22	+	46584619	46584719	46547790	46547873	46594241	46594307
9589	"ENSG00000196914.8_1"	"ARHGEF12"	chr11	+	120300420	120300540	120300148	120300226	120302479	120302620
9598	"ENSG00000110274.14_1"	"CEP164"	chr11	+	117244466	117244547	117241795	117242182	117246423	117246507
9607	"ENSG00000058091.16_2"	"CDK14"	chr7	+	90419887	90419967	90355880	90356126	90492489	90492584
9615	"ENSG00000078403.16_2"	"MLLT10"	chr10	+	21906040	21906136	21903759	21903853	21940601	21940697
9636	"ENSG00000145362.17_2"	"ANK2"	chr4	+	114158754	114158778	114158142	114158328	114161640	114161739
9645	"ENSG00000145362.17_2"	"ANK2"	chr4	+	114294440	114294605	114294245	114294329	114302612	114302627
9689	"ENSG00000175220.11_2"	"ARHGAP1"	chr11	-	46701197	46701326	46700914	46701018	46701754	46701832
9690	"ENSG00000175220.11_2"	"ARHGAP1"	chr11	-	46701197	46701381	46700914	46701018	46701754	46701832
9692	"ENSG00000213676.10_2"	"ATF6B"	chr6	-	32093893	32094029	32089039	32089125	32094879	32094971
9701	"ENSG00000182093.14_1"	"WRB"	chr21	+	40765091	40765206	40763694	40763762	40777839	40778372
9760	"ENSG00000161203.13_2"	"AP2M1"	chr3	+	183899483	183899603	183898872	183899014	183899699	183899835
9763	"ENSG00000198951.11_1"	"NAGA"	chr22	-	42463768	42463940	42463116	42463294	42464442	42464578
9768	"ENSG00000198929.12_2"	"NOS1AP"	chr1	+	162270422	162270496	162257133	162257226	162302806	162302915
9769	"ENSG00000198929.12_2"	"NOS1AP"	chr1	+	162270437	162270496	162257133	162257226	162302806	162302915
9787	"ENSG00000158864.12_1"	"NDUFS2"	chr1	+	161182140	161182270	161179900	161180500	161183169	161183202
9792	"ENSG00000070808.15_2"	"CAMK2A"	chr5	-	149607754	149607849	149602551	149602780	149610867	149610943
9793	"ENSG00000070808.15_2"	"CAMK2A"	chr5	-	149610867	149610943	149602551	149602780	149618262	149618311
9794	"ENSG00000070808.15_2"	"CAMK2A"	chr5	-	149619266	149619299	149617851	149618311	149624723	149624764
9823	"ENSG00000189283.9_2"	"FHIT"	chr3	-	61027718	61027771	60807612	60807705	61186290	61186339
9925	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128218017	128218087	128214773	128214845	128218943	128218987
9926	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128249540	128249633	128248171	128248267	128255913	128256024
9931	"ENSG00000148411.7_1"	"NACC2"	chr9	-	138941481	138942426	138908110	138908275	138987034	138987131
10003	"ENSG00000249209.2_2"	"AP000304.12"	chr21	-	35281385	35281515	35279644	35279757	35284592	35284703
10022	"ENSG00000101752.11_1"	"MIB1"	chr18	+	19371295	19371518	19359441	19359646	19378044	19378189
10023	"ENSG00000101752.11_1"	"MIB1"	chr18	+	19371334	19371518	19359441	19359646	19378044	19378189
10025	"ENSG00000254461.1_1"	"RP11-755F10.3"	chr11	-	66028734	66028887	66027037	66027313	66029195	66029305
10032	"ENSG00000255872.3_2"	"RP11-613M10.9"	chr9	-	38015370	38015477	37974618	37974834	38016007	38016128
10037	"ENSG00000172995.16_2"	"ARPP21"	chr3	+	35748465	35748574	35732356	35732497	35750460	35750562
10047	"ENSG00000166881.9_2"	"NEMP1"	chr12	-	57463016	57463089	57458428	57458522	57464456	57464676
10089	"ENSG00000107099.15_1"	"DOCK8"	chr9	+	317042	317128	311953	312166	325670	325737
10095	"ENSG00000165121.11_2"	"RP11-213G2.3"	chr9	+	88444377	88444521	88437794	88437995	88452673	88452880
10127	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5395065	5395146	5394675	5394792	5395607	5395706
10142	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240957231	240957322	240954185	240954277	240957940	240958056
10188	"ENSG00000224897.6_2"	"POT1-AS1"	chr7	+	124756927	124757082	124660386	124660467	124765878	124765961
10193	"ENSG00000242372.6_2"	"EIF6"	chr20	-	33871978	33872064	33868456	33868632	33872183	33872295
10225	"ENSG00000079841.18_2"	"RIMS1"	chr6	+	72678685	72678766	72596405	72596890	72806651	72806865
10277	"ENSG00000106070.17_2"	"GRB10"	chr7	-	50778571	50778687	50772836	50773020	50799968	50800065
10279	"ENSG00000106070.17_2"	"GRB10"	chr7	-	50796996	50797096	50795489	50795587	50799968	50800065
10339	"ENSG00000166340.15_2"	"TPP1"	chr11	-	6637545	6637734	6637235	6637305	6637891	6638090
10346	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157150360	157150555	157098507	157100605	157222509	157222659
10351	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157469757	157470085	157454161	157454341	157488173	157488319
10407	"ENSG00000010626.14_2"	"LRRC23"	chr12	+	7019053	7019190	7016478	7016609	7021893	7021975
10421	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65743336	65743448	65734800	65739344	65744297	65744440
10422	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65746600	65746753	65744297	65744440	65748562	65748709
10423	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65746600	65746753	65744297	65744440	65756098	65756244
10425	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65748562	65748709	65744297	65744440	65756098	65756183
10428	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65766546	65766626	65759408	65759561	65771217	65771377
10429	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65780027	65780156	65777436	65777498	65782526	65782624
10471	"ENSG00000242759.6_2"	"LINC00882"	chr3	-	106758921	106758963	106646681	106646841	106848734	106848839
10496	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46679073	46679172	46678500	46678741	46680941	46681035
10497	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46685546	46685645	46680941	46681035	46686398	46686509
10526	"ENSG00000198496.10_1"	"NBR2"	chr17	+	41290172	41290377	41284972	41285154	41290673	41290939
10575	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21324093	21324126	21308880	21308901	21327691	21327805
10580	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21329205	21329301	21307540	21307720	21377358	21377487
10648	"ENSG00000145216.15_2"	"FIP1L1"	chr4	+	54245239	54245284	54243811	54244090	54245391	54245431
10649	"ENSG00000145216.15_2"	"FIP1L1"	chr4	+	54257596	54257665	54257175	54257306	54265896	54266006
10650	"ENSG00000145216.15_2"	"FIP1L1"	chr4	+	54280781	54280889	54265896	54266006	54292038	54292132
10693	"ENSG00000123124.13_1"	"WWP1"	chr8	+	87381167	87381260	87354966	87355159	87386258	87386349
10698	"ENSG00000166501.12_2"	"PRKCB"	chr16	+	23999828	23999911	23848695	23848727	24043456	24043568
10708	"ENSG00000147050.14_2"	"KDM6A"	chrX	+	44879854	44879975	44870205	44870264	44894175	44894230
10756	"ENSG00000184226.14_2"	"PCDH9"	chr13	-	67477635	67477737	67205341	67205417	67799536	67802707
10813	"ENSG00000175387.15_2"	"SMAD2"	chr18	-	45422891	45423180	45395613	45395807	45457170	45457213
