ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
574	"ENSG00000138030.12_2"	"KHK"	chr2	+	27317344	27317479	27317667	27317802	27315199	27315316	27319596	27319669
575	"ENSG00000125846.15_1"	"ZNF133"	chr20	+	18278628	18278706	18285651	18285822	18268926	18269248	18286324	18286451
576	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20040959	20041074	20043465	20043536	20039987	20040107	20050860	20050965
577	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20040959	20041074	20049052	20049206	20039987	20040107	20050860	20050965
578	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20043465	20043536	20049052	20049206	20039987	20040107	20050860	20050965
579	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20043465	20043536	20050860	20050965	20039987	20040107	20052064	20053448
580	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20043465	20043536	20050860	20050965	20040959	20041074	20052064	20053448
581	"ENSG00000135535.15_2"	"CD164"	chr6	-	109691613	109691670	109697276	109697315	109687720	109690220	109699102	109699174
582	"ENSG00000163904.12_2"	"SENP2"	chr3	+	185316199	185316333	185316745	185316812	185307901	185307957	185318552	185318643
583	"ENSG00000234828.8_2"	"RP11-526A4.1"	chr4	-	150663806	150663891	150701382	150701476	150656527	150656610	150736462	150736500
584	"ENSG00000234828.8_2"	"RP11-526A4.1"	chr4	-	150663806	150663891	150714811	150714868	150656527	150656610	150736462	150736500
585	"ENSG00000234828.8_2"	"RP11-526A4.1"	chr4	-	150701382	150701476	150714811	150714868	150656527	150656610	150736462	150736500
586	"ENSG00000169231.13_1"	"THBS3"	chr1	-	155173303	155173330	155174645	155174748	155173013	155173096	155174850	155175107
587	"ENSG00000154134.14_1"	"ROBO3"	chr11	+	124747056	124747080	124747180	124747205	124746737	124746828	124747414	124747554
588	"ENSG00000100124.13_2"	"ANKRD54"	chr22	-	38228964	38229116	38229165	38229213	38228643	38228751	38229690	38229762
589	"ENSG00000172995.16_2"	"ARPP21"	chr3	+	35748465	35748574	35750460	35750562	35732356	35732497	35756930	35756968
590	"ENSG00000040531.14_2"	"CTNS"	chr17	+	3543481	3543561	3558291	3558395	3540400	3540610	3558514	3558646
591	"ENSG00000233705.6_1"	"SLC26A4-AS1"	chr7	-	107295540	107295757	107302046	107302203	107294420	107294678	107302468	107302510
592	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99264289	99264412	99273626	99273752	99214558	99214666	99300167	99300314
593	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99264289	99264412	99273626	99273752	99214558	99214666	99313102	99313231
594	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99313102	99313231	99325627	99325753	99273626	99273752	99337895	99338039
595	"ENSG00000196756.11_2"	"SNHG17"	chr20	-	37050738	37050888	37054582	37054700	37049652	37049745	37055061	37055146
596	"ENSG00000173166.17_1"	"RAPH1"	chr2	-	204334961	204335036	204341798	204341879	204326570	204326648	204354306	204354812
597	"ENSG00000137434.11_1"	"C6orf52"	chr6	-	10687198	10687397	10687712	10687794	10683419	10683465	10694726	10694766
598	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5394675	5394792	5395065	5395146	5392379	5393477	5395607	5395706
599	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5400495	5400594	5400967	5401042	5398019	5398142	5406775	5406967
600	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5508163	5508277	5518523	5518606	5488999	5489193	5539619	5539697
601	"ENSG00000145020.15_2"	"AMT"	chr3	-	49457643	49457775	49458924	49459005	49457142	49457221	49459536	49459704
602	"ENSG00000145020.15_2"	"AMT"	chr3	-	49458924	49459005	49459536	49459704	49457643	49457775	49459793	49459906
603	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459392	49459482	49459536	49459690	49458924	49459005	49459793	49459902
604	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459392	49459482	49459536	49459704	49458924	49459005	49459793	49459902
605	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459414	49459482	49459536	49459704	49458924	49459005	49459793	49459884
606	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459414	49459482	49459536	49459690	49458924	49459005	49459793	49459887
607	"ENSG00000117054.13_2"	"ACADM"	chr1	+	76194085	76194173	76198328	76198426	76190390	76190502	76198537	76198607
608	"ENSG00000242372.6_2"	"EIF6"	chr20	-	33868456	33868632	33871978	33872064	33867744	33867921	33872183	33872295
609	"ENSG00000182899.14_1"	"RPL35A"	chr3	+	197679410	197679496	197680358	197680531	197678029	197678182	197680873	197681018
610	"ENSG00000079841.18_2"	"RIMS1"	chr6	+	72975662	72975752	72993749	72993821	72970407	72970470	73001636	73001749
611	"ENSG00000079841.18_2"	"RIMS1"	chr6	+	72984051	72984135	72993749	72993821	72975662	72975752	73001636	73001749
612	"ENSG00000144362.11_2"	"PHOSPHO2"	chr2	+	170553870	170554041	170554402	170554492	170551724	170551757	170557455	170558216
613	"ENSG00000106070.17_2"	"GRB10"	chr7	-	50772836	50773020	50778571	50778687	50771517	50771605	50799968	50800065
614	"ENSG00000106070.17_2"	"GRB10"	chr7	-	50778571	50778687	50799968	50800065	50771517	50771605	50823583	50823753
615	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157431605	157431695	157454161	157454341	157405795	157406039	157469757	157470085
616	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157454161	157454341	157469757	157470085	157431605	157431695	157488173	157488319
617	"ENSG00000168003.16_2"	"SLC3A2"	chr11	+	62649976	62650090	62650138	62650279	62649170	62649538	62650379	62650471
618	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65746600	65746753	65748562	65748709	65744297	65744440	65756098	65756244
619	"ENSG00000141380.13_1"	"SS18"	chr18	-	23658974	23659089	23660268	23660387	23658039	23658124	23667464	23667541
620	"ENSG00000141380.13_1"	"SS18"	chr18	-	23658974	23659089	23661188	23661329	23658039	23658124	23667464	23667541
621	"ENSG00000141380.13_1"	"SS18"	chr18	-	23658974	23659089	23662326	23662492	23658039	23658124	23667464	23667541
622	"ENSG00000141380.13_1"	"SS18"	chr18	-	23658974	23659089	23664015	23664139	23658039	23658124	23667464	23667541
623	"ENSG00000141380.13_1"	"SS18"	chr18	-	23658974	23659110	23662326	23662492	23658039	23658124	23664015	23664139
624	"ENSG00000141380.13_1"	"SS18"	chr18	-	23660268	23660387	23661188	23661329	23658039	23658124	23667464	23667541
625	"ENSG00000141380.13_1"	"SS18"	chr18	-	23660268	23660387	23662326	23662492	23658039	23658124	23667464	23667541
626	"ENSG00000141380.13_1"	"SS18"	chr18	-	23660268	23660387	23664015	23664139	23658039	23658124	23667464	23667541
627	"ENSG00000141380.13_1"	"SS18"	chr18	-	23661188	23661329	23662326	23662492	23658039	23658124	23667464	23667541
628	"ENSG00000141380.13_1"	"SS18"	chr18	-	23661188	23661329	23664015	23664139	23658039	23658124	23667464	23667541
629	"ENSG00000141380.13_1"	"SS18"	chr18	-	23662326	23662492	23664015	23664139	23658039	23658124	23667464	23667541
630	"ENSG00000141380.13_1"	"SS18"	chr18	-	23662326	23662492	23664015	23664139	23658974	23659110	23667464	23667541
631	"ENSG00000164414.16_2"	"SLC35A1"	chr6	+	88216099	88216166	88218137	88218314	88210875	88211028	88218758	88218893
632	"ENSG00000242759.6_2"	"LINC00882"	chr3	-	106829438	106829500	106833599	106833690	106828636	106828851	106848734	106848838
633	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46639809	46639925	46642591	46642707	46639106	46639440	46665828	46665910
634	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46642591	46642707	46660048	46660160	46639809	46639925	46665828	46665910
635	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46642591	46642707	46651594	46651650	46639874	46639925	46665828	46665910
636	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46642609	46642707	46651594	46651650	46639874	46639925	46665828	46665910
637	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46651594	46651650	46660048	46660160	46639809	46639925	46665828	46665910
638	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46652446	46652541	46653872	46654009	46651594	46651650	46665828	46665910
639	"ENSG00000165061.14_2"	"ZMAT4"	chr8	-	40644207	40644301	40666027	40666090	40625159	40625249	40683093	40683199
640	"ENSG00000134539.16_2"	"KLRD1"	chr12	+	10461986	10462079	10462224	10462287	10460416	10460683	10464062	10464214
641	"ENSG00000140682.18_1"	"TGFB1I1"	chr16	+	31485002	31485055	31485155	31485298	31484761	31484877	31485472	31485560
642	"ENSG00000140682.18_1"	"TGFB1I1"	chr16	+	31485155	31485298	31485472	31485560	31485002	31485055	31485670	31485776
643	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21324093	21324126	21307540	21307720	21329205	21329301
644	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21327691	21327805	21307540	21307720	21329205	21329301
645	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21324093	21324126	21327691	21327805	21307540	21307720	21329205	21329301
646	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21329205	21329301	21377358	21377487	21307540	21307720	21415630	21415706
647	"ENSG00000214063.10_2"	"TSPAN4"	chr11	+	850287	850367	862549	862741	847200	847300	864436	864511
648	"ENSG00000112851.14_2"	"ERBIN"	chr5	+	65364704	65364848	65367996	65368119	65349233	65350779	65370851	65371058
649	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179271151	179271227	179274977	179275066	179268906	179269064	179280377	179280437
650	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179278242	179278337	179280196	179280276	179274977	179275066	179280377	179280437
651	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179278242	179278424	179280196	179280276	179274977	179275066	179280377	179280437
652	"ENSG00000079385.21_2"	"CEACAM1"	chr19	-	43019162	43019255	43020924	43021017	43016501	43016631	43025418	43025673
653	"ENSG00000079385.21_2"	"CEACAM1"	chr19	-	43019162	43019255	43023099	43023387	43016501	43016631	43025418	43025673
654	"ENSG00000079385.21_2"	"CEACAM1"	chr19	-	43020924	43021017	43023099	43023387	43016501	43016631	43025418	43025673
655	"ENSG00000147050.14_2"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664
656	"ENSG00000072849.10_2"	"DERL2"	chr17	-	5383706	5383902	5384420	5384462	5383373	5383464	5384615	5384709
657	"ENSG00000214046.8_2"	"SMIM7"	chr19	-	16764845	16764936	16770205	16770258	16757906	16758072	16770769	16770811
658	"ENSG00000214046.8_2"	"SMIM7"	chr19	-	16766048	16766179	16769968	16770066	16764845	16764936	16770205	16770258
659	"ENSG00000174238.14_2"	"PITPNA"	chr17	-	1444935	1444943	1446313	1446321	1444859	1444934	1451589	1451681
660	"ENSG00000181315.10_2"	"ZNF322"	chr6	-	26643886	26643956	26658785	26658874	26634620	26638956	26659668	26659980
661	"ENSG00000138613.13_2"	"APH1B"	chr15	+	63579622	63579745	63594543	63594671	63578756	63578827	63597812	63598000
662	"ENSG00000084453.16_2"	"SLCO1A2"	chr12	-	21467482	21467615	21471715	21471857	21459815	21459922	21487521	21487638
663	"ENSG00000088808.16_1"	"PPP1R13B"	chr14	-	104225527	104225642	104230199	104230816	104223986	104224088	104245081	104245158
664	"ENSG00000078900.14_2"	"TP73"	chr1	+	3647490	3647629	3648026	3648120	3645890	3646012	3649310	3649643
665	"ENSG00000141551.14_1"	"CSNK1D"	chr17	-	80210891	80211120	80213304	80213453	80210309	80210480	80223561	80223672
666	"ENSG00000028528.14_2"	"SNX1"	chr15	+	64415701	64415745	64418277	64418419	64404771	64404883	64419372	64419451
667	"ENSG00000197713.14_2"	"RPE"	chr2	+	210868161	210868192	210874380	210874460	210867366	210867507	210880696	210880836
668	"ENSG00000166796.11_2"	"LDHC"	chr11	+	18436730	18436848	18451283	18451457	18434255	18434390	18456286	18456460
669	"ENSG00000116830.11_1"	"TTF2"	chr1	+	117639972	117640055	117640827	117640860	117638770	117638921	117641454	117641529
670	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44091428	44091541	44092465	44092540	44089823	44089879	44096355	44096502
671	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44092465	44092540	44096355	44096502	44089823	44089879	44097380	44097458
672	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44092465	44092540	44096355	44096502	44091428	44091541	44097380	44097458
673	"ENSG00000121067.17_2"	"SPOP"	chr17	-	47714120	47714171	47745388	47745440	47700094	47700238	47753256	47753378
674	"ENSG00000121067.17_2"	"SPOP"	chr17	-	47745388	47745440	47753256	47753378	47700094	47700238	47755294	47755472
675	"ENSG00000163702.18_2"	"IL17RC"	chr3	+	9971711	9971833	9972083	9972143	9971535	9971581	9972578	9972627
676	"ENSG00000233184.6_1"	"RP11-421L21.3"	chr1	+	101540831	101540950	101540950	101541272	101538215	101538386	101542918	101543064
677	"ENSG00000062485.18_2"	"CS"	chr12	-	56677575	56677641	56679699	56679807	56676643	56676775	56680378	56680429
678	"ENSG00000062485.18_2"	"CS"	chr12	-	56685414	56685577	56692392	56692475	56680378	56680429	56693943	56694175
679	"ENSG00000005194.14_2"	"CIAPIN1"	chr16	-	57465062	57465178	57466398	57466472	57464169	57464251	57467955	57468124
680	"ENSG00000104408.9_2"	"EIF3E"	chr8	-	109254340	109254485	109255521	109255692	109254027	109254142	109260841	109260946
681	"ENSG00000103168.16_2"	"TAF1C"	chr16	-	84214473	84214601	84214648	84214792	84213775	84213950	84214933	84215269
682	"ENSG00000038382.17_1"	"TRIO"	chr5	+	14390339	14390409	14390442	14390581	14389397	14389507	14391009	14391099
683	"ENSG00000120784.15_2"	"ZFP30"	chr19	-	38156884	38157163	38177351	38177423	38145612	38145780	38182421	38182519
684	"ENSG00000159873.9_1"	"CCDC117"	chr22	+	29169712	29169766	29176935	29177160	29168661	29169022	29179495	29179633
685	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52012274	52012390	52014408	52014644	52011899	52012098	52018062	52018174
686	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52018062	52018174	52019222	52019287	52012274	52012390	52019376	52019481
687	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52018076	52018174	52019222	52019287	52012274	52012390	52019376	52019481
688	"ENSG00000139620.12_2"	"KANSL2"	chr12	-	49054148	49054402	49056342	49056437	49048723	49048843	49061475	49061572
689	"ENSG00000139620.12_2"	"KANSL2"	chr12	-	49054250	49054402	49056342	49056437	49048723	49048843	49061475	49061572
690	"ENSG00000171606.17_1"	"ZNF274"	chr19	+	58697078	58697205	58698313	58698409	58695287	58695365	58718086	58718360
691	"ENSG00000112290.12_2"	"WASF1"	chr6	-	110481837	110481935	110499800	110499945	110448671	110448832	110500641	110501207
692	"ENSG00000115165.9_2"	"CYTIP"	chr2	-	158300358	158300518	158321447	158321539	158291209	158291259	158343843	158343946
693	"ENSG00000281613.2_2"	"RP11-506B6.7"	chr6	+	112664599	112664980	112666314	112666361	112558006	112558117	112668493	112668609
694	"ENSG00000270106.5_2"	"TSNAX-DISC1"	chr1	+	231696873	231697001	231752389	231752652	231678226	231678357	231829571	231830551
695	"ENSG00000147099.19_1"	"HDAC8"	chrX	-	71787738	71787880	71788603	71788734	71715005	71715118	71791906	71791959
696	"ENSG00000026508.16_2"	"CD44"	chr11	+	35219667	35219793	35232792	35232996	35211381	35211612	35236398	35236461
697	"ENSG00000026508.16_2"	"CD44"	chr11	+	35231511	35231601	35232792	35232996	35211381	35211612	35236398	35236461
698	"ENSG00000198860.11_1"	"TSEN15"	chr1	+	184027294	184027374	184039749	184039866	184023861	184023997	184041290	184041432
699	"ENSG00000066322.13_2"	"ELOVL1"	chr1	-	43830598	43830679	43830856	43831047	43830408	43830465	43831234	43831294
700	"ENSG00000244687.11_2"	"UBE2V1"	chr20	-	48715418	48715518	48725509	48725648	48713208	48713357	48729643	48729735
701	"ENSG00000244687.11_2"	"UBE2V1"	chr20	-	48715418	48715518	48727825	48728099	48713208	48713357	48729643	48729735
702	"ENSG00000244687.11_2"	"UBE2V1"	chr20	-	48725509	48725648	48727825	48728099	48713208	48713357	48729643	48729735
703	"ENSG00000156398.12_1"	"SFXN2"	chr10	+	104474979	104475085	104475990	104476086	104474392	104474438	104486368	104486554
704	"ENSG00000156398.12_1"	"SFXN2"	chr10	+	104474979	104475085	104484692	104484753	104474392	104474438	104486368	104486554
705	"ENSG00000156398.12_1"	"SFXN2"	chr10	+	104475990	104476086	104484692	104484753	104474392	104474438	104486368	104486554
706	"ENSG00000156398.12_1"	"SFXN2"	chr10	+	104476370	104476468	104484692	104484753	104474392	104474438	104486368	104486554
707	"ENSG00000162873.14_2"	"KLHDC8A"	chr1	-	205313261	205313586	205317503	205317718	205312356	205312921	205325660	205325697
708	"ENSG00000223553.6_2"	"SMPD4P1"	chr22	-	20976213	20976413	20976771	20976846	20975985	20976088	20976995	20977138
709	"ENSG00000226476.3_1"	"RP11-776H12.1"	chr1	-	61020144	61020240	61039009	61039085	61007968	61008083	61053708	61053834
710	"ENSG00000070526.14_2"	"ST6GALNAC1"	chr17	-	74622370	74622474	74622732	74622871	74622087	74622177	74623148	74623320
711	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104866345	104866463	104871501	104871562	104865462	104865558	104899162	104899236
712	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104871501	104871562	104899162	104899236	104866345	104866463	104934614	104934739
713	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35996840	35996888	36000812	36000863	35996619	35996667	36001085	36001154
714	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35996840	35996951	36000812	36000863	35996619	35996667	36001085	36001154
715	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35997027	35997087	35998359	35998413	35996840	35996888	35999106	35999142
716	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35997027	35997087	35999106	35999142	35996840	35996888	36000812	36000863
717	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35997380	35997567	35999106	35999142	35997027	35997087	36000812	36000863
718	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35997411	35997567	35998359	35998413	35997027	35997087	35999106	35999142
719	"ENSG00000125459.14_2"	"MSTO1"	chr1	+	155581006	155581032	155581339	155581394	155580829	155580899	155581479	155581618
720	"ENSG00000168255.14"	"POLR2J3"	chr7	-	102185152	102185223	102207028	102207183	102181947	102182109	102207443	102207530
721	"ENSG00000156219.16_2"	"ART3"	chr4	+	77025749	77025782	77028913	77028946	77025089	77025122	77033538	77033944
722	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44520562	44520629	44520686	44520724	44515803	44515853	44524424	44524512
723	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44520562	44520629	44521475	44521542	44515803	44515853	44524424	44524512
724	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44520686	44520724	44521475	44521542	44515803	44515853	44524424	44524512
725	"ENSG00000135951.14_1"	"TSGA10"	chr2	-	99636742	99636945	99651692	99651902	99634998	99635103	99681401	99681587
726	"ENSG00000084731.14_2"	"KIF3C"	chr2	-	26156901	26157025	26161103	26161217	26152823	26152932	26174657	26174774
727	"ENSG00000091129.19_2"	"NRCAM"	chr7	-	107808721	107808847	107815766	107815802	107800805	107800937	107816874	107817051
728	"ENSG00000134769.21_2"	"DTNA"	chr18	+	32409363	32409453	32418057	32418135	32407556	32407640	32428259	32428347
729	"ENSG00000188234.13_2"	"AGAP4"	chr10	-	46337100	46337135	46339773	46339842	46329463	46329564	46342134	46342203
730	"ENSG00000135679.22_2"	"MDM2"	chr12	+	69207333	69207408	69210591	69210725	69202991	69203072	69214104	69214154
731	"ENSG00000135679.22_2"	"MDM2"	chr12	+	69208382	69208469	69209407	69209500	69207333	69207408	69210591	69210725
732	"ENSG00000135679.22_2"	"MDM2"	chr12	+	69214104	69214154	69229608	69229764	69203006	69203072	69233053	69233629
733	"ENSG00000135679.22_2"	"MDM2"	chr12	+	69218334	69218431	69222550	69222711	69218142	69218210	69233053	69233629
734	"ENSG00000155465.18_2"	"SLC7A7"	chr14	-	23288846	23288965	23290330	23290441	23284528	23284660	23292232	23292281
735	"ENSG00000100453.12_1"	"GZMB"	chr14	-	25101529	25101665	25101924	25101925	25101063	25101324	25102120	25102268
736	"ENSG00000198707.14_2"	"CEP290"	chr12	-	88524321	88524342	88524941	88524995	88524044	88524197	88530419	88530563
737	"ENSG00000100462.15_2"	"PRMT5"	chr14	-	23396734	23396823	23397334	23397420	23395910	23396023	23397705	23397824
738	"ENSG00000164073.9_1"	"MFSD8"	chr4	-	128861007	128861152	128863199	128863313	128859937	128859993	128864906	128865147
739	"ENSG00000182919.14_1"	"C11orf54"	chr11	+	93488375	93488552	93490481	93490631	93487101	93487203	93492907	93493024
740	"ENSG00000130402.11_2"	"ACTN4"	chr19	+	39200896	39200982	39201915	39202001	39200034	39200116	39205108	39205201
741	"ENSG00000130402.11_2"	"ACTN4"	chr19	+	39218585	39218666	39218955	39219021	39217596	39217743	39219635	39219794
742	"ENSG00000132958.17_2"	"TPTE2"	chr13	-	19999846	19999973	20000564	20000657	19999086	19999157	20004607	20004687
743	"ENSG00000132958.17_2"	"TPTE2"	chr13	-	20048053	20048215	20056627	20056687	20039604	20039704	20066989	20067043
744	"ENSG00000227195.9_2"	"MIR663AHG"	chr20	-	26172306	26172399	26172428	26172497	26168267	26168473	26172768	26172868
745	"ENSG00000227195.9_2"	"MIR663AHG"	chr20	-	26172306	26172399	26172428	26172532	26168267	26168473	26172768	26172868
746	"ENSG00000227195.9_2"	"MIR663AHG"	chr20	-	26172306	26172399	26172428	26172536	26168267	26168473	26172768	26172868
747	"ENSG00000227195.9_2"	"MIR663AHG"	chr20	-	26174933	26175080	26180084	26180159	26172768	26172868	26180831	26180952
748	"ENSG00000272305.5_2"	"RP11-894J14.5"	chr3	-	53111994	53112227	53119765	53119868	53111703	53111844	53133396	53133469
749	"ENSG00000272305.5_2"	"RP11-894J14.5"	chr3	-	53111994	53112227	53126384	53126634	53111703	53111844	53133396	53133469
750	"ENSG00000272305.5_2"	"RP11-894J14.5"	chr3	-	53119765	53119868	53126384	53126634	53111703	53111844	53133396	53133469
751	"ENSG00000133962.7_2"	"CATSPERB"	chr14	-	92203037	92203193	92245318	92245414	92195744	92195823	92246919	92247032
752	"ENSG00000188243.12_1"	"COMMD6"	chr13	-	76104249	76104402	76104446	76104541	76100571	76100775	76111799	76111811
753	"ENSG00000188243.12_1"	"COMMD6"	chr13	-	76104249	76104402	76104446	76104544	76100571	76100775	76111799	76111811
754	"ENSG00000028203.17_1"	"VEZT"	chr12	+	95617955	95618012	95635939	95636040	95611587	95611662	95645715	95645847
755	"ENSG00000028203.17_1"	"VEZT"	chr12	+	95650325	95650398	95650925	95651015	95645715	95645847	95656681	95656857
756	"ENSG00000028203.17_1"	"VEZT"	chr12	+	95650325	95650398	95650929	95651015	95645715	95645847	95656681	95656857
757	"ENSG00000183873.15_1"	"SCN5A"	chr3	-	38655233	38655325	38655465	38655557	38651224	38651455	38662333	38662462
758	"ENSG00000203836.7"	"NBPF24"	chr1	-	147607950	147608092	147608164	147608316	147599423	147599571	147609989	147610088
759	"ENSG00000099968.17_1"	"BCL2L13"	chr22	+	18165979	18166087	18185008	18185152	18138427	18138598	18209442	18213621
760	"ENSG00000099968.17_1"	"BCL2L13"	chr22	+	18171751	18171908	18178906	18178976	18165979	18166087	18185008	18185152
761	"ENSG00000099968.17_1"	"BCL2L13"	chr22	+	18178906	18178976	18185008	18185152	18165979	18166087	18209442	18213621
762	"ENSG00000099968.17_1"	"BCL2L13"	chr22	+	18178906	18178976	18185008	18185152	18171751	18171908	18209442	18213621
763	"ENSG00000181027.10_2"	"FKRP"	chr19	+	47250490	47250551	47250835	47250989	47249314	47249347	47251283	47251345
764	"ENSG00000181027.10_2"	"FKRP"	chr19	+	47250490	47250562	47250835	47250989	47249314	47249347	47251283	47251345
765	"ENSG00000013810.18_2"	"TACC3"	chr4	+	1729434	1730514	1732114	1732115	1725454	1725597	1732613	1732689
766	"ENSG00000183010.16_2"	"PYCR1"	chr17	-	79892201	79892365	79892528	79892621	79890259	79891252	79892801	79893023
767	"ENSG00000240498.6_2"	"CDKN2B-AS1"	chr9	+	22056250	22056386	22097256	22097363	22049104	22049227	22112318	22112394
768	"ENSG00000080845.17_1"	"DLGAP4"	chr20	+	35127644	35127724	35127990	35128079	35125107	35125469	35128601	35129014
769	"ENSG00000127804.12_2"	"METTL16"	chr17	-	2371054	2371170	2376817	2376958	2367501	2367644	2380979	2381179
770	"ENSG00000119684.15_2"	"MLH3"	chr14	-	75500121	75500193	75506613	75506718	75498770	75498882	75508317	75508403
771	"ENSG00000119684.15_2"	"MLH3"	chr14	-	75505042	75505115	75506613	75506718	75498770	75498882	75508317	75508403
772	"ENSG00000185345.18_2"	"PARK2"	chr6	-	162475122	162475206	162622162	162622284	162394333	162394449	162683556	162683797
773	"ENSG00000185345.18_2"	"PARK2"	chr6	-	162622162	162622284	162683556	162683797	162475122	162475206	162864341	162864505
774	"ENSG00000185345.18_2"	"PARK2"	chr6	-	162683556	162683797	162864341	162864505	162622162	162622284	163148693	163148700
775	"ENSG00000204305.13_2"	"AGER"	chr6	-	32149127	32149254	32149300	32149409	32148744	32149016	32150023	32150165
776	"ENSG00000132530.16_2"	"XAF1"	chr17	+	6662180	6662278	6662574	6662838	6661407	6661543	6662980	6663037
777	"ENSG00000132530.16_2"	"XAF1"	chr17	+	6662574	6663037	6663159	6663200	6661407	6661543	6663724	6663920
778	"ENSG00000132530.16_2"	"XAF1"	chr17	+	6662980	6663037	6663159	6663200	6661407	6661543	6663724	6663920
779	"ENSG00000132530.16_2"	"XAF1"	chr17	+	6663724	6663920	6665473	6665559	6661407	6661543	6673961	6674303
780	"ENSG00000236581.8_2"	"STARD13-AS"	chr13	+	33846742	33847031	33849823	33849987	33845538	33845719	33851576	33851833
781	"ENSG00000236581.8_2"	"STARD13-AS"	chr13	+	33854033	33854213	33854926	33855057	33853597	33853793	33855165	33855459
782	"ENSG00000117602.11_1"	"RCAN3"	chr1	+	24840803	24841057	24857707	24857881	24828840	24828953	24859572	24859744
783	"ENSG00000117602.11_1"	"RCAN3"	chr1	+	24840803	24841057	24857707	24857881	24829386	24829640	24859572	24859744
784	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25334760	25335013	25335058	25335157	25332613	25332746	25336736	25336866
785	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25446798	25446842	25448698	25448743	25446282	25446413	25449316	25449447
786	"ENSG00000166479.9_1"	"TMX3"	chr18	-	66367641	66367722	66368981	66369027	66365168	66365268	66377257	66377381
787	"ENSG00000166479.9_1"	"TMX3"	chr18	-	66368981	66369027	66377257	66377381	66367641	66367722	66378600	66378640
788	"ENSG00000132471.11_2"	"WBP2"	chr17	-	73843876	73844011	73844650	73844743	73843567	73843690	73845684	73845820
789	"ENSG00000163697.16_2"	"APBB2"	chr4	-	41120105	41120222	41140058	41140173	41102655	41102767	41145003	41145159
790	"ENSG00000157326.18_1"	"DHRS4"	chr14	+	24429110	24429212	24434970	24435041	24424243	24424421	24435140	24435192
791	"ENSG00000054611.13_1"	"TBC1D22A"	chr22	+	47193340	47193517	47274548	47274619	47189397	47189738	47287161	47287290
792	"ENSG00000054611.13_1"	"TBC1D22A"	chr22	+	47309229	47309342	47370185	47370295	47307969	47308084	47393529	47393605
793	"ENSG00000188343.12_2"	"FAM92A1"	chr8	+	94714392	94714611	94714747	94714771	94713451	94713686	94715847	94715916
