ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
539	"ENSG00000093144.18_1"	"ECHDC1"	chr6	-	127648142	127648289	127648146	127648289	127635960	127636041
540	"ENSG00000118194.18_2"	"TNNT2"	chr1	-	201329580	201330497	201330406	201330497	201328750	201328791
541	"ENSG00000118194.18_2"	"TNNT2"	chr1	-	201331040	201331150	201331078	201331150	201330406	201330497
542	"ENSG00000118194.18_2"	"TNNT2"	chr1	-	201341154	201341283	201341272	201341283	201337289	201337355
543	"ENSG00000196388.8_1"	"INCA1"	chr17	-	4900135	4900424	4900297	4900424	4897688	4897770
544	"ENSG00000014216.15_2"	"CAPN1"	chr11	+	64949905	64950033	64949905	64950012	64950171	64950439
545	"ENSG00000072134.15_2"	"EPN2"	chr17	+	19185267	19187027	19185267	19185390	19213197	19213310
546	"ENSG00000115556.13_1"	"PLCD4"	chr2	+	219480626	219480785	219480626	219480682	219483301	219483530
547	"ENSG00000182518.13_1"	"FAM104B"	chrX	-	55185558	55185661	55185561	55185661	55172613	55172744
548	"ENSG00000105255.10_1"	"FSD1"	chr19	+	4322982	4323234	4322982	4323143	4323344	4323433
549	"ENSG00000182511.11_2"	"FES"	chr15	+	91428266	91428815	91428266	91428488	91430190	91430287
550	"ENSG00000182511.11_2"	"FES"	chr15	+	91434211	91434421	91434211	91434411	91434729	91434906
551	"ENSG00000189223.14_2"	"PAX8-AS1"	chr2	+	113994089	113994199	113994089	113994190	113995666	113995789
552	"ENSG00000189223.14_2"	"PAX8-AS1"	chr2	+	113994089	113994199	113994089	113994190	114012966	114013126
553	"ENSG00000189223.14_2"	"PAX8-AS1"	chr2	+	114008343	114008499	114008343	114008483	114012966	114013126
554	"ENSG00000189223.14_2"	"PAX8-AS1"	chr2	+	113994089	113994199	113994089	113994190	114020854	114021031
555	"ENSG00000164961.15_2"	"KIAA0196"	chr8	-	126095954	126096264	126096076	126096264	126095354	126095500
556	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144286986	144287335	144287294	144287335	144285923	144285955
557	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144385587	144385735	144385604	144385735	144306271	144306311
558	"ENSG00000131748.15_2"	"STARD3"	chr17	+	37814027	37814105	37814027	37814092	37814225	37814279
559	"ENSG00000131748.15_2"	"STARD3"	chr17	+	37814027	37814105	37814027	37814092	37814657	37814775
560	"ENSG00000131748.15_2"	"STARD3"	chr17	+	37818503	37818620	37818503	37818597	37819056	37819737
561	"ENSG00000204396.10_1"	"VWA7"	chr6	-	31743740	31744019	31743940	31744019	31743109	31743206
562	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043869	179043959	179043899	179043959	179043126	179043219
563	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043869	179044111	179044021	179044111	179043126	179043219
564	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043869	179044650	179044514	179044650	179043126	179043219
565	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044051	179044111	179044060	179044111	179043869	179043959
566	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179048242	179048398	179046269	179046408
567	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179050595	179050670	179050636	179050670	179050037	179050165
568	"ENSG00000167895.14_2"	"TMC8"	chr17	+	76127361	76127818	76127361	76127486	76128439	76128589
569	"ENSG00000167895.14_2"	"TMC8"	chr17	+	76128439	76128589	76128439	76128546	76128868	76128951
570	"ENSG00000167895.14_2"	"TMC8"	chr17	+	76133315	76133439	76133315	76133404	76133797	76133895
571	"ENSG00000108671.9_2"	"PSMD11"	chr17	+	30800818	30801099	30800818	30800963	30801781	30801842
572	"ENSG00000085978.21_1"	"ATG16L1"	chr2	+	234181611	234182423	234181611	234181698	234183321	234183424
573	"ENSG00000074211.13_1"	"PPP2R2C"	chr4	-	6382723	6382821	6382767	6382821	6377545	6377658
574	"ENSG00000074211.13_1"	"PPP2R2C"	chr4	-	6382723	6382821	6382767	6382821	6380133	6380299
575	"ENSG00000261556.9_2"	"SMG1P7"	chr16	-	70255152	70255304	70255156	70255304	70254623	70254783
576	"ENSG00000261556.9_2"	"SMG1P7"	chr16	-	70265225	70265426	70265339	70265426	70264896	70265061
577	"ENSG00000109133.12_1"	"TMEM33"	chr4	+	41937145	41937327	41937145	41937279	41937483	41937546
578	"ENSG00000109133.12_1"	"TMEM33"	chr4	+	41937145	41937546	41937145	41937327	41940618	41940713
579	"ENSG00000173641.17_2"	"HSPB7"	chr1	-	16343568	16343702	16343583	16343702	16340522	16342254
580	"ENSG00000114473.13_1"	"IQCG"	chr3	-	197670627	197670922	197670648	197670922	197665418	197665651
581	"ENSG00000179094.14_2"	"PER1"	chr17	-	8048068	8048311	8048077	8048311	8046583	8047194
582	"ENSG00000172888.11_1"	"ZNF621"	chr3	+	40566368	40566765	40566368	40566529	40567269	40567355
583	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183904294	183904442	183904294	183904424	183904583	183904663
584	"ENSG00000115524.15_1"	"SF3B1"	chr2	-	198288531	198288698	198288617	198288698	198285752	198285857
585	"ENSG00000184708.17_2"	"EIF4ENIF1"	chr22	-	31850129	31850362	31850165	31850362	31846274	31846346
586	"ENSG00000167536.13_1"	"DHRS13"	chr17	-	27229600	27230089	27229835	27230089	27228510	27228634
587	"ENSG00000197958.12_1"	"RPL12"	chr9	-	130213328	130213684	130213559	130213684	130213009	130213083
588	"ENSG00000100142.14_2"	"POLR2F"	chr22	+	38352779	38352908	38352779	38352849	38355352	38355483
589	"ENSG00000258231.5_1"	"RP11-362K2.2"	chr12	+	59199722	59199841	59199722	59199764	59205703	59205815
590	"ENSG00000004399.12_2"	"PLXND1"	chr3	-	129278455	129278626	129278462	129278626	129277270	129277418
591	"ENSG00000229240.8_1"	"LINC00710"	chr10	-	10988748	10989519	10989408	10989519	10988474	10988563
592	"ENSG00000229240.8_1"	"LINC00710"	chr10	-	10993758	10994058	10993900	10994058	10989408	10989519
593	"ENSG00000095906.16_2"	"NUBP2"	chr16	+	1836537	1836956	1836537	1836656	1837677	1837832
594	"ENSG00000095906.16_2"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836656	1837941	1838052
595	"ENSG00000182230.11_1"	"FAM153B"	chr5	+	175514114	175514258	175514114	175514208	175516465	175516524
596	"ENSG00000182230.11_1"	"FAM153B"	chr5	+	175550999	175551123	175550999	175551108	175551265	175551435
597	"ENSG00000141068.13_2"	"KSR1"	chr17	+	25810683	25810877	25810683	25810860	25877593	25877734
598	"ENSG00000074416.13_2"	"MGLL"	chr3	-	127541151	127542028	127541926	127542028	127540536	127540681
599	"ENSG00000161904.11_2"	"LEMD2"	chr6	-	33746018	33747956	33747876	33747956	33744914	33745016
600	"ENSG00000087266.15_2"	"SH3BP2"	chr4	+	2825121	2825300	2825121	2825296	2826339	2826457
601	"ENSG00000167861.15_1"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959059	72959176
602	"ENSG00000167861.15_1"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959067	72959173
603	"ENSG00000197343.10_2"	"ZNF655"	chr7	+	99156427	99156644	99156427	99156630	99158155	99158318
604	"ENSG00000068308.13_2"	"OTUD5"	chrX	-	48791968	48792140	48791983	48792140	48791736	48791885
605	"ENSG00000244045.11_2"	"TMEM199"	chr17	+	26687551	26687599	26687551	26687594	26687757	26687870
606	"ENSG00000115042.9_2"	"FAHD2A"	chr2	+	96076274	96076774	96076274	96076334	96078181	96078290
607	"ENSG00000168653.10_1"	"NDUFS5"	chr1	+	39491989	39492074	39491989	39492070	39494394	39494612
608	"ENSG00000168653.10_1"	"NDUFS5"	chr1	+	39491989	39492074	39491989	39492070	39500063	39500308
609	"ENSG00000100564.8_2"	"PIGH"	chr14	-	68060444	68060669	68060459	68060669	68059351	68059435
610	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49038870	49039061	49038870	49038995	49039932	49040029
611	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043150	49043300
612	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043209	49043300
613	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043496	49043620
614	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042479	49043496	49043620
615	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042603	49043496	49043620
616	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49039932	49043620	49039932	49040029	49044119	49044548
617	"ENSG00000126351.12_1"	"THRA"	chr17	+	38218445	38218801	38218445	38218704	38230444	38230794
618	"ENSG00000059573.8_1"	"ALDH18A1"	chr10	-	97393247	97393406	97393253	97393406	97392715	97392806
619	"ENSG00000099949.18_2"	"LZTR1"	chr22	+	21344674	21345258	21344674	21344814	21345916	21346118
620	"ENSG00000099949.18_2"	"LZTR1"	chr22	+	21347082	21347193	21347082	21347186	21347950	21348043
621	"ENSG00000164010.13_2"	"ERMAP"	chr1	+	43301402	43301435	43301402	43301431	43302828	43302861
622	"ENSG00000140990.14_1"	"NDUFB10"	chr16	+	2011153	2011292	2011153	2011259	2011497	2011637
623	"ENSG00000166206.14_2"	"GABRB3"	chr15	-	26860920	26861207	26860924	26861207	26860443	26860568
624	"ENSG00000258366.7_2"	"RTEL1"	chr20	+	62289162	62289819	62289162	62289812	62292650	62292849
625	"ENSG00000258366.7_2"	"RTEL1"	chr20	+	62326680	62327003	62326680	62326833	62327130	62327606
626	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399876	35399827	35399876	35395171	35395244
627	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399876	35399827	35399876	35396371	35396445
628	"ENSG00000213901.10_2"	"SLC23A3"	chr2	-	220033369	220033555	220033373	220033555	220032916	220033040
629	"ENSG00000213901.10_2"	"SLC23A3"	chr2	-	220034006	220034128	220034030	220034128	220033750	220033824
630	"ENSG00000122557.9_2"	"HERPUD2"	chr7	-	35733793	35734745	35734410	35734745	35712810	35712888
631	"ENSG00000185989.10_2"	"RASA3"	chr13	-	114793318	114793403	114793322	114793403	114792864	114792932
632	"ENSG00000119616.11_1"	"FCF1"	chr14	+	75179872	75179962	75179872	75179903	75180187	75180255
633	"ENSG00000119616.11_1"	"FCF1"	chr14	+	75180187	75180255	75180187	75180210	75181574	75181646
634	"ENSG00000119616.11_1"	"FCF1"	chr14	+	75180187	75180323	75180187	75180210	75181574	75181646
635	"ENSG00000119616.11_1"	"FCF1"	chr14	+	75180187	75180323	75180187	75180255	75181574	75181646
636	"ENSG00000143493.12_1"	"INTS7"	chr1	-	212125910	212126043	212125952	212126043	212119948	212119987
637	"ENSG00000143493.12_1"	"INTS7"	chr1	-	212125910	212126043	212125952	212126043	212119948	212120047
638	"ENSG00000102878.16_2"	"HSF4"	chr16	+	67199848	67199973	67199848	67199914	67200222	67200298
639	"ENSG00000116731.22_2"	"PRDM2"	chr1	+	14059273	14059377	14059273	14059350	14068499	14068652
640	"ENSG00000118257.16_2"	"NRP2"	chr2	+	206631506	206631542	206631506	206631527	206656958	206657009
641	"ENSG00000158773.14_2"	"USF1"	chr1	-	161011440	161011636	161011524	161011636	161011113	161011201
642	"ENSG00000158773.14_2"	"USF1"	chr1	-	161011440	161011636	161011623	161011636	161011113	161011201
643	"ENSG00000158773.14_2"	"USF1"	chr1	-	161011524	161011636	161011623	161011636	161011113	161011201
644	"ENSG00000158773.14_2"	"USF1"	chr1	-	161012344	161012460	161012375	161012460	161011905	161012007
645	"ENSG00000158773.14_2"	"USF1"	chr1	-	161013042	161013150	161013057	161013150	161012622	161012672
646	"ENSG00000183918.15_2"	"SH2D1A"	chrX	+	123504025	123504170	123504025	123504161	123505200	123505338
647	"ENSG00000171720.9_1"	"HDAC3"	chr5	-	141007680	141008206	141008125	141008206	141007459	141007524
648	"ENSG00000171462.14_1"	"DLK2"	chr6	-	43420742	43420873	43420760	43420873	43419677	43419822
649	"ENSG00000115756.12_2"	"HPCAL1"	chr2	+	10563108	10566107	10563108	10563214	10566345	10566621
650	"ENSG00000162736.15_1"	"NCSTN"	chr1	+	160313493	160313678	160313493	160313592	160314511	160314616
651	"ENSG00000136518.16_2"	"ACTL6A"	chr3	+	179280710	179280905	179280710	179280761	179287611	179287688
652	"ENSG00000140416.19_2"	"TPM1"	chr15	+	63335904	63336351	63335904	63336030	63349183	63349317
653	"ENSG00000229089.6_1"	"ANKRD20A8P"	chr2	-	95504557	95504588	95504561	95504588	95501804	95501874
654	"ENSG00000250462.8_1"	"LRRC37BP1"	chr17	+	28958772	28959117	28958772	28958913	28960115	28960408
655	"ENSG00000160117.14_2"	"ANKLE1"	chr19	+	17394033	17394771	17394033	17394693	17394897	17395075
656	"ENSG00000160117.14_2"	"ANKLE1"	chr19	+	17394033	17394771	17394033	17394693	17396239	17396399
657	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45798589	45798996	45798956	45798996	45798434	45798506
658	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45803857	45804328	45804178	45804328	45800062	45800183
659	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49726989	49727255	49726989	49727039	49728562	49728680
660	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49737100	49737997	49737100	49737205	49738068	49738142
661	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49742416	49742619	49742416	49742615	49742966	49743112
662	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49742966	49743498	49742966	49743112	49744223	49744331
663	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49749911	49750325	49749911	49750089	49750945	49751020
664	"ENSG00000180176.14_1"	"TH"	chr11	-	2192914	2193035	2192926	2193035	2190879	2190925
665	"ENSG00000180176.14_1"	"TH"	chr11	-	2192914	2193035	2192926	2193035	2190879	2191101
666	"ENSG00000180176.14_1"	"TH"	chr11	-	2192914	2193035	2192926	2193035	2191919	2192000
667	"ENSG00000043143.20_1"	"JADE2"	chr5	+	133912457	133912728	133912457	133912586	133914186	133915165
668	"ENSG00000169981.10_2"	"ZNF35"	chr3	+	44690232	44690326	44690232	44690303	44692435	44692751
669	"ENSG00000078098.13_1"	"FAP"	chr2	-	163029564	163029731	163029658	163029731	163029320	163029394
670	"ENSG00000131848.9_2"	"ZSCAN5A"	chr19	-	56825988	56826208	56826049	56826208	56824651	56824753
671	"ENSG00000143036.16_1"	"SLC44A3"	chr1	+	95293062	95293199	95293062	95293103	95294048	95294142
672	"ENSG00000120733.13_1"	"KDM3B"	chr5	+	137721710	137722310	137721710	137721879	137726701	137727950
673	"ENSG00000125611.15_2"	"CHCHD5"	chr2	+	113343550	113343942	113343550	113343691	113346442	113346617
674	"ENSG00000244754.8_2"	"N4BP2L2"	chr13	-	33109905	33111164	33111142	33111164	33054726	33054774
675	"ENSG00000244754.8_2"	"N4BP2L2"	chr13	-	33101544	33101669	33101594	33101669	33095509	33095586
676	"ENSG00000244754.8_2"	"N4BP2L2"	chr13	-	33101544	33101669	33101594	33101669	33096318	33096407
677	"ENSG00000141556.20_2"	"TBCD"	chr17	+	80890533	80890731	80890533	80890611	80895146	80895236
678	"ENSG00000174373.16_2"	"RALGAPA1"	chr14	-	36157664	36159209	36159041	36159209	36155747	36155872
679	"ENSG00000140522.11_1"	"RLBP1"	chr15	-	89762967	89763090	89763026	89763090	89762194	89762306
680	"ENSG00000149582.15_2"	"TMEM25"	chr11	+	118401916	118403176	118401916	118401949	118403631	118403922
681	"ENSG00000090621.13_2"	"PABPC4"	chr1	-	40027356	40027459	40027399	40027459	40026487	40026794
682	"ENSG00000090621.13_2"	"PABPC4"	chr1	-	40030094	40030214	40030142	40030214	40029285	40029413
683	"ENSG00000090621.13_2"	"PABPC4"	chr1	-	40030094	40030214	40030142	40030214	40029507	40029594
684	"ENSG00000090621.13_2"	"PABPC4"	chr1	-	40030357	40030445	40030372	40030445	40030094	40030214
685	"ENSG00000090621.13_2"	"PABPC4"	chr1	-	40036768	40037021	40036905	40037021	40035534	40035674
686	"ENSG00000167992.12_1"	"VWCE"	chr11	-	61050260	61050377	61050264	61050377	61049257	61049386
687	"ENSG00000167992.12_1"	"VWCE"	chr11	-	61050260	61050377	61050264	61050377	61049969	61050008
688	"ENSG00000167711.13_1"	"SERPINF2"	chr17	+	1648626	1648699	1648626	1648689	1649001	1649203
689	"ENSG00000251022.6_2"	"THAP9-AS1"	chr4	-	83821486	83821722	83821524	83821722	83821229	83821376
690	"ENSG00000108439.9_2"	"PNPO"	chr17	+	46018936	46019417	46018936	46019179	46020671	46020796
691	"ENSG00000172531.14_1"	"PPP1CA"	chr11	-	67186878	67187068	67186914	67187068	67168538	67168670
692	"ENSG00000185339.8_2"	"TCN2"	chr22	+	31008859	31009029	31008859	31008948	31010335	31010488
693	"ENSG00000049167.13_2"	"ERCC8"	chr5	-	60200614	60200700	60200618	60200700	60199474	60199543
694	"ENSG00000236172.6_1"	"MIR7515HG"	chr2	-	6779182	6779409	6779245	6779409	6778848	6778929
695	"ENSG00000236172.6_1"	"MIR7515HG"	chr2	-	6779098	6779409	6779182	6779409	6778848	6778999
696	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34214484	34214725	34214488	34214725	34213965	34214303
697	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34218360	34218956	34218822	34218956	34215201	34215335
698	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34220084	34220307	34220232	34220307	34219866	34219947
699	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34252681	34252854	34252800	34252854	34220716	34220845
700	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34252280	34252822	34252681	34252822	34246851	34246936
701	"ENSG00000243004.5_2"	"AC005062.2"	chr7	-	20007759	20008018	20007776	20008018	20000544	20000617
702	"ENSG00000184867.13_2"	"ARMCX2"	chrX	-	100914393	100914487	100914404	100914487	100914061	100914122
703	"ENSG00000184867.13_2"	"ARMCX2"	chrX	-	100914393	100914487	100914404	100914487	100914061	100914134
704	"ENSG00000006282.20_2"	"SPATA20"	chr17	+	48625025	48625315	48625025	48625128	48625643	48625814
705	"ENSG00000006282.20_2"	"SPATA20"	chr17	+	48628358	48628583	48628358	48628551	48628871	48629040
706	"ENSG00000160408.14_2"	"ST6GALNAC6"	chr9	-	130652915	130653322	130652934	130653322	130649762	130649870
707	"ENSG00000160408.14_2"	"ST6GALNAC6"	chr9	-	130660104	130660289	130660234	130660289	130658520	130658611
708	"ENSG00000164088.17_2"	"PPM1M"	chr3	+	52282168	52282469	52282168	52282253	52282652	52282716
709	"ENSG00000164088.17_2"	"PPM1M"	chr3	+	52282168	52282469	52282168	52282253	52282971	52283079
710	"ENSG00000172728.15_2"	"FUT10"	chr8	-	33318889	33319243	33318929	33319243	33310733	33311028
711	"ENSG00000196730.12_2"	"DAPK1"	chr9	+	90112595	90113022	90112595	90112687	90113884	90114054
712	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50385953	50386213	50385957	50386213	50385747	50385841
713	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50386816	50386921
714	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50387095	50387453	50387361	50387453	50386816	50386925
715	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50387095	50387259
716	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50387095	50387264
717	"ENSG00000159496.14_2"	"RGL4"	chr22	+	24032960	24034396	24032960	24033134	24034521	24034715
718	"ENSG00000051180.16_1"	"RAD51"	chr15	+	40987371	40987623	40987371	40987519	40990954	40991043
719	"ENSG00000163389.10_1"	"POGLUT1"	chr3	+	119187809	119187953	119187809	119187853	119188666	119188757
720	"ENSG00000163389.10_1"	"POGLUT1"	chr3	+	119205679	119205883	119205679	119205779	119207775	119207834
721	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95517727	95518033	95517727	95517765	95518516	95518588
722	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95517727	95518116	95517727	95517765	95518516	95518588
723	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95517727	95518116	95517727	95518033	95518516	95518588
724	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95518516	95519048	95518516	95518588	95537135	95537207
725	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95549855	95549990	95549855	95549927	95552499	95552669
726	"ENSG00000151150.21_2"	"ANK3"	chr10	-	61840294	61840376	61840330	61840376	61827692	61827767
727	"ENSG00000151150.21_2"	"ANK3"	chr10	-	61840294	61840376	61840330	61840376	61828394	61836206
728	"ENSG00000151150.21_2"	"ANK3"	chr10	-	61840294	61840376	61840330	61840376	61833629	61836212
729	"ENSG00000188655.10_1"	"RNASE9"	chr14	-	21026698	21026809	21026773	21026809	21024251	21025242
730	"ENSG00000113013.12_2"	"HSPA9"	chr5	-	137909451	137909539	137909465	137909539	137906648	137906830
731	"ENSG00000164334.15_2"	"FAM170A"	chr5	+	118969654	118970429	118969654	118969947	118970722	118970777
732	"ENSG00000139531.12_1"	"SUOX"	chr12	+	56393116	56393374	56393116	56393242	56395669	56395732
733	"ENSG00000139531.12_1"	"SUOX"	chr12	+	56393116	56393374	56393116	56393242	56395995	56396055
734	"ENSG00000102967.11_2"	"DHODH"	chr16	+	72057063	72057222	72057063	72057217	72057378	72057532
735	"ENSG00000225138.7_1"	"CTD-2228K2.7"	chr5	+	477358	477580	477358	477451	477920	477964
736	"ENSG00000127980.15_1"	"PEX1"	chr7	-	92119027	92119225	92119032	92119225	92118606	92118737
737	"ENSG00000127980.15_1"	"PEX1"	chr7	-	92148273	92148392	92148308	92148392	92147454	92147569
738	"ENSG00000099246.16_1"	"RAB18"	chr10	+	27798803	27798859	27798803	27798849	27821435	27821508
739	"ENSG00000175697.10_2"	"GPR156"	chr3	-	119905504	119905630	119905516	119905630	119904145	119904241
740	"ENSG00000177302.14_2"	"TOP3A"	chr17	-	18193853	18194000	18193870	18194000	18188720	18188834
741	"ENSG00000177302.14_2"	"TOP3A"	chr17	-	18211626	18211738	18211664	18211738	18210204	18210280
742	"ENSG00000163743.13_1"	"RCHY1"	chr4	-	76416792	76416847	76416820	76416847	76415790	76415911
743	"ENSG00000163743.13_1"	"RCHY1"	chr4	-	76434029	76434145	76434033	76434145	76419310	76419389
744	"ENSG00000261801.5_1"	"LOXL1-AS1"	chr15	-	74212178	74212379	74212300	74212379	74204525	74204644
745	"ENSG00000198633.10_1"	"ZNF534"	chr19	+	52937207	52937373	52937207	52937334	52938333	52938462
746	"ENSG00000182796.13_2"	"TMEM198B"	chr12	+	56226742	56226822	56226742	56226798	56227230	56227325
747	"ENSG00000157388.14_2"	"CACNA1D"	chr3	+	53834275	53834886	53834275	53834392	53835084	53835452
748	"ENSG00000157388.14_2"	"CACNA1D"	chr3	+	53834275	53834886	53834275	53834392	53835238	53835452
749	"ENSG00000159692.15_1"	"CTBP1"	chr4	-	1207978	1208261	1208130	1208261	1207265	1207393
750	"ENSG00000139625.12_1"	"MAP3K12"	chr12	-	53878029	53878149	53878040	53878149	53877694	53877804
751	"ENSG00000151067.21_2"	"CACNA1C"	chr12	+	2743462	2743546	2743462	2743540	2757640	2757673
752	"ENSG00000151067.21_2"	"CACNA1C"	chr12	+	2743462	2743546	2743462	2743540	2760805	2760934
753	"ENSG00000135046.13_2"	"ANXA1"	chr9	+	75769113	75769258	75769113	75769256	75773437	75773517
754	"ENSG00000174562.13_1"	"KLK15"	chr19	-	51330133	51330417	51330251	51330417	51329876	51330013
755	"ENSG00000186919.12_2"	"ZACN"	chr17	+	74076335	74077199	74076335	74076505	74077358	74077483
756	"ENSG00000120948.15_2"	"TARDBP"	chr1	+	11082180	11082307	11082180	11082298	11083249	11083386
757	"ENSG00000120948.15_2"	"TARDBP"	chr1	+	11082180	11082298	11082180	11082234	11083249	11084240
758	"ENSG00000198755.10_1"	"RPL10A"	chr6	+	35436723	35437062	35436723	35436804	35437157	35437306
759	"ENSG00000123992.18_1"	"DNPEP"	chr2	-	220264587	220264729	220264661	220264729	220251791	220251885
760	"ENSG00000157184.6_2"	"CPT2"	chr1	+	53675686	53676991	53675686	53676922	53678452	53678488
761	"ENSG00000157184.6_2"	"CPT2"	chr1	+	53675686	53677041	53675686	53676991	53678935	53679842
762	"ENSG00000157184.6_2"	"CPT2"	chr1	+	53675686	53676991	53675686	53676922	53678935	53679850
763	"ENSG00000160014.16_1"	"CALM3"	chr19	+	47111453	47111597	47111453	47111584	47111738	47112238
764	"ENSG00000248309.6_2"	"MEF2C-AS1"	chr5	+	88199754	88200020	88199754	88199977	88201025	88201087
765	"ENSG00000089685.14_2"	"BIRC5"	chr17	+	76210760	76210874	76210760	76210870	76212046	76212115
766	"ENSG00000089685.14_2"	"BIRC5"	chr17	+	76212046	76212147	76212046	76212115	76212744	76212862
767	"ENSG00000125454.11_2"	"SLC25A19"	chr17	-	73284468	73284672	73284578	73284672	73282713	73282883
768	"ENSG00000125454.11_2"	"SLC25A19"	chr17	-	73284468	73284672	73284582	73284672	73282713	73282883
769	"ENSG00000125454.11_2"	"SLC25A19"	chr17	-	73284578	73284672	73284582	73284672	73282713	73282883
770	"ENSG00000242110.7_2"	"AMACR"	chr5	-	33994052	33994225	33994182	33994225	33988188	33989607
771	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128083711	128083841	128083711	128083778	128086076	128086202
772	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128083711	128083841	128083711	128083778	128088694	128088868
773	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128094204	128094339	128094204	128094296	128094788	128094908
774	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128109097	128109274	128109097	128109220	128111668	128111798
775	"ENSG00000082213.17_2"	"C5orf22"	chr5	+	31534378	31534524	31534378	31534432	31535850	31536000
776	"ENSG00000164683.16_2"	"HEY1"	chr8	-	80679231	80679327	80679243	80679327	80678885	80678967
777	"ENSG00000145864.12_1"	"GABRB2"	chr5	-	160974894	160975130	160975064	160975130	160973572	160973801
778	"ENSG00000182872.15_2"	"RBM10"	chrX	+	47039278	47039439	47039278	47039436	47039610	47039708
779	"ENSG00000105372.6_2"	"RPS19"	chr19	+	42364324	42364515	42364324	42364359	42364844	42364915
780	"ENSG00000143569.18_2"	"UBAP2L"	chr1	+	154207066	154207235	154207066	154207214	154207671	154207767
781	"ENSG00000143569.18_2"	"UBAP2L"	chr1	+	154207066	154207268	154207066	154207214	154207671	154207767
782	"ENSG00000143569.18_2"	"UBAP2L"	chr1	+	154207066	154207268	154207066	154207235	154207671	154207767
783	"ENSG00000145390.11_1"	"USP53"	chr4	+	120188474	120188637	120188474	120188590	120189422	120189575
784	"ENSG00000233093.5_1"	"LINC00892"	chrX	+	135722932	135723032	135722932	135722999	135724261	135724585
785	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34647653	34647958
786	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647488	34647702	34647488	34647564	34647828	34647958
787	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647653	34647958	34647653	34647702	34648044	34648168
788	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34648111	34648168
789	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647958	34647085	34647255	34648111	34648168
790	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647958	34647085	34647564	34648111	34648168
791	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647488	34647702	34647488	34647564	34648111	34648168
