ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
920	"ENSG00000179222.17_2"	"MAGED1"	chrX	+	51640890	51641289	51640890	51640982	51641209	51641289
923	"ENSG00000143416.20_2"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338038	151338160
924	"ENSG00000143416.20_2"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337714	151338081	151338160
925	"ENSG00000143416.20_2"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338081	151338160
931	"ENSG00000235954.6_2"	"TTC28-AS1"	chr22	+	28393398	28394826	28393398	28393727	28393973	28394826
932	"ENSG00000235954.6_2"	"TTC28-AS1"	chr22	+	28393398	28394826	28393398	28393727	28394591	28394826
939	"ENSG00000115677.16_2"	"HDLBP"	chr2	-	242208368	242208710	242208368	242208520	242208615	242208710
940	"ENSG00000115677.16_2"	"HDLBP"	chr2	-	242208368	242208710	242208368	242208520	242208620	242208710
942	"ENSG00000070756.14_2"	"PABPC1"	chr8	-	101730000	101730508	101730000	101730116	101730314	101730508
943	"ENSG00000070756.14_2"	"PABPC1"	chr8	-	101730000	101730508	101730000	101730116	101730410	101730508
944	"ENSG00000070756.14_2"	"PABPC1"	chr8	-	101730000	101730508	101730000	101730116	101730458	101730508
951	"ENSG00000142186.16_2"	"SCYL1"	chr11	+	65305740	65306175	65305740	65305795	65305912	65306175
952	"ENSG00000142186.16_2"	"SCYL1"	chr11	+	65305740	65306175	65305740	65305795	65305917	65306175
954	"ENSG00000160285.14_1"	"LSS"	chr21	-	47648347	47648738	47648347	47648513	47648645	47648738
958	"ENSG00000152042.13"	"NBPF11"	chr1	-	146035861	146036030	146035861	146035973	146035975	146036030
962	"ENSG00000141503.15_2"	"MINK1"	chr17	+	4792941	4794030	4792941	4793058	4793516	4794030
963	"ENSG00000141503.15_2"	"MINK1"	chr17	+	4792941	4794030	4792941	4793058	4793811	4794030
964	"ENSG00000167524.14_2"	"SGK494"	chr17	-	26938410	26938674	26938410	26938499	26938584	26938674
987	"ENSG00000076258.9_1"	"FMO4"	chr1	+	171310551	171311223	171310551	171310632	171311083	171311223
990	"ENSG00000100033.16_2"	"PRODH"	chr22	-	18907218	18909917	18907218	18907311	18908854	18909917
991	"ENSG00000100033.16_2"	"PRODH"	chr22	-	18908854	18909917	18908854	18908936	18909837	18909917
993	"ENSG00000100033.16_2"	"PRODH"	chr22	-	18923527	18924066	18923527	18923840	18923902	18924066
997	"ENSG00000102977.13_1"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
998	"ENSG00000125149.11_1"	"C16orf70"	chr16	+	67166348	67166814	67166348	67166428	67166719	67166814
999	"ENSG00000135314.12_2"	"KHDC1"	chr6	-	73951039	73951451	73951039	73951246	73951365	73951451
1000	"ENSG00000135314.12_2"	"KHDC1"	chr6	-	73972496	73972907	73972496	73972788	73972818	73972907
1002	"ENSG00000128694.11_1"	"OSGEPL1"	chr2	-	190626145	190626386	190626145	190626251	190626372	190626386
1013	"ENSG00000172932.14_2"	"ANKRD13D"	chr11	+	67066528	67067082	67066528	67066595	67067000	67067082
1015	"ENSG00000143621.16_1"	"ILF2"	chr1	-	153635494	153635752	153635494	153635609	153635690	153635752
1019	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30867892	30869610	30867892	30868015	30869441	30869610
1020	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30867892	30869610	30867892	30868075	30869441	30869610
1021	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30867892	30869610	30867892	30868078	30869441	30869610
1023	"ENSG00000185453.12_2"	"C19orf68"	chr19	+	48697909	48700877	48697909	48699175	48700486	48700877
1024	"ENSG00000163161.12_1"	"ERCC3"	chr2	-	128046912	128047400	128046912	128047077	128047264	128047400
1025	"ENSG00000163161.12_1"	"ERCC3"	chr2	-	128046912	128047400	128046912	128047095	128047264	128047400
1038	"ENSG00000179134.15_2"	"SAMD4B"	chr19	+	39871226	39871425	39871226	39871395	39871397	39871425
1039	"ENSG00000107404.18_2"	"DVL1"	chr1	-	1274666	1275029	1274666	1274819	1274961	1275029
1042	"ENSG00000205189.11_1"	"ZBTB10"	chr8	+	81430637	81430814	81430637	81430673	81430745	81430814
1061	"ENSG00000165801.9_1"	"ARHGEF40"	chr14	+	21556988	21557704	21556988	21557035	21557172	21557704
1062	"ENSG00000156873.15_2"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762538	30762869	30762924
1063	"ENSG00000156873.15_2"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762602	30762869	30762924
1064	"ENSG00000109572.13_2"	"CLCN3"	chr4	+	170618339	170618885	170618339	170618430	170618511	170618885
1065	"ENSG00000182004.12_1"	"SNRPE"	chr1	+	203830730	203831350	203830730	203830871	203831309	203831350
1066	"ENSG00000100823.11_2"	"APEX1"	chr14	+	20923384	20923862	20923384	20923487	20923736	20923862
1067	"ENSG00000100823.11_2"	"APEX1"	chr14	+	20923384	20923862	20923384	20923548	20923736	20923862
1074	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30891129	30892337	30891129	30891282	30892130	30892337
1076	"ENSG00000029534.19_2"	"ANK1"	chr8	-	41529871	41530430	41529871	41529944	41530033	41530430
1077	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50835372	50835426	50835372	50835378	50835380	50835426
1080	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74686564	74686872	74686564	74686679	74686769	74686872
1081	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74686564	74686872	74686564	74686689	74686769	74686872
1082	"ENSG00000140481.14_2"	"CCDC33"	chr15	+	74625019	74625663	74625019	74625186	74625561	74625663
1085	"ENSG00000172794.19_2"	"RAB37"	chr17	+	72740446	72741068	72740446	72740512	72741011	72741068
1089	"ENSG00000204713.10_1"	"TRIM27"	chr6	-	28870778	28872442	28870778	28872050	28872330	28872442
1090	"ENSG00000204713.10_1"	"TRIM27"	chr6	-	28870778	28876617	28870778	28872442	28876584	28876617
1098	"ENSG00000205744.9_2"	"DENND1C"	chr19	-	6475494	6475762	6475494	6475596	6475716	6475762
1108	"ENSG00000245293.2_2"	"RP11-286E11.1"	chr4	-	108814222	108814793	108814222	108814319	108814651	108814793
1109	"ENSG00000255508.7_2"	"RP11-864I4.1"	chr11	-	62340055	62342380	62340055	62340214	62342148	62342380
1113	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128889921	128890381	128889921	128890120	128890288	128890381
1114	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128889921	128890381	128889921	128890123	128890288	128890381
1115	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128889921	128890381	128889921	128890126	128890288	128890381
1117	"ENSG00000099840.13_2"	"IZUMO4"	chr19	+	2097250	2097494	2097250	2097331	2097422	2097494
1129	"ENSG00000146918.19_1"	"NCAPG2"	chr7	-	158447809	158448147	158447809	158447950	158448030	158448147
1139	"ENSG00000166105.15_2"	"GLB1L3"	chr11	+	134162025	134163103	134162025	134162107	134163038	134163103
1143	"ENSG00000113716.12_2"	"HMGXB3"	chr5	+	149403824	149404243	149403824	149403971	149404067	149404243
1150	"ENSG00000113811.10_1"	"SELK"	chr3	-	53919852	53919939	53919852	53919857	53919860	53919939
1157	"ENSG00000132128.16_1"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46745163	46745286
1159	"ENSG00000205593.11_2"	"DENND6B"	chr22	-	50754453	50754904	50754453	50754516	50754798	50754904
1166	"ENSG00000101158.13_2"	"NELFCD"	chr20	+	57563968	57564695	57563968	57564076	57564542	57564695
1170	"ENSG00000101158.13_2"	"NELFCD"	chr20	+	57569696	57570188	57569696	57569879	57569980	57570188
1171	"ENSG00000205702.10_1"	"CYP2D7"	chr22	-	42537271	42537406	42537271	42537377	42537380	42537406
1181	"ENSG00000177595.17_1"	"PIDD1"	chr11	-	801444	802090	801444	801624	801964	802090
1182	"ENSG00000177595.17_1"	"PIDD1"	chr11	-	802681	803647	802681	802891	803173	803647
1190	"ENSG00000144369.12_1"	"FAM171B"	chr2	+	187611818	187611977	187611818	187611964	187611966	187611977
1191	"ENSG00000101557.14_2"	"USP14"	chr18	+	209970	210493	209970	210031	210385	210493
1196	"ENSG00000010327.10_1"	"STAB1"	chr3	+	52554657	52555021	52554657	52554714	52554819	52555021
1206	"ENSG00000104783.11_1"	"KCNN4"	chr19	-	44278343	44278771	44278343	44278501	44278712	44278771
1212	"ENSG00000134107.4_1"	"BHLHE40"	chr3	+	5021646	5022093	5021646	5021716	5021985	5022093
1216	"ENSG00000131899.10_1"	"LLGL1"	chr17	+	18143891	18145313	18143891	18144187	18145198	18145313
1218	"ENSG00000221968.8_2"	"FADS3"	chr11	-	61643830	61644435	61643830	61643927	61644337	61644435
1220	"ENSG00000114062.18_2"	"UBE3A"	chr15	-	25578874	25585375	25578874	25584404	25585231	25585375
1232	"ENSG00000156508.17_2"	"EEF1A1"	chr6	-	74228654	74228951	74228654	74228787	74228850	74228951
1234	"ENSG00000125409.12_2"	"TEKT3"	chr17	-	15234323	15234931	15234323	15234642	15234893	15234931
1237	"ENSG00000089041.16_2"	"P2RX7"	chr12	+	121614949	121615249	121614949	121615015	121615099	121615249
1240	"ENSG00000119707.13_2"	"RBM25"	chr14	+	73566374	73570186	73566374	73566458	73569899	73570186
1254	"ENSG00000197381.15_2"	"ADARB1"	chr21	+	46641932	46646475	46641932	46642022	46645461	46646475
1255	"ENSG00000197381.15_2"	"ADARB1"	chr21	+	46641932	46646475	46641932	46643492	46645461	46646475
1258	"ENSG00000104714.13_2"	"ERICH1"	chr8	-	575674	577238	575674	575968	577002	577238
1261	"ENSG00000183426.16_2"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15029201	15029254
1264	"ENSG00000114859.15_2"	"CLCN2"	chr3	-	184072691	184073317	184072691	184072761	184073161	184073317
1268	"ENSG00000051523.10_2"	"CYBA"	chr16	-	88712523	88713246	88712523	88712605	88713162	88713246
1282	"ENSG00000156671.12_2"	"SAMD8"	chr10	+	76935823	76941881	76935823	76935974	76936145	76941881
1288	"ENSG00000235109.7_2"	"ZSCAN31"	chr6	-	28321638	28321981	28321638	28321729	28321907	28321981
1289	"ENSG00000169660.15_2"	"HEXDC"	chr17	+	80398872	80399142	80398872	80398946	80399028	80399142
1290	"ENSG00000169660.15_2"	"HEXDC"	chr17	+	80398872	80399142	80398872	80398946	80399040	80399142
1291	"ENSG00000169660.15_2"	"HEXDC"	chr17	+	80398872	80399142	80398872	80398951	80399040	80399142
1300	"ENSG00000053524.11_1"	"MCF2L2"	chr3	-	182941885	182946154	182941885	182941978	182946084	182946154
1302	"ENSG00000096093.15_2"	"EFHC1"	chr6	+	52317485	52319085	52317485	52317635	52318859	52319085
1303	"ENSG00000096093.15_2"	"EFHC1"	chr6	+	52317485	52319085	52317485	52317635	52318892	52319085
1305	"ENSG00000105821.14_1"	"DNAJC2"	chr7	-	102962957	102963241	102962957	102963079	102963149	102963241
1306	"ENSG00000170632.13_2"	"ARMC10"	chr7	+	102724128	102724509	102724128	102724277	102724476	102724509
1307	"ENSG00000136068.14_1"	"FLNB"	chr3	+	58154166	58155520	58154166	58154385	58155316	58155520
1308	"ENSG00000175766.11_1"	"EIF4E1B"	chr5	+	176070639	176071440	176070639	176070735	176071376	176071440
1310	"ENSG00000130734.9_1"	"ATG4D"	chr19	+	10655458	10655806	10655458	10655542	10655632	10655806
1316	"ENSG00000161202.17_1"	"DVL3"	chr3	+	183882583	183882994	183882583	183882719	183882900	183882994
1326	"ENSG00000169994.18_2"	"MYO7B"	chr2	+	128391750	128392258	128391750	128391864	128392170	128392258
1330	"ENSG00000100918.12_2"	"REC8"	chr14	+	24647811	24648122	24647811	24647878	24647982	24648122
1332	"ENSG00000066933.15_2"	"MYO9A"	chr15	-	72410020	72410422	72410020	72410224	72410255	72410422
1336	"ENSG00000001630.15_2"	"CYP51A1"	chr7	-	91746357	91746526	91746357	91746406	91746490	91746526
1340	"ENSG00000139112.10_2"	"GABARAPL1"	chr12	+	10366027	10366786	10366027	10366313	10366672	10366786
1341	"ENSG00000139112.10_2"	"GABARAPL1"	chr12	+	10366434	10366786	10366434	10366573	10366672	10366786
1345	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145649597	145650202	145649597	145649651	145650100	145650202
1346	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145650328	145651155
1347	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145651065	145651155
1348	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145650328	145651155	145650328	145650383	145651065	145651155
1349	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145650328	145651155	145650328	145650434	145651065	145651155
1351	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145651562	145651591
1353	"ENSG00000160948.13_2"	"VPS28"	chr8	-	145651408	145652366	145651408	145651446	145652291	145652366
1356	"ENSG00000160613.12_2"	"PCSK7"	chr11	-	117093923	117094932	117093923	117094024	117094793	117094932
1359	"ENSG00000205581.10_1"	"HMGN1"	chr21	-	40720347	40720503	40720347	40720377	40720470	40720503
1365	"ENSG00000179532.12_2"	"DNHD1"	chr11	+	6569092	6569632	6569092	6569270	6569439	6569632
1366	"ENSG00000179532.12_2"	"DNHD1"	chr11	+	6577912	6579923	6577912	6579527	6579714	6579923
1374	"ENSG00000116350.16_2"	"SRSF4"	chr1	-	29485885	29487029	29485885	29485998	29486886	29487029
1377	"ENSG00000111364.15_1"	"DDX55"	chr12	+	124091978	124092209	124091978	124092070	124092146	124092209
1378	"ENSG00000111364.15_1"	"DDX55"	chr12	+	124091978	124092209	124091978	124092070	124092150	124092209
1379	"ENSG00000111364.15_1"	"DDX55"	chr12	+	124091978	124093376	124091978	124092209	124093226	124093376
1383	"ENSG00000197756.9_1"	"RPL37A"	chr2	+	217364671	217366190	217364671	217364754	217366063	217366190
1384	"ENSG00000198270.12_2"	"TMEM116"	chr12	-	112371689	112374634	112371689	112371834	112374495	112374634
1385	"ENSG00000198270.12_2"	"TMEM116"	chr12	-	112371689	112374634	112371689	112371834	112374545	112374634
1386	"ENSG00000099624.7_2"	"ATP5D"	chr19	+	1244313	1244824	1244313	1244439	1244735	1244824
1387	"ENSG00000167522.14_2"	"ANKRD11"	chr16	-	89353070	89355078	89353070	89353521	89354935	89355078
1388	"ENSG00000166169.16_2"	"POLL"	chr10	-	103344358	103344676	103344358	103344477	103344634	103344676
1389	"ENSG00000166436.15_1"	"TRIM66"	chr11	-	8645905	8646775	8645905	8646001	8646255	8646775
1390	"ENSG00000166436.15_1"	"TRIM66"	chr11	-	8645905	8646775	8645905	8646098	8646259	8646775
1391	"ENSG00000005156.11_2"	"LIG3"	chr17	+	33325622	33326468	33325622	33325746	33326325	33326468
1392	"ENSG00000174080.10_1"	"CTSF"	chr11	-	66331558	66332119	66331558	66331617	66332028	66332119
1395	"ENSG00000175832.12_2"	"ETV4"	chr17	-	41622641	41623036	41622641	41622735	41622925	41623036
1402	"ENSG00000039523.18_2"	"FAM65A"	chr16	+	67579851	67580134	67579851	67579935	67580043	67580134
1403	"ENSG00000100360.14_2"	"IFT27"	chr22	-	37154254	37160080	37154254	37154453	37159962	37160080
1406	"ENSG00000106397.11_1"	"PLOD3"	chr7	-	100856122	100856485	100856122	100856224	100856387	100856485
1410	"ENSG00000111602.11_1"	"TIMELESS"	chr12	-	56814746	56815593	56814746	56814918	56815510	56815593
1413	"ENSG00000090097.20_2"	"PCBP4"	chr3	-	51994541	51994914	51994541	51994653	51994881	51994914
1414	"ENSG00000090097.20_2"	"PCBP4"	chr3	-	51994541	51994914	51994541	51994658	51994881	51994914
1417	"ENSG00000113240.12_1"	"CLK4"	chr5	-	178043882	178045779	178043882	178043949	178044344	178045779
1418	"ENSG00000113240.12_1"	"CLK4"	chr5	-	178043882	178045779	178043882	178043949	178045556	178045779
1419	"ENSG00000113240.12_1"	"CLK4"	chr5	-	178044344	178045779	178044344	178044435	178045556	178045779
1423	"ENSG00000196353.11_2"	"CPNE4"	chr3	-	131753410	131754286	131753410	131753642	131754178	131754286
1435	"ENSG00000103005.11_1"	"USB1"	chr16	+	58036382	58036549	58036382	58036403	58036519	58036549
1436	"ENSG00000135596.17_2"	"MICAL1"	chr6	-	109767338	109767975	109767338	109767560	109767898	109767975
1437	"ENSG00000135596.17_2"	"MICAL1"	chr6	-	109767338	109767975	109767338	109767615	109767898	109767975
1438	"ENSG00000135596.17_2"	"MICAL1"	chr6	-	109772802	109773604	109772802	109772903	109773448	109773604
1439	"ENSG00000106346.11_1"	"USP42"	chr7	+	6178722	6179826	6178722	6178825	6179758	6179826
1454	"ENSG00000111653.19_1"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6762101	6762216
1455	"ENSG00000111653.19_1"	"ING4"	chr12	-	6761827	6762216	6761827	6761936	6762101	6762216
1456	"ENSG00000111653.19_1"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6762110	6762216
1457	"ENSG00000111653.19_1"	"ING4"	chr12	-	6761827	6762216	6761827	6761936	6762110	6762216
1459	"ENSG00000142185.16_2"	"TRPM2"	chr21	+	45811154	45811508	45811154	45811325	45811385	45811508
1460	"ENSG00000197121.14_1"	"PGAP1"	chr2	-	197711726	197712761	197711726	197711924	197712670	197712761
1464	"ENSG00000139613.11_2"	"SMARCC2"	chr12	-	56558086	56558515	56558086	56558152	56558431	56558515
1472	"ENSG00000183258.11_2"	"DDX41"	chr5	-	176939496	176939877	176939496	176939646	176939780	176939877
1473	"ENSG00000183258.11_2"	"DDX41"	chr5	-	176940353	176940848	176940353	176940485	176940685	176940848
1477	"ENSG00000163931.15_1"	"TKT"	chr3	-	53268998	53269190	53268998	53269132	53269164	53269190
1479	"ENSG00000196576.14_1"	"PLXNB2"	chr22	-	50716281	50716442	50716281	50716388	50716389	50716442
1480	"ENSG00000196576.14_1"	"PLXNB2"	chr22	-	50716281	50716442	50716281	50716393	50716395	50716442
1487	"ENSG00000184489.11_2"	"PTP4A3"	chr8	+	142431487	142432445	142431487	142431710	142432280	142432445
1490	"ENSG00000133226.16_2"	"SRRM1"	chr1	+	24996610	24996806	24996610	24996764	24996766	24996806
1492	"ENSG00000214941.7_2"	"ZSWIM7"	chr17	-	15879873	15881477	15879873	15880406	15881357	15881477
1493	"ENSG00000214941.7_2"	"ZSWIM7"	chr17	-	15881040	15881477	15881040	15881227	15881357	15881477
1497	"ENSG00000076382.16_2"	"SPAG5"	chr17	-	26905235	26905546	26905235	26905310	26905390	26905546
1498	"ENSG00000076382.16_2"	"SPAG5"	chr17	-	26906158	26906503	26906158	26906270	26906382	26906503
1504	"ENSG00000198951.11_1"	"NAGA"	chr22	-	42466285	42466834	42466285	42466370	42466766	42466834
1512	"ENSG00000158864.12_1"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
1518	"ENSG00000143224.17_1"	"PPOX"	chr1	+	161140696	161140971	161140696	161140739	161140823	161140971
1528	"ENSG00000196338.12_2"	"NLGN3"	chrX	+	70386860	70387650	70386860	70387249	70387250	70387650
1535	"ENSG00000186148.12_2"	"AC013271.3"	chr2	+	110704940	110705422	110704940	110705030	110705209	110705422
1546	"ENSG00000154134.14_1"	"ROBO3"	chr11	+	124747414	124748027	124747414	124747554	124747832	124748027
1547	"ENSG00000154134.14_1"	"ROBO3"	chr11	+	124747414	124748027	124747414	124747648	124747832	124748027
1564	"ENSG00000196378.11_1"	"ZNF34"	chr8	-	146003422	146003910	146003422	146003549	146003823	146003910
1565	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5398019	5401042	5398019	5398142	5400967	5401042
1566	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951077	240954155	240954277
1567	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951113	240954155	240954277
1568	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951113	240954185	240954277
1573	"ENSG00000145020.15_2"	"AMT"	chr3	-	49454210	49455151	49454210	49454800	49455047	49455151
1574	"ENSG00000145020.15_2"	"AMT"	chr3	-	49454226	49455151	49454226	49454790	49455047	49455151
1575	"ENSG00000145020.15_2"	"AMT"	chr3	-	49454254	49455151	49454254	49454742	49455047	49455151
1578	"ENSG00000145020.15_2"	"AMT"	chr3	-	49456403	49457775	49456403	49456838	49457142	49457775
1580	"ENSG00000145020.15_2"	"AMT"	chr3	-	49457142	49457775	49457142	49457221	49457643	49457775
1582	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459536	49459884	49459536	49459704	49459793	49459884
1583	"ENSG00000145020.15_2"	"AMT"	chr3	-	49459536	49459896	49459536	49459690	49459793	49459896
1585	"ENSG00000160460.15_2"	"SPTBN4"	chr19	+	41055094	41055319	41055094	41055304	41055305	41055319
1596	"ENSG00000184863.10_2"	"RBM33"	chr7	+	155530753	155532720	155530753	155531097	155532408	155532720
1603	"ENSG00000102225.15_2"	"CDK16"	chrX	+	47082950	47083158	47082950	47083003	47083147	47083158
1604	"ENSG00000102225.15_2"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
1605	"ENSG00000102225.15_2"	"CDK16"	chrX	+	47086392	47086622	47086392	47086498	47086558	47086622
1606	"ENSG00000102225.15_2"	"CDK16"	chrX	+	47086392	47086622	47086392	47086498	47086579	47086622
1607	"ENSG00000102225.15_2"	"CDK16"	chrX	+	47087965	47088389	47087965	47088043	47088129	47088389
1613	"ENSG00000179057.13_1"	"IGSF22"	chr11	-	18731873	18732375	18731873	18732002	18732201	18732375
1618	"ENSG00000168763.15_1"	"CNNM3"	chr2	+	97493467	97494871	97493467	97493637	97494732	97494871
1621	"ENSG00000164414.16_2"	"SLC35A1"	chr6	+	88218137	88218314	88218137	88218155	88218156	88218314
1630	"ENSG00000172354.9_2"	"GNB2"	chr7	+	100274315	100275038	100274315	100274422	100274974	100275038
1641	"ENSG00000140983.13_2"	"RHOT2"	chr16	+	718352	718699	718352	718569	718655	718699
1643	"ENSG00000140983.13_2"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
1646	"ENSG00000140983.13_2"	"RHOT2"	chr16	+	720122	720357	720122	720175	720248	720357
1647	"ENSG00000140983.13_2"	"RHOT2"	chr16	+	720122	720357	720122	720175	720265	720357
1662	"ENSG00000163568.14_2"	"AIM2"	chr1	-	159035699	159036119	159035699	159035784	159036001	159036119
1666	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179280196	179280437	179280196	179280276	179280377	179280437
1673	"ENSG00000155975.9_1"	"VPS37A"	chr8	+	17137747	17137952	17137747	17137806	17137883	17137952
1682	"ENSG00000010322.15_1"	"NISCH"	chr3	+	52511589	52512298	52511589	52511658	52512112	52512298
1684	"ENSG00000124126.13_2"	"PREX1"	chr20	-	47248814	47249177	47248814	47248929	47249033	47249177
1690	"ENSG00000084453.16_2"	"SLCO1A2"	chr12	-	21446878	21448726	21446878	21447044	21448530	21448726
1694	"ENSG00000161847.13_2"	"RAVER1"	chr19	-	10431330	10431627	10431330	10431439	10431533	10431627
1695	"ENSG00000161847.13_2"	"RAVER1"	chr19	-	10431330	10431627	10431330	10431458	10431533	10431627
1718	"ENSG00000198874.12_1"	"TYW1"	chr7	+	66532271	66532390	66532271	66532321	66532322	66532390
1721	"ENSG00000013441.15_1"	"CLK1"	chr2	-	201721613	201722607	201721613	201721708	201722440	201722607
1722	"ENSG00000013441.15_1"	"CLK1"	chr2	-	201724402	201726189	201724402	201724469	201725960	201726189
1723	"ENSG00000013441.15_1"	"CLK1"	chr2	-	201724402	201726189	201724402	201724470	201725960	201726189
1724	"ENSG00000164066.12_1"	"INTU"	chr4	+	128606596	128609022	128606596	128606724	128608895	128609022
1733	"ENSG00000185963.13_1"	"BICD2"	chr9	-	95473644	95477745	95473644	95475743	95477534	95477745
1743	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44097380	44097879	44097380	44097458	44097727	44097879
1751	"ENSG00000099797.12_2"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674582	14674715
1752	"ENSG00000099797.12_2"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674611	14674715
1753	"ENSG00000099797.12_2"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674646	14674715
1754	"ENSG00000099797.12_2"	"TECR"	chr19	+	14674793	14675099	14674793	14674909	14674993	14675099
1755	"ENSG00000099797.12_2"	"TECR"	chr19	+	14675597	14675804	14675597	14675670	14675760	14675804
1760	"ENSG00000283633.1_1"	"AC005301.9"	chr22	+	17094966	17096001	17094966	17095068	17095588	17096001
1763	"ENSG00000076043.9_2"	"REXO2"	chr11	+	114314876	114315374	114314876	114314934	114315262	114315374
1764	"ENSG00000006712.14_2"	"PAF1"	chr19	-	39880119	39880401	39880119	39880186	39880279	39880401
1769	"ENSG00000167380.16_1"	"ZNF226"	chr19	+	44669740	44669960	44669740	44669766	44669909	44669960
1770	"ENSG00000223705.9_1"	"NSUN5P1"	chr7	+	75042066	75044301	75042066	75042210	75044162	75044301
1779	"ENSG00000076864.19_2"	"RAP1GAP"	chr1	-	21925986	21926110	21925986	21926068	21926073	21926110
1780	"ENSG00000076864.19_2"	"RAP1GAP"	chr1	-	21929296	21930405	21929296	21929406	21930150	21930405
1781	"ENSG00000076864.19_2"	"RAP1GAP"	chr1	-	21929296	21930405	21929296	21929406	21930327	21930405
1788	"ENSG00000103168.16_2"	"TAF1C"	chr16	-	84214933	84215269	84214933	84215069	84215197	84215269
1789	"ENSG00000103168.16_2"	"TAF1C"	chr16	-	84215351	84215664	84215351	84215469	84215547	84215664
1793	"ENSG00000187017.15_2"	"ESPN"	chr1	+	6508700	6509151	6508700	6508862	6508952	6509151
1795	"ENSG00000071889.16_2"	"FAM3A"	chrX	-	153744083	153744566	153744083	153744136	153744233	153744566
1796	"ENSG00000120784.15_2"	"ZFP30"	chr19	-	38123388	38127206	38123388	38123821	38124545	38127206
1806	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52021003	52021212	52021003	52021077	52021162	52021212
1808	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52020430	52021640	52020430	52021469	52021571	52021640
1812	"ENSG00000102316.16_1"	"MAGED2"	chrX	+	54837253	54837562	54837253	54837337	54837478	54837562
1817	"ENSG00000126107.14_1"	"HECTD3"	chr1	-	45471465	45471788	45471465	45471555	45471668	45471788
1821	"ENSG00000165359.14_2"	"INTS6L"	chrX	+	134703261	134706958	134703261	134703356	134706739	134706958
1826	"ENSG00000105618.13_2"	"PRPF31"	chr19	+	54632431	54632745	54632431	54632560	54632646	54632745
1835	"ENSG00000143889.15_2"	"HNRNPLL"	chr2	-	38829579	38830178	38829579	38829742	38829998	38830178
1842	"ENSG00000204427.11_2"	"ABHD16A"	chr6	-	31656499	31656896	31656499	31656563	31656791	31656896
1844	"ENSG00000077454.15_2"	"LRCH4"	chr7	-	100174316	100174628	100174316	100174400	100174524	100174628
1845	"ENSG00000077454.15_2"	"LRCH4"	chr7	-	100174708	100175012	100174708	100174777	100174895	100175012
1855	"ENSG00000132275.10_1"	"RRP8"	chr11	-	6622155	6622832	6622155	6622285	6622378	6622832
1856	"ENSG00000244687.11_2"	"UBE2V1"	chr20	-	48713019	48713357	48713019	48713071	48713208	48713357
1861	"ENSG00000159899.14_1"	"NPR2"	chr9	+	35808505	35808850	35808505	35808680	35808751	35808850
1862	"ENSG00000170485.16_2"	"NPAS2"	chr2	+	101598692	101604738	101598692	101598839	101604540	101604738
