ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2603	"ENSG00000171877.20_2"	"FRMD5"	chr15	-	44198025	44198149	44202079	44202177	44194372	44194460	44211656	44211700
2604	"ENSG00000137210.13_2"	"TMEM14B"	chr6	+	10749434	10749501	10751365	10751467	10747991	10748114	10755374	10755465
2605	"ENSG00000137210.13_2"	"TMEM14B"	chr6	+	10749854	10749931	10751365	10751467	10748005	10748114	10755374	10755465
2606	"ENSG00000137210.13_2"	"TMEM14B"	chr6	+	10749854	10749931	10755374	10755465	10748005	10748114	10756699	10757191
2608	"ENSG00000137210.13_2"	"TMEM14B"	chr6	+	10749854	10749931	10770309	10770437	10749434	10749501	10829239	10829398
2609	"ENSG00000137210.13_2"	"TMEM14B"	chr6	+	10751365	10751467	10755374	10755465	10747991	10748114	10756699	10757204
2610	"ENSG00000163214.20_2"	"DHX57"	chr2	-	39029856	39030057	39033700	39033835	39024870	39025584	39040962	39041037
2611	"ENSG00000163214.20_2"	"DHX57"	chr2	-	39053657	39053831	39055481	39055578	39052988	39053189	39064972	39065089
2612	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71413631	71413840	71428942	71429048	71374121	71374720	71434914	71434960
2613	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71435737	71435827	71443658	71445365	71434914	71434960	71455283	71455416
2614	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71443658	71445365	71455283	71455416	71435737	71435827	71462457	71462560
2615	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71455283	71455416	71462457	71462560	71443658	71445365	71476350	71476441
2616	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71455283	71455416	71462457	71462642	71443658	71445365	71476350	71476441
2618	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71455283	71455416	71476350	71476441	71443658	71445365	71479716	71479919
2619	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71462457	71462560	71476350	71476441	71443658	71445365	71479716	71479919
2620	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71462457	71462642	71476350	71476441	71443658	71445365	71479716	71479919
2621	"ENSG00000174099.10_2"	"MSRB3"	chr12	+	65702308	65702435	65720605	65720714	65672422	65672645	65762777	65762806
2622	"ENSG00000230006.7_1"	"ANKRD36BP2"	chr2	+	89087958	89088031	89091937	89092011	89087834	89087863	89100615	89100822
2623	"ENSG00000147421.17_2"	"HMBOX1"	chr8	+	28837587	28837673	28866588	28866699	28827559	28828036	28876276	28876430
2624	"ENSG00000034693.14_2"	"PEX3"	chr6	+	143793296	143793465	143795922	143795993	143792693	143792748	143800212	143800335
2625	"ENSG00000106536.19_1"	"POU6F2"	chr7	+	39246990	39247219	39379240	39379614	39125364	39125631	39472675	39472882
2626	"ENSG00000106536.19_1"	"POU6F2"	chr7	+	39246990	39247219	39379240	39379614	39125459	39125631	39446198	39446339
2627	"ENSG00000106536.19_1"	"POU6F2"	chr7	+	39379240	39379614	39446198	39446339	39246990	39247219	39472675	39472882
2628	"ENSG00000106536.19_1"	"POU6F2"	chr7	+	39379240	39379614	39472675	39472882	39246990	39247219	39491131	39491300
2629	"ENSG00000106536.19_1"	"POU6F2"	chr7	+	39472675	39472882	39491131	39491300	39379240	39379614	39500145	39500314
2631	"ENSG00000080503.21_2"	"SMARCA2"	chr9	+	2028986	2029247	2032951	2033081	2015970	2016143	2039465	2039900
2632	"ENSG00000080503.21_2"	"SMARCA2"	chr9	+	2028986	2029247	2032951	2033081	2017086	2017207	2039465	2039689
2633	"ENSG00000080503.21_2"	"SMARCA2"	chr9	+	2028986	2029247	2032951	2033081	2017487	2017799	2039465	2039900
2635	"ENSG00000241399.6_2"	"CD302"	chr2	-	160634448	160634475	160636515	160636689	160625140	160628564	160637392	160637509
2636	"ENSG00000019485.12_2"	"PRDM11"	chr11	+	45226261	45226329	45241120	45241308	45204411	45204674	45245767	45246394
2637	"ENSG00000019485.12_2"	"PRDM11"	chr11	+	45226261	45226329	45241120	45241308	45204467	45204674	45247545	45247734
2641	"ENSG00000026652.13_2"	"AGPAT4"	chr6	-	161574377	161574531	161587279	161587449	161570218	161570321	161653067	161653334
2642	"ENSG00000026652.13_2"	"AGPAT4"	chr6	-	161575180	161575342	161587279	161587449	161574377	161574531	161653067	161653334
2644	"ENSG00000156787.16_2"	"TBC1D31"	chr8	+	124096401	124096580	124105830	124105982	124094941	124095057	124109521	124109623
2645	"ENSG00000156787.16_2"	"TBC1D31"	chr8	+	124105830	124105982	124109521	124109681	124096401	124096580	124113046	124113247
2646	"ENSG00000169228.13_2"	"RAB24"	chr5	-	176729397	176729497	176729752	176729831	176729128	176729179	176730009	176730078
2647	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65894870	65895004	65904121	65904289	65892935	65893027	65915057	65915223
2648	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65932668	65932706	65941245	65941314	65915057	65915223	65943995	65944083
2649	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65950081	65950140	65952935	65953025	65946527	65946586	65954924	65955046
2650	"ENSG00000103269.13_1"	"RHBDL1"	chr16	+	726335	726497	726671	726896	725665	725829	726970	727119
2651	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61709514	61709674	61710091	61710226	61708319	61708416	61711071	61711240
2652	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61720049	61720188	61721028	61721226	61719701	61719883	61722589	61722748
2653	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61724013	61724142	61725807	61725927	61722589	61722748	61725999	61726048
2654	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61725999	61726048	61726847	61727029	61724128	61724142	61749745	61749818
2655	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61729130	61729175	61729383	61729445	61726847	61727029	61749745	61749818
2656	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61752626	61753656	61760906	61761038	61749745	61749818	61764696	61765366
2657	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61753554	61753656	61760906	61761038	61749745	61749818	61764696	61764722
2658	"ENSG00000082898.16_1"	"XPO1"	chr2	-	61760906	61761038	61764696	61764722	61753554	61753656	61765626	61765761
2661	"ENSG00000139974.15_2"	"SLC38A6"	chr14	+	61504342	61504401	61509864	61509930	61497162	61497241	61510167	61510221
2663	"ENSG00000139974.15_2"	"SLC38A6"	chr14	+	61519066	61519703	61540565	61540659	61518758	61518853	61545547	61545645
2664	"ENSG00000100038.19_2"	"TOP3B"	chr22	-	22324581	22324778	22325351	22325433	22322990	22323147	22326248	22326323
2666	"ENSG00000104859.14_2"	"CLASRP"	chr19	+	45571272	45571316	45571677	45571738	45570594	45570852	45572323	45572382
2667	"ENSG00000163563.7_2"	"MNDA"	chr1	+	158813744	158813912	158815376	158815793	158813068	158813205	158817517	158817706
2668	"ENSG00000244026.6_1"	"FAM86DP"	chr3	-	75476925	75477059	75478286	75478388	75475600	75475750	75479982	75480065
2671	"ENSG00000079102.16_2"	"RUNX1T1"	chr8	-	92992004	92992159	93074773	93074855	92988132	92988201	93088192	93088365
2673	"ENSG00000129103.17_2"	"SUMF2"	chr7	+	56136174	56136331	56144526	56144582	56131694	56132071	56145794	56145879
2674	"ENSG00000129103.17_2"	"SUMF2"	chr7	+	56140689	56140804	56144526	56144582	56131916	56132071	56145794	56145879
2676	"ENSG00000129103.17_2"	"SUMF2"	chr7	+	56140689	56140804	56144526	56144582	56136174	56136340	56145794	56145879
2679	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33673045	33673241	33679187	33679334	33668846	33670610	33700214	33700493
2680	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33679187	33679334	33700214	33700493	33673045	33673241	33712070	33712234
2681	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33700214	33700493	33712070	33712234	33679187	33679334	33733631	33733787
2682	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33712070	33712234	33733631	33733787	33679187	33679334	33777904	33778030
2683	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33712070	33712234	33733631	33733787	33700214	33700493	33777904	33778030
2685	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33733631	33733787	33777904	33778030	33712070	33712234	33828146	33828251
2686	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33777904	33778030	33780177	33780290	33733631	33733787	33828146	33828251
2687	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33780177	33780290	33828146	33828251	33733631	33733787	33960833	33961005
2688	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33780177	33780290	33828146	33828251	33777904	33778030	33960833	33961005
2689	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33828146	33828251	33960833	33961005	33780177	33780290	34000420	34000544
2690	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33960833	33961005	34000420	34000544	33828146	33828251	34022227	34022310
2691	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34000420	34000544	34022227	34022310	33960833	33961005	34046352	34046654
2692	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34022227	34022310	34046352	34046654	33960833	33961005	34157357	34157545
2693	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34022227	34022310	34046352	34046654	34000420	34000544	34157357	34157545
2694	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34046352	34046654	34157357	34157545	34022227	34022310	34252727	34252790
2695	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34046352	34046654	34157357	34157545	34022227	34022310	34315982	34316402
2696	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34157357	34157545	34252727	34252790	34046353	34046654	34318608	34318829
2697	"ENSG00000138675.16_2"	"FGF5"	chr4	+	81196062	81196166	81222436	81222483	81188095	81188333	81256897	81257033
2698	"ENSG00000105771.13_2"	"SMG9"	chr19	-	44243824	44244370	44248923	44249036	44242273	44242369	44251593	44251691
2699	"ENSG00000105771.13_2"	"SMG9"	chr19	-	44244258	44244370	44248923	44249036	44242001	44242369	44251593	44251691
2700	"ENSG00000105771.13_2"	"SMG9"	chr19	-	44248923	44249036	44254743	44254899	44244258	44244370	44258805	44259019
2701	"ENSG00000130638.15_2"	"ATXN10"	chr22	+	46088875	46088958	46096161	46096258	46085591	46085783	46098568	46098727
2702	"ENSG00000130638.15_2"	"ATXN10"	chr22	+	46088875	46088958	46125304	46125470	46085591	46085783	46134610	46134719
2704	"ENSG00000172731.13_1"	"LRRC20"	chr10	-	72083618	72083786	72136207	72136352	72058731	72061264	72142304	72142382
2705	"ENSG00000101236.16_1"	"RNF24"	chr20	-	3925823	3925865	3928883	3928926	3915640	3915720	3944521	3944671
2706	"ENSG00000101236.16_1"	"RNF24"	chr20	-	3928883	3928926	3944521	3944671	3925823	3925865	3996083	3996229
2708	"ENSG00000161381.13_2"	"PLXDC1"	chr17	-	37235356	37235417	37239711	37239793	37234165	37234301	37243859	37243955
2709	"ENSG00000161381.13_2"	"PLXDC1"	chr17	-	37235356	37235781	37239711	37239793	37234165	37234301	37243859	37243955
2710	"ENSG00000161381.13_2"	"PLXDC1"	chr17	-	37239711	37239793	37243859	37243955	37235356	37235417	37262106	37262206
2712	"ENSG00000161381.13_2"	"PLXDC1"	chr17	-	37243859	37243955	37262106	37262206	37239711	37239793	37263659	37263740
2714	"ENSG00000158865.12_1"	"SLC5A11"	chr16	+	24870507	24870616	24873303	24873395	24869940	24870099	24873921	24873993
2715	"ENSG00000158865.12_1"	"SLC5A11"	chr16	+	24883480	24883540	24886947	24887052	24881221	24881326	24888578	24888684
2716	"ENSG00000158865.12_1"	"SLC5A11"	chr16	+	24895371	24895452	24902189	24902395	24888578	24888684	24909294	24909430
2719	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76637600	76637711	76670022	76670075	76579163	76579311	76687332	76687385
2721	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76696686	76696768	76701582	76701618	76687332	76687385	76709806	76709865
2722	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76701582	76701618	76709806	76709865	76687332	76687385	76722373	76722419
2723	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76701582	76701618	76726059	76726161	76687332	76687385	76727718	76727733
2724	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76701582	76701618	76709806	76709865	76696686	76696768	76722373	76722419
2725	"ENSG00000078124.11_2"	"ACER3"	chr11	+	76709806	76709865	76726059	76726161	76687332	76687385	76727718	76727733
2726	"ENSG00000156475.18_2"	"PPP2R2B"	chr5	-	146080607	146080705	146257564	146257758	146077541	146077707	146460621	146460699
2727	"ENSG00000156475.18_2"	"PPP2R2B"	chr5	-	146080607	146080705	146414731	146414803	146077640	146077707	146420279	146420368
2730	"ENSG00000167130.17_2"	"DOLPP1"	chr9	+	131847485	131847585	131847796	131847895	131846946	131847047	131848987	131849077
2731	"ENSG00000132478.9_2"	"UNK"	chr17	+	73811249	73811334	73812850	73812993	73809841	73809959	73813406	73813607
2732	"ENSG00000132478.9_2"	"UNK"	chr17	+	73814183	73814249	73814722	73814897	73813406	73813607	73815764	73815866
2733	"ENSG00000124222.22_2"	"STX16"	chr20	+	57227128	57227143	57234678	57234690	57226327	57226470	57242545	57242653
2734	"ENSG00000124222.22_2"	"STX16"	chr20	+	57227128	57227143	57234678	57234690	57226368	57226462	57242545	57242653
2736	"ENSG00000162341.16_2"	"TPCN2"	chr11	+	68822188	68822265	68822642	68822820	68821500	68821565	68825045	68825162
2737	"ENSG00000162341.16_2"	"TPCN2"	chr11	+	68831362	68831435	68834970	68835073	68830351	68830458	68837897	68837963
2738	"ENSG00000108953.16_1"	"YWHAE"	chr17	-	1257504	1257641	1264385	1264592	1247565	1248793	1265195	1265302
2739	"ENSG00000108953.16_1"	"YWHAE"	chr17	-	1264385	1264592	1265195	1265302	1257504	1257641	1268152	1268352
2741	"ENSG00000108953.16_1"	"YWHAE"	chr17	-	1265195	1265302	1268152	1268352	1264385	1264592	1303340	1303672
2742	"ENSG00000151229.12_2"	"SLC2A13"	chr12	-	40223904	40224030	40265599	40265763	40158538	40158660	40345058	40345167
2743	"ENSG00000151229.12_2"	"SLC2A13"	chr12	-	40265599	40265763	40345058	40345167	40158538	40158660	40422102	40422311
2744	"ENSG00000151229.12_2"	"SLC2A13"	chr12	-	40345058	40345167	40422102	40422311	40265599	40265763	40441852	40442012
2745	"ENSG00000151229.12_2"	"SLC2A13"	chr12	-	40422102	40422311	40441852	40442012	40343291	40345167	40499054	40499891
2746	"ENSG00000020256.19_2"	"ZFP64"	chr20	-	50713911	50713974	50714976	50715126	50704930	50705182	50776661	50776913
2747	"ENSG00000020256.19_2"	"ZFP64"	chr20	-	50714976	50715126	50776661	50776913	50713911	50713974	50781233	50781296
2748	"ENSG00000104915.14_2"	"STX10"	chr19	-	13256101	13256209	13259842	13259905	13255577	13255684	13260312	13260407
2749	"ENSG00000086758.15_2"	"HUWE1"	chrX	-	53570846	53570929	53571520	53571723	53569403	53569500	53571989	53572122
2750	"ENSG00000086758.15_2"	"HUWE1"	chrX	-	53631549	53631795	53634483	53634660	53630328	53630462	53635812	53635870
2751	"ENSG00000086758.15_2"	"HUWE1"	chrX	-	53707001	53707139	53713214	53713313	53681006	53681075	53713532	53713584
2752	"ENSG00000111450.13_2"	"STX2"	chr12	-	131306233	131306333	131311737	131311812	131297501	131297576	131323614	131323739
2753	"ENSG00000161509.13_1"	"GRIN2C"	chr17	-	72843446	72843676	72843990	72844116	72842898	72843059	72845918	72846072
2754	"ENSG00000031823.14_2"	"RANBP3"	chr19	-	5927978	5928098	5931414	5931542	5925644	5925748	5932462	5932555
2763	"ENSG00000138119.16_1"	"MYOF"	chr10	-	95169329	95169496	95185827	95185915	95168543	95168672	95191164	95191273
2764	"ENSG00000125122.15_2"	"LRRC29"	chr16	-	67241775	67241993	67243950	67244225	67241041	67241676	67257728	67257830
2765	"ENSG00000125122.15_2"	"LRRC29"	chr16	-	67241775	67241993	67243950	67244976	67241501	67241676	67257728	67257830
2766	"ENSG00000125122.15_2"	"LRRC29"	chr16	-	67241775	67241993	67243950	67244927	67241507	67241676	67257728	67257830
2767	"ENSG00000125122.15_2"	"LRRC29"	chr16	-	67241775	67241993	67243950	67244251	67241550	67241676	67257728	67257830
2769	"ENSG00000126581.12_2"	"BECN1"	chr17	-	40971565	40971627	40972791	40972859	40970804	40970895	40975765	40975897
2770	"ENSG00000079432.7_2"	"CIC"	chr19	+	42791961	42792127	42793039	42793242	42791696	42791879	42793332	42793558
2771	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21751372	21751462	21761108	21761243	21750290	21750417	21776088	21776164
2772	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21752339	21752447	21757976	21758159	21751372	21751462	21759701	21759799
2773	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21752339	21752447	21776088	21776164	21751372	21751462	21805005	21805162
2774	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21757976	21758159	21759701	21759799	21751372	21751462	21761108	21761243
2775	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21759701	21759799	21776088	21776164	21751372	21751462	21805005	21805162
2777	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21759701	21759799	21761108	21761243	21757976	21758159	21776088	21776164
2778	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21759701	21759799	21776088	21776164	21757976	21758159	21805005	21805162
2779	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21761108	21761243	21776088	21776164	21750290	21750417	21805005	21805162
2780	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21761108	21761243	21776088	21776164	21757976	21758159	21805005	21805162
2781	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21761108	21761243	21776088	21776164	21759701	21759799	21805005	21805162
2782	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21761108	21761243	21805005	21805162	21759701	21759799	21819183	21819346
2783	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21776088	21776164	21819183	21819346	21747292	21747409	21851585	21852196
2784	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21776088	21776164	21805005	21805162	21752339	21752447	21819183	21819346
2785	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21776088	21776164	21805005	21805162	21759701	21759799	21819183	21819346
2786	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21776088	21776164	21805005	21805162	21761108	21761243	21819183	21819346
2787	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21776088	21776164	21819183	21819346	21761108	21761243	21851585	21852196
2788	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21805005	21805162	21819183	21819346	21761108	21761243	21851585	21852196
2789	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21805005	21805162	21819183	21819346	21776088	21776164	21851585	21851649
2791	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21914208	21914294	21921510	21921622	21912905	21913050	21946855	21946930
2792	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21914208	21914294	21921510	21921622	21912905	21913050	21948330	21948336
2794	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21921510	21921622	21948250	21948336	21914208	21914294	21957376	21957499
2795	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21921510	21921622	21948330	21948336	21914208	21914294	21957376	21957499
2796	"ENSG00000101846.6_1"	"STS"	chrX	+	7223086	7223224	7243379	7243539	7193991	7194128	7252026	7252148
2797	"ENSG00000101846.6_1"	"STS"	chrX	+	7243379	7243539	7252026	7252148	7223086	7223224	7267928	7272851
2799	"ENSG00000008513.14_2"	"ST3GAL1"	chr8	-	134487961	134488843	134511377	134511432	134478136	134478333	134583935	134584168
2800	"ENSG00000008513.14_2"	"ST3GAL1"	chr8	-	134511377	134511432	134551879	134551972	134488765	134488843	134558016	134558169
2802	"ENSG00000107902.13_1"	"LHPP"	chr10	+	126176990	126177144	126185529	126185593	126150402	126150556	126186604	126186697
2803	"ENSG00000107902.13_1"	"LHPP"	chr10	+	126176990	126177144	126186604	126186697	126150403	126150556	126205748	126205840
2804	"ENSG00000107902.13_1"	"LHPP"	chr10	+	126176990	126177144	126186604	126186697	126150411	126150556	126301832	126302710
2805	"ENSG00000107902.13_1"	"LHPP"	chr10	+	126186604	126186697	126205748	126205840	126176990	126177144	126301832	126302710
2806	"ENSG00000213981.8_1"	"AC007277.3"	chr2	-	171500995	171501153	171506431	171506485	171500226	171500454	171524834	171524998
2812	"ENSG00000111596.11_1"	"CNOT2"	chr12	+	70704674	70704797	70713077	70713144	70671911	70672054	70723202	70723350
2813	"ENSG00000111596.11_1"	"CNOT2"	chr12	+	70704674	70704797	70713077	70713144	70671911	70672054	70729217	70729343
2816	"ENSG00000197134.11_2"	"ZNF257"	chr19	+	22255610	22255737	22256270	22256366	22235290	22235437	22270778	22274282
2819	"ENSG00000100084.14_2"	"HIRA"	chr22	-	19338880	19338969	19346858	19347007	19318220	19319079	19348759	19348864
2820	"ENSG00000100084.14_2"	"HIRA"	chr22	-	19346858	19347007	19348759	19348864	19338880	19338969	19349249	19349454
2821	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19555834	19555898	19560042	19560311	19552092	19554576	19564039	19564168
2822	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19560042	19560311	19564039	19564168	19555834	19555898	19568091	19568201
2823	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19649981	19650076	19663517	19663593	19626055	19626163	19701940	19702146
2824	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19663517	19663593	19701940	19702146	19649981	19650076	19713729	19713859
2825	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19663517	19663593	19713112	19713169	19649981	19650076	19713729	19713859
2826	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19701940	19702146	19713112	19713169	19649981	19650076	19713729	19713859
2827	"ENSG00000147010.17_2"	"SH3KBP1"	chrX	-	19705734	19705809	19713112	19713169	19701940	19702146	19713729	19713859
2828	"ENSG00000134072.10_1"	"CAMK1"	chr3	-	9799412	9799530	9801171	9801259	9799025	9799305	9801355	9801434
2829	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3700783	3700938	3704429	3704671	3697738	3697850	3712576	3712719
2830	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3723692	3724122	3726429	3726586	3721839	3722069	3727674	3727857
2831	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3724001	3724122	3726429	3726586	3721839	3722069	3727674	3727765
2832	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3789810	3789974	3792977	3793158	3784131	3784269	3794861	3794969
2833	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3794861	3794969	3797111	3797251	3789810	3789974	3800102	3800279
2834	"ENSG00000107036.11_1"	"RIC1"	chr9	+	5656582	5656690	5689958	5690038	5629024	5629453	5713895	5714003
2836	"ENSG00000138363.14_2"	"ATIC"	chr2	+	216184387	216184454	216190709	216190861	216182853	216182956	216191544	216191701
2837	"ENSG00000138363.14_2"	"ATIC"	chr2	+	216189963	216190052	216190709	216190861	216182879	216182956	216191544	216191701
2838	"ENSG00000138363.14_2"	"ATIC"	chr2	+	216189963	216190052	216190709	216190861	216184387	216184454	216191544	216191701
2839	"ENSG00000138363.14_2"	"ATIC"	chr2	+	216190709	216190861	216191544	216191701	216184387	216184454	216197104	216197230
2840	"ENSG00000138363.14_2"	"ATIC"	chr2	+	216190709	216190861	216191544	216191701	216189963	216190052	216197104	216197230
2841	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234528161	234528298	234529107	234529232	234527058	234527491	234529391	234529583
2842	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234528161	234528298	234529107	234529222	234527084	234527491	234529391	234529583
2844	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234569155	234569317	234573020	234573118	234565832	234566047	234582548	234582721
2845	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234573020	234573118	234586173	234586312	234565832	234566047	234593412	234593502
2846	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234573020	234573118	234586173	234586312	234569155	234569317	234593412	234593502
2847	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234586173	234586312	234593412	234593502	234573020	234573118	234594975	234595072
2848	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234596006	234596142	234601401	234601454	234594975	234595072	234603247	234603396
2849	"ENSG00000165832.5_1"	"TRUB1"	chr10	+	116702403	116702502	116710852	116710908	116697951	116698298	116719484	116719566
2850	"ENSG00000143486.15_2"	"EIF2D"	chr1	-	206772816	206772966	206773086	206773190	206772356	206772446	206773616	206773662
2851	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160112706	160112886	160132056	160132149	160104882	160105023	160136271	160136456
2852	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160114268	160114375	160116320	160116354	160112706	160112886	160128212	160128306
2853	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160114455	160114496	160128212	160128306	160114268	160114375	160132056	160132149
2854	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160116320	160116354	160128212	160128306	160112706	160112886	160132056	160132149
2856	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160116320	160116354	160136271	160136456	160112706	160112886	160139182	160139604
2857	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160116320	160116354	160128212	160128306	160114455	160114496	160132056	160132149
2858	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160116320	160116354	160132056	160132149	160114455	160114496	160136271	160136456
2859	"ENSG00000196151.10_1"	"WDSUB1"	chr2	-	160136271	160136456	160139182	160139604	160116320	160116354	160143093	160143180
2860	"ENSG00000025770.18_1"	"NCAPH2"	chr22	+	50956561	50956707	50957077	50957161	50956401	50956481	50957618	50957749
2861	"ENSG00000025770.18_1"	"NCAPH2"	chr22	+	50957077	50957161	50957618	50957749	50956561	50956707	50959393	50959465
2862	"ENSG00000122779.17_2"	"TRIM24"	chr7	+	138189034	138189153	138199956	138200104	138145078	138145657	138203933	138204066
2863	"ENSG00000122779.17_2"	"TRIM24"	chr7	+	138235807	138235925	138239442	138239609	138223401	138223548	138252225	138252399
2864	"ENSG00000122779.17_2"	"TRIM24"	chr7	+	138235807	138235925	138239442	138239711	138223401	138223548	138252225	138252399
2865	"ENSG00000122779.17_2"	"TRIM24"	chr7	+	138255574	138255748	138258251	138258387	138252225	138252399	138261117	138261190
2866	"ENSG00000143774.16_2"	"GUK1"	chr1	+	228328824	228328989	228329326	228329530	228327965	228328064	228333211	228333325
2867	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39018415	39018484	39022548	39027516	39008895	39009067	39079128	39079221
2868	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39022282	39022354	39044427	39044564	39018415	39018484	39068662	39068843
2869	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39022548	39022715	39044427	39044564	39008895	39009067	39068662	39068843
2870	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39022548	39022715	39068662	39068843	39022282	39022354	39079128	39079221
2871	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39022548	39027516	39068662	39068843	39022282	39022354	39079128	39079221
2872	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39027434	39027516	39044427	39044564	39022548	39022715	39068662	39068843
2873	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39027434	39027516	39068662	39068843	39022548	39022715	39079128	39079221
2874	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39044427	39044564	39068662	39068843	39022548	39022715	39079128	39079221
