ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1394	"ENSG00000235706.7_1"	"DICER1-AS1"	chr14	+	95645835	95646262	95645840	95646262	95625212	95625372	1394	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	155	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
1396	"ENSG00000130175.9_2"	"PRKCSH"	chr19	+	11558507	11558604	11558537	11558604	11558253	11558433	1396	0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0	0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0	0,4,21,0,0,0,0,0,1,0,19,2,2,0,0,0,0,0,36,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	180	150	1	1.0	NA,NA,NA,1.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA	-0.4
1401	"ENSG00000146426.17_2"	"TIAM2"	chr6	+	155561663	155561843	155561692	155561843	155538099	155538224	1401	0,0,0,24,0,0,2,0,12,0,6,0,0,7,0,1,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	66,9,21,4,17,0,0,25,0,116,0,0,41,39,0,25,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	179	150	1	1.0	NA,NA,NA,1.0,NA,NA,1.0,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,1.0,1.0,1.0,0.934,NA,NA,1.0,NA,1.0,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA	0.007
1402	"ENSG00000146426.17_2"	"TIAM2"	chr6	+	155577593	155578324	155577617	155578324	155575552	155575707	1402	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0	0,54,0,10,0,0,0,0,58,12,22,0,0,17,0,3,0,0,0,0,7,0,19,0	0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	81,6,0,0,23,0,0,0,0,133,13,0,1,46,0,27,0,0,0,0	174	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.934,NA,NA,NA,NA,0.0,NA,0.0,NA	0.0,0.751,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.01
1407	"ENSG00000139644.12_2"	"TMBIM6"	chr12	+	50152134	50152263	50152165	50152263	50152009	50152058	1407	0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0	22,372,77,220,57,157,84,67,38,20,130,0,17,221,257,80,2,173,109,160,69,0,55,59	0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0	294,19,145,97,43,0,0,36,145,106,213,946,29,254,0,134,12,0,16,0	181	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.111,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.085,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	0.0
1408	"ENSG00000111271.14_2"	"ACAD10"	chr12	+	112186814	112187007	112186976	112187007	112186120	112186279	1408	0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	312	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.5
1410	"ENSG00000136840.18_2"	"ST6GALNAC4"	chr9	-	130672229	130672807	130672229	130672337	130674546	130674959	1410	0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,3,0	28,31,0,0,0,0,0,0,0,0,0,0,13,0,40,0,0,0,22,0,0,0,0,0	7,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0	0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	620	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,0.0,NA,NA,1.0,0.0,NA,NA,NA,1.0,NA	1.0,NA,0.0,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA	-0.125
1416	"ENSG00000087085.13_2"	"ACHE"	chr7	-	100490785	100491873	100490785	100491525	100493422	100493541	1416	82,0,0,10,7,13,0,0,0,2,26,0,32,34,1,0,0,124,0,0,161,0,1,28	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	43,0,0,1,4,0,0,0,11,23,96,0,1,0,0,0,0,0,0,0	0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	498	150	1	1.0	1.0,NA,NA,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,1.0	1.0,NA,0.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.125
1421	"ENSG00000156873.15_2"	"PHKG2"	chr16	+	30767675	30767841	30767687	30767841	30767502	30767593	1421	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0	0,0,0,3,0,0,0,59,0,0,0,0,0,50,0,0,0,0,0,0,0,0,10,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,16,1,18,0,0,0,53,0,0,0,0,0,0,1,0,0,0,0	162	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA	0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.132
1423	"ENSG00000135336.14_1"	"ORC3"	chr6	+	88366620	88366700	88366623	88366700	88362833	88362967	1423	90,0,0,16,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,49	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0	153	150	1	1.0	1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.908
1424	"ENSG00000117523.15_2"	"PRRC2C"	chr1	+	171482133	171482311	171482139	171482311	171481170	171481339	1424	0,0,0,7,6,25,0,54,19,0,7,0,0,7,15,88,0,3,8,0,24,0,7,1	0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2	34,97,0,9,1,0,0,89,22,14,0,0,74,12,0,7,18,0,11,0	7,25,0,0,11,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0	156	150	1	1.0	NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,NA,0.107,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,0.325	0.824,0.789,NA,1.0,0.08,NA,NA,1.0,0.809,1.0,0.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	0.08
1426	"ENSG00000129657.14_2"	"SEC14L1"	chr17	+	75138727	75138832	75138731	75138832	75137151	75137189	1426	0,0,10,32,0,175,0,41,0,0,0,147,0,90,0,0,0,0,0,33,0,0,0,0	0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0	11,1,0,1,0,0,0,0,10,26,0,0,0,0,0,0,0,0,14,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,1.0,1.0,NA,1.0,NA,1.0,NA,NA,0.0,1.0,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.125
1427	"ENSG00000129657.14_2"	"SEC14L1"	chr17	+	75187262	75187394	75187269	75187394	75186884	75187034	1427	23,52,7,7,5,0,0,45,0,0,0,0,17,6,51,0,0,0,28,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	95,108,0,0,4,0,0,0,44,15,14,0,34,101,1,46,10,0,14,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0	157	150	1	1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.705,NA,1.0,NA	0.025
1428	"ENSG00000129657.14_2"	"SEC14L1"	chr17	+	75209999	75212884	75212630	75212884	75209395	75209574	1428	196,315,34,115,81,79,65,429,37,46,230,6,62,177,481,0,30,55,139,310,261,2,64,41	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	623,545,109,123,218,205,53,17,164,246,68,0,81,382,134,99,852,3,0,0	0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0	2781	150	1	1.0	1.0,1.0,1.0,0.861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.259,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA	0.038
1429	"ENSG00000157578.13_1"	"LCA5L"	chr21	-	40801056	40801320	40801056	40801137	40807345	40807468	1429	0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,33,45,0,0,0,0,0,0,16,0,0	0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	333	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	0.25
1431	"ENSG00000109794.13_2"	"FAM149A"	chr4	+	187070719	187070858	187070746	187070858	187070326	187070437	1431	0,0,0,1,0,0,0,40,0,0,0,205,0,25,0,0,0,0,0,0,24,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	89,0,0,0,6,0,0,0,7,0,0,0,99,0,0,0,3,0,0,0	65,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0	177	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	0.537,NA,NA,NA,0.836,NA,NA,NA,0.426,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA	0.24
1432	"ENSG00000109794.13_2"	"FAM149A"	chr4	+	187088334	187088416	187088337	187088416	187088121	187088250	1432	31,0,0,5,14,0,0,0,0,0,10,0,21,0,102,1,0,0,50,0,0,8,0,25	0,0,0,0,0,0,0,0,19,0,38,0,0,12,0,0,0,0,0,0,0,0,1,0	0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	1.0,NA,NA,1.0,1.0,NA,NA,NA,0.0,NA,0.205,NA,1.0,0.0,1.0,1.0,NA,NA,1.0,NA,NA,1.0,0.0,1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.292
1434	"ENSG00000109814.11_2"	"UGDH"	chr4	-	39522970	39523164	39522970	39523139	39528902	39529057	1434	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,23,0,0,0,0,0,0,41,0,0,0,12,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	26,0,55,0,0,0,0,0,0,11,13,0,0,44,0,27,0,0,2,0	175	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,0.563,NA	-0.08
1436	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30890158	30890331	30890226	30890331	30889892	30890018	1436	0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,63,0,0,0,0	0,0,0,3,0,0,0,151,0,0,0,243,0,0,13,0,0,106,5,0,0,0,3,0	0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	11,4,12,5,0,0,0,0,0,101,0,0,0,2,0,0,0,0,0,0	218	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,0.027,NA,1.0,NA,0.0,NA,NA,0.0,NA,NA,0.0,0.0,1.0,NA,NA,0.0,NA	0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.02,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	0.222
1437	"ENSG00000108039.17_1"	"XPNPEP1"	chr10	-	111633124	111633335	111633124	111633185	111635285	111635357	1437	0,0,0,0,7,180,0,0,52,10,0,0,0,0,3,0,0,0,4,0,0,0,0,0	0,13,0,9,0,0,0,109,7,0,0,89,0,2,19,0,0,0,12,0,0,0,0,63	0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0	46,0,0,61,0,0,0,1,13,0,13,0,25,6,0,2,0,0,0,0	300	150	1	1.0	NA,0.0,NA,0.0,1.0,1.0,NA,0.0,0.788,1.0,NA,0.0,NA,0.0,0.073,NA,NA,NA,0.143,NA,NA,NA,NA,0.0	0.0,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.294,NA,0.0,NA,NA,1.0,NA	0.19
1439	"ENSG00000029534.19_2"	"ANK1"	chr8	-	41529871	41530430	41529871	41529944	41542061	41542208	1439	0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,12,91,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	52,0,54,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	636	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1.0,NA,1.0,0.414,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.146
1441	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50822699	50822873	50822717	50822873	50821544	50821692	1441	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,19,0,79,0,84,72,0,56,0,0,41,74,0,0,0,39,0,71,5,11,15	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	198,1,0,19,22,0,0,61,93,97,2,0,57,17,32,9,0,0,3,1	168	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.0	0.004,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0	-0.0
1443	"ENSG00000066926.10_1"	"FECH"	chr18	-	55238623	55238835	55238623	55238772	55240477	55240597	1443	0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,48,0,10,8	18,12,0,20,0,0,0,23,2,0,19,0,12,0,52,0,0,0,26,0,0,0,16,1	0,2,0,0,0,0,0,0,0,4,99,0,0,0,0,0,0,0,9,0	23,0,64,16,1,0,0,35,18,0,39,0,17,0,0,0,19,0,0,0	213	150	1	1.0	0.0,0.0,NA,0.0,1.0,NA,NA,0.0,0.738,NA,0.0,NA,0.0,NA,0.0,NA,NA,1.0,0.0,NA,1.0,NA,0.306,0.849	0.0,1.0,0.0,0.0,0.0,NA,NA,0.0,0.0,1.0,0.641,NA,0.0,NA,NA,NA,0.0,NA,1.0,NA	0.046
1445	"ENSG00000176700.19_1"	"SCAND2P"	chr15	+	85181584	85181708	85181626	85181708	85180577	85180651	1445	0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0	0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,41,140,0,0,74,29,0,5,0,0,0,0,1,0,0,0,0,0,0	192	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.019,0.022,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	0.393
1446	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183582667	183583017	183582883	183583017	183581742	183581799	1446	143,42,37,47,64,0,0,34,53,36,8,1,40,170,28,0,292,128,7,0,64,0,17,28	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98,19,1,88,16,14,5,0,30,168,150,0,34,2,0,0,16,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	366	150	1	1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0	1.0,1.0,0.291,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA	0.055
1447	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183604271	183605115	183605025	183605115	183600975	183601113	1447	159,0,179,68,101,43,0,74,117,7,24,107,71,71,8,0,0,61,1,2,233,94,3,119	178,60,4,5,21,1,0,0,0,0,5,0,106,61,6,0,0,0,13,0,0,0,14,0	84,4,26,0,0,0,0,17,94,46,90,0,42,173,0,63,8,0,12,0	0,0,0,10,0,0,0,0,2,94,4,0,16,15,0,13,0,2,19,0	904	150	1	1.0	0.129,0.0,0.881,0.693,0.444,0.877,NA,1.0,1.0,1.0,0.443,1.0,0.1,0.162,0.181,NA,NA,1.0,0.013,1.0,1.0,1.0,0.034,1.0	1.0,1.0,1.0,0.0,NA,NA,NA,1.0,0.886,0.075,0.789,NA,0.303,0.657,NA,0.446,1.0,0.0,0.095,NA	0.028
1448	"ENSG00000204642.13_2"	"HLA-F"	chr6	+	29691949	29692225	29692023	29692225	29691546	29691704	1448	0,0,0,0,71,89,1,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0	224	150	1	1.0	NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
1450	"ENSG00000239672.7_2"	"NME1"	chr17	+	49238458	49238633	49238520	49238633	49237340	49237442	1450	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,6,0,52,58,0,0,66,45,5,0,0,0,132,43,0,4,0,20,38,6,58,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	126,0,0,12,6,0,0,0,4,87,26,0,56,0,0,0,0,0,0,0	212	150	1	1.0	NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,1.0,NA	0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.026,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.068
1459	"ENSG00000250479.8_1"	"CHCHD10"	chr22	-	24108314	24108483	24108314	24108462	24109560	24109780	1459	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0	0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41,2,14,24,0,0,0,0,0,51,2,0,0,0,0,0,1,0,0,0	171	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0	0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.333
1471	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	51153075	51153093	51153075	51153090	51254639	51256332	1471	6,24,121,101,194,13,0,11,133,55,132,26,1,89,99,138,0,39,61,71,0,191,50,7	0,0,0,0,29,16,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0	174,80,48,7,0,129,51,60,69,26,191,0,49,6,0,3,5,1,0,0	0,0,0,0,6,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0	153	150	1	1.0	1.0,1.0,1.0,1.0,0.868,0.443,NA,0.081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,0.949,0.98,1.0	1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.751,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	-0.002
1473	"ENSG00000198898.12_2"	"CAPZA2"	chr7	+	116550266	116550365	116550286	116550365	116546316	116546396	1473	0,0,0,18,0,0,0,0,0,0,12,0,0,77,0,0,0,0,2,0,0,0,0,0	182,0,74,40,51,2,0,111,96,16,14,0,105,32,37,52,120,0,38,180,56,15,9,1	1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0	52,1,147,42,0,42,11,9,139,130,76,0,217,2,0,0,180,0,25,0	170	150	1	1.0	0.0,NA,0.0,0.284,0.0,0.0,NA,0.0,0.0,0.0,0.431,NA,0.0,0.68,0.0,0.0,0.0,NA,0.044,0.0,0.0,0.0,0.0,0.0	0.017,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.087,0.0,NA,0.0,0.0,NA,NA,0.01,NA,0.0,NA	0.064
1475	"ENSG00000127314.17_2"	"RAP1B"	chr12	+	69042478	69042561	69042485	69042561	69004687	69004823	1475	0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0	157	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,1.0,NA,NA,NA,0.656,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.115
1477	"ENSG00000116584.17_2"	"ARHGEF2"	chr1	-	155934778	155934922	155934778	155934919	155935093	155935203	1477	0,181,1,0,2,110,489,7,3,2,6,0,0,33,90,0,0,0,35,43,0,63,4,13	189,0,0,0,1,0,0,27,24,11,0,0,111,0,0,124,88,0,0,85,26,2,5,0	12,18,0,35,0,0,0,0,32,121,937,0,0,103,0,77,8,157,0,0	3,0,0,0,12,0,0,45,0,29,0,0,6,19,0,11,11,63,6,0	153	150	1	1.0	0.0,1.0,1.0,NA,0.662,1.0,1.0,0.203,0.109,0.151,1.0,NA,0.0,1.0,1.0,0.0,0.0,NA,1.0,0.332,0.0,0.969,0.44,1.0	0.797,1.0,NA,1.0,0.0,NA,NA,0.0,1.0,0.804,1.0,NA,0.0,0.842,NA,0.873,0.416,0.71,0.0,NA	-0.038
1481	"ENSG00000135249.7_1"	"RINT1"	chr7	+	105177011	105177196	105177104	105177196	105173270	105173316	1481	0,0,9,2,12,0,9,92,0,0,45,0,0,56,0,4,336,0,0,0,4,0,6,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0	0,0,3,0,0,0,0,1,0,20,0,0,4,6,0,10,27,111,10,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	243	150	1	1.0	NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,0.0,1.0,NA,1.0,NA	NA,NA,1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	-0.083
