ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1753	"ENSG00000143575.14_2"	"HAX1"	chr1	+	154245811	154246437	154245811	154246074	154246225	154246437	1753	0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	301	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
1755	"ENSG00000143575.14_2"	"HAX1"	chr1	+	154245811	154246437	154245811	154246074	154246249	154246437	1755	0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,20,0,8,0,65,1,0,0,0,0,0,34,0,8,0,30,0,22,0,0,0	0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0	84,0,0,39,14,0,0,0,17,44,0,0,33,0,0,0,0,0,0,0	325	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,0.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,1.0,NA	0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.103,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.183
1757	"ENSG00000143575.14_2"	"HAX1"	chr1	+	154247425	154247736	154247425	154247477	154247629	154247736	1757	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	34,0,0,2,63,94,0,0,80,4,8,0,8,125,0,0,0,0,0,133,0,0,1,0	0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0	52,18,56,21,0,0,0,1,52,49,13,0,0,0,0,0,0,0,0,187	302	150	1	1.0	0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.189,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0	-0.021
1758	"ENSG00000143575.14_2"	"HAX1"	chr1	+	154247629	154247959	154247629	154247736	154247868	154247959	1758	0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,22,55,214,0,41,0,2,0,0,0,126,0,0,33,109,0,127,0,2,16,122	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	139,15,0,20,0,0,0,52,98,70,5,0,0,22,0,7,0,0,0,0	282	150	1	1.0	NA,NA,NA,0.0,0.155,0.0,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0	0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.013
1759	"ENSG00000112759.16_1"	"SLC29A1"	chr6	+	44197643	44198218	44197643	44197783	44198083	44198218	1759	0,0,0,15,26,44,0,76,0,1,0,0,0,211,0,0,0,0,0,9,0,0,4,0	0,0,0,19,60,0,0,5,0,9,0,0,0,40,0,30,0,0,0,0,0,60,0,1	5,38,105,0,0,1,0,0,39,91,43,0,0,0,0,0,5,6,2,0	0,0,28,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0	450	150	1	1.0	NA,NA,NA,0.208,0.126,1.0,NA,0.835,NA,0.036,NA,NA,NA,0.637,NA,0.0,NA,NA,NA,1.0,NA,0.0,1.0,0.0	1.0,1.0,0.556,NA,0.0,1.0,NA,NA,1.0,1.0,0.544,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	-0.387
1760	"ENSG00000151490.13_2"	"PTPRO"	chr12	+	15747870	15750333	15747870	15747991	15749023	15750333	1760	124,17,0,148,7,8,0,0,4,16,20,82,35,0,2,1,9,0,2,0,0,0,11,12	280,52,180,2,0,35,2,4,4,9,3,6,121,21,108,0,0,0,32,0,0,1,14,28	253,170,3,17,34,207,70,41,0,36,44,0,0,0,0,0,221,0,13,0	0,4,10,20,0,282,132,88,3,75,110,0,0,46,0,37,137,0,1,0	1182	150	1	1.0	0.053,0.04,0.0,0.904,1.0,0.028,0.0,0.0,0.113,0.184,0.458,0.634,0.035,0.0,0.002,1.0,1.0,NA,0.008,NA,NA,0.0,0.091,0.052	1.0,0.844,0.037,0.097,1.0,0.085,0.063,0.056,0.0,0.057,0.048,NA,NA,0.0,NA,0.0,0.17,NA,0.623,NA	-0.005
1764	"ENSG00000115268.9_2"	"RPS15"	chr19	+	1438805	1440252	1438805	1438891	1440017	1440252	1764	0,84,0,0,0,107,0,28,4,6,19,0,0,0,1,0,0,0,0,0,0,0,0,0	326,43,59,79,43,11,4,30,20,17,0,0,223,358,80,0,1,8,61,62,0,178,35,6	67,0,0,1,1,0,0,5,0,16,16,0,0,0,0,0,0,0,0,0	37,4,33,9,35,1,0,0,34,108,17,0,40,73,2,56,0,586,4,0	1276	150	1	1.0	0.0,0.187,0.0,0.0,0.0,0.533,0.0,0.099,0.023,0.04,1.0,NA,0.0,0.0,0.001,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0	0.176,0.0,0.0,0.013,0.003,0.0,NA,1.0,0.0,0.017,0.1,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA	0.008
1766	"ENSG00000115268.9_2"	"RPS15"	chr19	+	1440017	1440493	1440017	1440252	1440347	1440493	1766	0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0	195,472,46,203,141,213,411,120,216,30,165,1,148,579,247,62,129,650,134,354,192,359,107,207	0,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0	256,33,324,192,15,0,0,29,168,282,1175,2,139,292,0,202,105,496,12,2	245	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.261,0.0,0.0,0.0,NA,NA,0.228,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0	-0.028
1767	"ENSG00000204427.11_2"	"ABHD16A"	chr6	-	31655817	31656082	31655817	31655880	31656025	31656082	1767	0,70,0,0,0,0,0,0,0,4,103,6,0,0,2,0,0,2,0,0,0,0,0,0	0,0,0,15,18,0,0,0,0,0,0,0,0,0,18,0,0,28,6,0,0,0,3,12	0,183,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,12,0,36,0,0,0,0,0,92,0,0,0,11,0,2,0,0,0,0	295	150	1	1.0	NA,1.0,NA,0.0,0.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,0.053,NA,NA,0.035,0.0,NA,NA,NA,0.0,0.0	NA,0.886,NA,0.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,1.0,NA	-0.041
1768	"ENSG00000204427.11_2"	"ABHD16A"	chr6	-	31656499	31656896	31656499	31656563	31656791	31656896	1768	0,68,0,0,0,0,0,47,0,0,0,0,0,0,12,0,0,0,2,0,0,0,4,0	0,165,4,35,0,0,0,0,0,19,105,0,0,0,39,0,0,0,12,11,2,0,3,0	0,7,0,0,0,0,0,0,0,51,0,0,0,0,0,0,34,0,0,0	38,0,0,49,0,0,0,0,46,55,63,0,0,1,0,0,0,0,0,0	378	150	1	1.0	NA,0.141,0.0,0.0,NA,NA,NA,1.0,NA,0.0,0.0,NA,NA,NA,0.109,NA,NA,NA,0.062,0.0,0.0,NA,0.346,NA	0.0,1.0,NA,0.0,NA,NA,NA,NA,0.0,0.269,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,NA	-0.133
1770	"ENSG00000077454.15_2"	"LRCH4"	chr7	-	100174316	100174628	100174316	100174400	100174524	100174628	1770	0,0,0,27,0,0,0,2,0,0,0,0,0,30,0,0,0,148,4,0,0,0,8,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,3,0	3,4,0,0,9,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0	0,37,0,0,5,17,10,0,0,21,0,0,0,24,0,8,0,0,0,0	274	150	1	1.0	NA,NA,NA,0.881,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,0.0,NA,NA,0.593,NA	1.0,0.056,NA,NA,0.496,0.088,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,1.0,NA,NA,NA	0.489
1771	"ENSG00000077454.15_2"	"LRCH4"	chr7	-	100174708	100175012	100174708	100174777	100174895	100175012	1771	0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0	2,0,0,0,0,0,0,0,0,3,0,27,2,0,0,0,0,0,1,0,0,0,0,39	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,0,0,2,0,92,38,0,0,0,4,0,0,0,0,0,30,0,0,0	268	150	1	1.0	0.0,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,NA,NA,NA,0.0,NA,1.0,NA,NA,0.0	0.0,1.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.19
1772	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53849130	53849277	53849130	53849154	53849244	53849277	1772	2,127,0,0,15,108,0,0,8,0,0,0,1,6,11,0,0,0,7,0,0,0,0,1	24,72,130,30,24,0,3,62,26,57,97,0,9,277,74,54,19,55,49,1,47,0,42,26	0,0,0,0,0,0,0,0,0,2,0,0,0,99,0,44,1,0,0,0	36,79,138,134,2,0,0,13,44,146,80,0,7,93,10,38,126,3,39,0	240	150	1	1.0	0.05,0.524,0.0,0.0,0.281,1.0,0.0,0.0,0.161,0.0,0.0,NA,0.065,0.013,0.085,0.0,0.0,0.0,0.082,0.0,0.0,NA,0.0,0.023	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.008,0.0,NA,0.0,0.4,0.0,0.42,0.005,0.0,0.0,NA	0.052
1773	"ENSG00000127824.13_2"	"TUBA4A"	chr2	-	220115915	220116435	220115915	220116045	220116286	220116435	1773	83,0,2,38,0,113,0,0,0,0,1,0,36,4,0,0,0,0,0,0,0,0,0,30	149,628,0,158,72,145,0,377,71,15,242,0,93,457,156,0,135,17,67,156,435,128,22,120	0,0,20,0,40,0,0,0,0,18,11,0,2,34,0,11,0,0,0,0	173,102,92,308,5,122,49,80,112,415,158,0,129,111,7,72,0,35,63,0	391	150	1	1.0	0.176,0.0,1.0,0.084,0.0,0.23,NA,0.0,0.0,0.0,0.002,NA,0.129,0.003,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088	0.0,0.0,0.077,0.0,0.754,0.0,0.0,0.0,0.0,0.016,0.026,NA,0.006,0.105,0.0,0.055,NA,0.0,0.0,NA	0.02
1777	"ENSG00000066322.13_2"	"ELOVL1"	chr1	-	43830598	43831047	43830598	43830679	43830856	43831047	1777	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,25,0,0,0,0,0,0,0,0,2,0,0,74,0,0,0,0,0,0,0,0,0,9	0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0	7,27,33,1,0,0,0,48,0,0,0,0,0,54,0,33,65,0,0,0	327	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	0.0,0.0,0.0,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	-0.111
1780	"ENSG00000160221.16_2"	"C21orf33"	chr21	+	45564702	45565605	45564702	45564798	45565452	45565605	1780	19,44,40,73,91,25,0,105,3,18,73,87,9,475,344,145,0,52,94,0,108,12,34,48	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	113,119,0,99,51,53,15,16,57,262,281,0,18,57,47,4,66,0,3,0	0,0,0,0,0,0,0,0,0,0,143,0,0,0,1,0,0,0,0,0	804	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.268,NA,1.0,1.0,0.898,1.0,1.0,NA,1.0,NA	0.052
1781	"ENSG00000132275.10_1"	"RRP8"	chr11	-	6622155	6622832	6622155	6622285	6622378	6622832	1781	0,0,0,14,0,0,0,0,0,0,0,0,0,0,69,0,0,0,18,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,57,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0	243	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
1787	"ENSG00000159899.14_1"	"NPR2"	chr9	+	35808505	35808850	35808505	35808680	35808751	35808850	1787	0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0	0,0,0,1,0,0,0,0,0,4,0,0,0,0,12,0,0,0,2,0,0,0,1,0	54,0,0,0,0,0,0,0,0,59,0,0,10,6,0,8,0,0,0,0	67,41,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0	221	150	1	1.0	NA,NA,NA,0.0,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,1.0,NA,0.0,NA,NA,NA,0.772,NA	0.354,0.0,NA,NA,0.0,NA,NA,0.0,NA,1.0,NA,NA,1.0,0.803,NA,1.0,NA,NA,NA,NA	-0.124
1788	"ENSG00000170485.16_2"	"NPAS2"	chr2	+	101598692	101604738	101598692	101598839	101604540	101604738	1788	199,71,92,202,50,278,483,110,16,34,282,198,58,237,333,0,195,469,58,60,8,120,116,137	90,0,0,66,0,0,0,0,0,0,9,38,55,42,0,12,0,0,0,0,117,0,3,64	520,356,157,22,116,26,6,95,39,284,187,0,134,724,136,222,157,0,59,285	25,0,0,0,7,0,0,0,34,58,120,0,43,1,7,0,44,0,0,0	5851	150	1	1.0	0.054,1.0,1.0,0.073,1.0,1.0,1.0,1.0,1.0,1.0,0.445,0.118,0.026,0.126,1.0,0.0,1.0,1.0,1.0,1.0,0.002,1.0,0.498,0.052	0.348,1.0,1.0,1.0,0.298,1.0,1.0,1.0,0.029,0.112,0.038,NA,0.074,0.949,0.332,1.0,0.084,NA,1.0,1.0	0.016
1789	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1939263	1939980	1939263	1939385	1939722	1939980	1789	0,0,0,24,12,0,0,41,0,0,0,1,0,153,1,0,0,7,0,0,0,2,10,18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46,253,26,0,1,0,0,0,43,101,263,0,0,59,1,19,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0	487	150	1	1.0	NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,1.0,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,0.0,1.0,1.0,1.0,NA,NA,NA,NA	0.091
1790	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1939263	1939980	1939263	1939385	1939822	1939980	1790	0,1,16,29,22,0,0,41,0,23,14,20,0,153,46,0,0,7,9,0,0,2,16,71	6,141,19,78,21,0,0,7,0,21,75,0,3,84,46,0,0,213,15,0,0,0,6,0	46,261,28,0,28,0,0,0,43,129,264,0,0,59,1,19,0,0,0,0	0,5,1,62,27,0,0,20,7,161,1,0,25,2,0,0,2,0,0,0	587	150	1	1.0	0.0,0.002,0.177,0.087,0.211,NA,NA,0.599,NA,0.219,0.046,1.0,0.0,0.318,0.204,NA,NA,0.008,0.133,NA,NA,1.0,0.405,1.0	1.0,0.93,0.877,0.0,0.209,NA,NA,0.0,0.611,0.17,0.985,NA,0.0,0.883,1.0,1.0,0.0,NA,NA,NA	-0.229
1791	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1943511	1943899	1943511	1943668	1943798	1943899	1791	0,0,14,0,12,0,0,0,18,1,0,0,0,59,0,0,0,0,0,111,0,0,11,3	0,13,40,18,0,68,0,129,0,0,27,52,0,20,57,0,0,0,38,0,0,0,14,28	0,0,0,0,0,0,0,6,0,0,312,0,0,0,0,0,0,1,12,0	53,10,89,26,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0	280	150	1	1.0	NA,0.0,0.158,0.0,1.0,0.0,NA,0.0,1.0,1.0,0.0,0.0,NA,0.612,0.0,NA,NA,NA,0.0,1.0,NA,NA,0.296,0.054	0.0,0.0,0.0,0.0,0.0,NA,NA,1.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	-0.08
1792	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1945061	1946718	1945061	1945169	1945898	1946718	1792	189,0,16,32,15,0,0,47,4,7,179,0,49,116,3,4,0,504,0,0,0,0,59,43	0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0	78,98,20,4,23,0,0,22,21,317,0,0,1,92,0,35,1,0,7,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	879	150	1	1.0	1.0,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,0.623,1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	-0.025
1793	"ENSG00000172508.10_1"	"CARNS1"	chr11	+	67183646	67185148	67183646	67183673	67184877	67185148	1793	0,25,0,15,14,0,0,62,4,2,0,0,0,192,60,0,0,8,23,130,0,27,35,18	0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0	22,102,0,70,14,95,22,0,0,83,359,0,0,0,0,0,17,0,0,2	0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1354	150	1	1.0	NA,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,NA,0.252,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,0.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0	0.037
1796	"ENSG00000105401.7_2"	"CDC37"	chr19	-	10505903	10506219	10505903	10506019	10506110	10506219	1796	90,0,11,0,24,169,0,4,0,24,0,0,22,45,0,22,0,14,0,0,0,0,6,3	117,491,15,22,0,0,0,86,42,0,84,0,62,116,0,0,0,235,1,114,0,145,7,11	0,6,0,60,0,0,0,0,2,32,0,0,4,0,0,0,144,0,15,0	133,0,7,5,0,0,0,90,17,122,163,0,0,123,4,80,0,0,24,0	241	150	1	1.0	0.324,0.0,0.313,0.0,1.0,1.0,NA,0.028,0.0,1.0,0.0,NA,0.181,0.194,NA,1.0,NA,0.036,0.0,0.0,NA,0.0,0.348,0.145	0.0,1.0,0.0,0.882,NA,NA,NA,0.0,0.068,0.14,0.0,NA,1.0,0.0,0.0,0.0,1.0,NA,0.28,NA	-0.019
1797	"ENSG00000241973.10_2"	"PI4KA"	chr22	-	21066980	21067678	21066980	21067085	21067568	21067678	1797	47,10,0,25,0,0,2,93,24,30,18,94,22,154,5,0,0,264,18,1,0,0,35,4	323,354,0,287,90,172,0,215,88,12,80,14,173,100,376,0,15,13,175,135,106,77,55,85	45,322,8,3,17,130,50,10,2,0,121,937,0,201,0,67,12,0,0,0	84,40,197,187,17,0,1,19,111,440,616,0,53,210,0,123,63,0,12,0	633	150	1	1.0	0.033,0.007,NA,0.02,0.0,0.0,1.0,0.093,0.061,0.372,0.051,0.614,0.029,0.267,0.003,NA,0.0,0.828,0.024,0.002,0.0,0.0,0.131,0.011	0.113,0.656,0.01,0.004,0.192,1.0,0.922,0.111,0.004,0.0,0.044,1.0,0.0,0.185,NA,0.114,0.043,NA,0.0,NA	-0.098
1798	"ENSG00000241973.10_2"	"PI4KA"	chr22	-	21088023	21088482	21088023	21088131	21088330	21088482	1798	6,58,0,7,0,0,2,4,5,9,0,0,3,144,0,4,0,0,0,1,0,0,6,2	55,439,155,64,124,24,0,269,18,31,36,0,38,297,138,211,119,139,72,551,47,0,59,48	13,1,2,0,12,54,36,0,0,32,130,937,0,0,0,0,47,0,0,0	374,248,204,128,37,0,0,0,176,342,217,0,197,155,1,91,160,0,4,0	349	150	1	1.0	0.045,0.054,0.0,0.045,0.0,0.0,1.0,0.006,0.107,0.111,0.0,NA,0.033,0.172,0.0,0.008,0.0,0.0,0.0,0.001,0.0,NA,0.042,0.018	0.015,0.002,0.004,0.0,0.122,1.0,1.0,NA,0.0,0.039,0.205,1.0,0.0,0.0,0.0,0.0,0.112,NA,0.0,NA	-0.131
1802	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15226811	15227132	15226811	15226882	15226962	15227132	1802	0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,33,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1,30,0,0,0,5,5	4,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0	0,0,0,29,18,0,0,5,2,0,0,0,0,0,0,0,0,0,7,0	230	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0	1.0,1.0,NA,0.0,0.0,NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	-0.232
1803	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15227218	15228826	15227218	15227333	15228691	15228826	1803	0,0,0,53,0,0,0,0,0,3,0,0,0,3,70,50,0,0,14,0,0,0,3,15	0,0,0,0,0,0,0,142,0,1,0,0,0,0,11,0,0,14,5,0,0,0,0,17	36,39,0,3,0,0,0,0,10,0,38,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0	1508	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,0.0,NA,0.23,NA,NA,NA,1.0,0.388,1.0,NA,0.0,0.218,NA,NA,NA,1.0,0.081	1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	-0.342
1804	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15233503	15233841	15233503	15233615	15233702	15233841	1804	0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,15,0,0,0,0,0,0,0,0,0,39,48,0,0,0,23,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	47,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	237	150	1	1.0	NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.167
1806	"ENSG00000172500.12_1"	"FIBP"	chr11	-	65652040	65652469	65652040	65652127	65652405	65652469	1806	0,0,0,0,0,14,0,0,0,26,0,0,0,0,33,0,8,0,7,0,0,0,0,1	0,60,0,36,9,43,0,70,25,0,0,90,0,118,6,0,0,0,3,271,0,0,9,0	0,2,0,35,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0	28,0,0,0,0,0,0,0,33,67,3,0,44,52,0,32,41,0,6,0	428	150	1	1.0	NA,0.0,NA,0.0,0.0,0.102,NA,0.0,0.0,1.0,NA,0.0,NA,0.0,0.658,NA,1.0,NA,0.45,0.0,NA,NA,0.0,1.0	0.0,1.0,NA,1.0,NA,NA,NA,NA,0.0,0.0,0.799,NA,0.0,0.0,NA,0.0,0.008,NA,0.0,NA	0.025
1808	"ENSG00000161249.20_2"	"DMKN"	chr19	-	35989617	35990184	35989617	35989665	35989775	35990184	1808	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	260	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
1813	"ENSG00000125459.14_2"	"MSTO1"	chr1	+	155580031	155580351	155580031	155580123	155580215	155580351	1813	0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5	0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0	14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	242	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.315
1816	"ENSG00000125459.14_2"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581339	155581394	1816	0,157,0,0,33,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0	14,21,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	343	150	1	1.0	NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.246
