ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1107	"ENSG00000116353.15_1"	"MECR"	chr1	-	29547228	29547433	29547345	29547433	29543099	29543197	1107	0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	266	150	1	1.0	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.333
1108	"ENSG00000116353.15_1"	"MECR"	chr1	-	29547228	29547433	29547349	29547433	29543099	29543197	1108	0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0	270	150	1	1.0	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.119,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.441
1111	"ENSG00000155506.16_2"	"LARP1"	chr5	+	154173359	154173560	154173359	154173482	154173659	154173822	1111	102,49,0,3,28,12,213,1,43,0,0,0,72,187,58,0,0,0,17,0,0,0,11,21	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0	0,105,30,10,8,0,0,0,15,83,27,0,0,12,0,2,6,52,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	227	150	1	1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,1.0,NA,0.0,NA,1.0,1.0	NA,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,NA,NA	-0.067
1114	"ENSG00000047849.21_2"	"MAP4"	chr3	-	47912302	47912595	47912347	47912595	47898920	47899002	1114	0,1,0,1,0,55,0,3,0,0,0,0,0,0,59,0,0,32,26,84,0,0,8,0	0,0,0,0,0,102,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,11,1,11,0,0,0,0,0,0,173,0,7,0,0,0,49,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	194	150	1	1.0	NA,1.0,NA,1.0,NA,0.294,NA,0.043,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA	1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA	-0.185
1119	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50516815	50517421	50517253	50517421	50515878	50515987	1119	71,0,0,5,31,0,0,0,5,3,0,0,12,0,30,0,0,0,10,0,0,67,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,9,0,7,0,0,1,0,35,40,0,0,14,0,8,0,0,8,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,0.0,NA	NA,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,1.0,NA	-0.1
1120	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50516815	50517421	50517260	50517421	50515878	50515987	1120	133,0,0,0,31,0,0,0,5,3,0,0,30,0,30,0,0,0,10,0,0,67,0,0	60,0,0,0,0,0,0,0,0,0,0,0,31,0,27,0,0,0,16,0,0,0,0,0	0,0,9,0,7,0,0,1,0,35,40,0,0,0,0,0,0,0,8,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	0.526,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,0.326,NA,0.357,NA,NA,NA,0.238,NA,NA,1.0,NA,NA	NA,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.319
1122	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50517197	50517421	50517253	50517421	50515878	50515987	1122	0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	205	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
1123	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50517197	50517421	50517260	50517421	50515878	50515987	1123	62,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0	60,0,0,0,0,0,0,0,0,0,0,0,31,0,27,0,0,0,16,0,0,0,0,0	0,0,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	212	150	1	1.0	0.422,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.291,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.657
1124	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50517242	50517421	50517253	50517421	50515878	50515987	1124	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	160	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
1125	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50517242	50517421	50517260	50517421	50515878	50515987	1125	62,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0	60,0,0,0,0,0,0,0,0,0,0,0,31,0,27,0,0,0,16,0,0,0,0,0	0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	167	150	1	1.0	0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.794
1127	"ENSG00000139112.10_2"	"GABARAPL1"	chr12	+	10366027	10366786	10366027	10366313	10370661	10370740	1127	0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0	0,43,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.25
1129	"ENSG00000143207.19_2"	"RFWD2"	chr1	-	176132950	176133027	176132962	176133027	176132004	176132124	1129	23,0,76,9,144,4,0,152,2,16,2,125,13,84,60,1,1,86,36,0,0,0,0,0	46,0,0,0,0,116,0,0,0,0,0,90,24,2,3,0,0,0,0,0,0,0,0,42	57,3,9,94,0,1,0,5,25,86,10,0,118,1,0,0,98,0,15,0	14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0	161	150	1	1.0	0.318,NA,1.0,1.0,1.0,0.031,NA,1.0,1.0,1.0,1.0,0.564,0.335,0.975,0.949,1.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0	0.791,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,0.533,NA,1.0,NA	-0.161
1131	"ENSG00000168661.14_1"	"ZNF30"	chr19	+	35417806	35418186	35417806	35418120	35420787	35420860	1131	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0	6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	215	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
1134	"ENSG00000131626.16_2"	"PPFIA1"	chr11	+	70185276	70185417	70185276	70185412	70189774	70189998	1134	0,97,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,8,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,12,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,1.0,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.4
1139	"ENSG00000122140.10_1"	"MRPS2"	chr9	+	138392843	138393172	138392843	138392969	138393689	138393819	1139	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,6,0,55,1,0,0,150,15,18,5,16,0,8,49,0,28,8,23,2,69,3,9,44	0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	19,42,55,23,4,0,0,0,21,32,0,0,13,20,0,17,18,0,0,0	300	150	1	1.0	NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.385,NA,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	-0.035
1143	"ENSG00000173064.11_2"	"HECTD4"	chr12	-	112701887	112702016	112701893	112702016	112699108	112699233	1143	5,111,5,83,5,123,0,258,48,27,34,0,19,99,124,0,0,1,70,0,1,80,32,97	8,19,0,0,3,0,0,107,47,3,0,0,3,0,50,29,1,14,22,348,43,0,9,0	58,92,89,85,5,0,1,8,54,26,47,1,0,6,15,12,0,0,40,0	12,12,102,0,0,396,175,0,2,0,29,0,0,0,0,0,7,2,0,0	155	150	1	1.0	0.377,0.85,1.0,1.0,0.617,1.0,NA,0.7,0.497,0.897,1.0,NA,0.86,1.0,0.706,0.0,0.0,0.065,0.755,0.0,0.022,1.0,0.775,1.0	0.824,0.881,0.458,1.0,1.0,0.0,0.005,1.0,0.963,1.0,0.611,1.0,NA,1.0,1.0,1.0,0.0,0.0,1.0,NA	-0.066
1148	"ENSG00000116670.14_2"	"MAD2L2"	chr1	-	11736865	11737005	11736904	11737005	11736102	11736197	1148	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,63,0,0,61,0,0,86,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,136	0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0	10,1,0,109,0,0,0,1,42,27,0,0,19,83,0,36,0,52,4,0	188	150	1	1.0	NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0	0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.132,0.0,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,NA	-0.012
1150	"ENSG00000111364.15_1"	"DDX55"	chr12	+	124090477	124090541	124090477	124090528	124090619	124090706	1150	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	23,0,0,18,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0	162	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-0.25
1153	"ENSG00000166169.16_2"	"POLL"	chr10	-	103344358	103344676	103344634	103344676	103343264	103343438	1153	0,58,0,4,0,0,0,0,3,13,0,0,0,16,16,0,0,1,1,118,0,0,0,0	0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	33,49,0,0,3,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,1.0,NA,0.143,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA	1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.095
1157	"ENSG00000160469.16_2"	"BRSK1"	chr19	+	55798581	55798671	55798581	55798667	55800847	55800988	1157	0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,2,5,0,0,0,4,0,0,0,0,0,1,0,17,0,6,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	6,1,35,0,0,0,0,0,0,0,44,0,0,0,0,0,19,154,6,0	153	150	1	1.0	NA,NA,0.0,0.37,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA	0.0,0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA	-0.063
1159	"ENSG00000073008.14_2"	"PVR"	chr19	+	45162009	45162168	45162009	45162033	45164558	45164590	1159	20,159,0,7,0,17,0,5,0,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,54,48,69,13,0,0,0,0,111,21,0,0,57,53,24,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	284	150	1	1.0	1.0,1.0,NA,1.0,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,1.0,1.0,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA	-0.111
1161	"ENSG00000132294.14_2"	"EFR3A"	chr8	+	132952745	132952891	132952745	132952822	132956991	132957119	1161	0,108,68,39,35,0,0,142,2,20,9,0,0,7,32,12,0,0,19,148,1,0,6,0	0,0,74,38,8,114,0,197,12,11,1,2,0,74,108,0,26,0,55,82,10,0,29,12	32,0,8,77,0,0,0,1,21,39,15,0,24,88,0,69,0,0,3,0	103,15,5,9,14,0,0,0,3,22,123,0,0,5,0,0,1,0,0,0	218	150	1	1.0	NA,1.0,0.387,0.414,0.751,0.0,NA,0.332,0.103,0.556,0.861,0.0,NA,0.061,0.169,1.0,0.0,NA,0.192,0.554,0.064,NA,0.125,0.0	0.176,0.0,0.524,0.855,0.0,NA,NA,1.0,0.828,0.55,0.077,NA,1.0,0.924,NA,1.0,0.0,NA,1.0,NA	-0.221
1162	"ENSG00000106397.11_1"	"PLOD3"	chr7	-	100854821	100854997	100854871	100854997	100853812	100853954	1162	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,87,0,0,0,0,1,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,8,3,0,13,0,0,3,0,3,0,0,0,0	199	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,0.086,0.0,NA,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	-0.017
1163	"ENSG00000106397.11_1"	"PLOD3"	chr7	-	100859443	100859607	100859477	100859607	100859188	100859301	1163	0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	183	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
1166	"ENSG00000119950.20_2"	"MXI1"	chr10	+	112004585	112004631	112004585	112004615	112038937	112039052	1166	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,48,2,0,59,0,1,3,20,99,6,1,216,41,0,21,0,19,0,0,0,26,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	75,66,18,3,7,58,26,0,0,34,14,0,0,76,0,40,0,0,0,0	165	150	1	1.0	NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,NA,NA,0.095,NA	0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.007
1168	"ENSG00000090097.20_2"	"PCBP4"	chr3	-	51995764	51996104	51995956	51996104	51995175	51995320	1168	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,46,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,1,0	23,0,0,0,0,0,0,0,0,0,0,0,0,75,0,39,0,0,0,0	9,21,32,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.561,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.427
1169	"ENSG00000113240.12_1"	"CLK4"	chr5	-	178044344	178045779	178045556	178045779	178043882	178043949	1169	130,88,53,0,36,0,0,142,24,0,0,0,25,57,6,51,0,0,2,16,0,0,14,1	0,0,0,8,0,0,0,0,0,0,0,0,0,0,41,0,0,0,24,0,0,0,0,0	52,13,3,0,6,0,0,0,28,10,22,0,7,2,0,0,0,23,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	1.0,1.0,1.0,0.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,0.068,1.0,NA,NA,0.04,1.0,NA,NA,1.0,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,NA,NA	-0.193
1188	"ENSG00000172766.18_1"	"NAA16"	chr13	+	41936166	41937009	41936166	41936295	41941574	41941788	1188	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,0,0,0,0,0,45	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,52,0,51,0,0,0,0,0,0,58,0,0,0,0,0,21,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0	300	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,0.015,NA,NA	0.197
1189	"ENSG00000103005.11_1"	"USB1"	chr16	+	58035310	58035492	58035310	58035485	58036382	58036549	1189	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0	156	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.333
1197	"ENSG00000204084.12_2"	"INPP5B"	chr1	-	38397344	38397725	38397584	38397725	38357029	38357126	1197	0,0,0,0,0,0,75,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,0	215,0,0,0,0,0,0,0,80,1,0,0,101,0,0,0,1,0,0,0,0,11,0,0	0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,8,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0	300	150	1	1.0	0.0,NA,NA,NA,NA,NA,1.0,NA,0.0,0.0,NA,NA,0.0,1.0,NA,1.0,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.13
1198	"ENSG00000069399.13_2"	"BCL3"	chr19	+	45261502	45261730	45261502	45261670	45261980	45262098	1198	0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	209	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
1200	"ENSG00000140525.17_2"	"FANCI"	chr15	+	89790859	89790962	89790859	89790957	89801934	89802007	1200	0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,21,0,0,0	0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.667
1203	"ENSG00000101928.12_1"	"MOSPD1"	chrX	-	134030843	134031064	134030846	134031064	134025508	134025670	1203	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,94,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.333
1204	"ENSG00000114744.8_1"	"COMMD2"	chr3	-	149469109	149469272	149469189	149469272	149468464	149468638	1204	0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	146,0,0,0,39,0,0,47,59,6,54,0,86,104,0,0,0,174,0,0,0,0,0,43	0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0	8,0,0,0,0,0,0,0,0,0,195,0,18,0,4,0,0,0,0,0	229	150	1	1.0	0.0,NA,1.0,NA,0.131,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0	0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,1.0,0.0,1.0,NA,NA,NA,NA	-0.326
1211	"ENSG00000085433.15_2"	"WDR47"	chr1	-	109556441	109556547	109556462	109556547	109553537	109554340	1211	115,0,0,0,32,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0	163,59,4,179,77,9,1,369,154,9,118,0,97,473,246,8,96,461,137,129,34,0,15,119	0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0	78,99,180,88,0,147,60,12,126,247,301,0,205,134,0,92,71,0,39,0	170	150	1	1.0	0.384,0.0,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0	0.0,0.018,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.101,NA,0.063,0.0,NA,0.0,NA	0.034
