ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7580	"ENSG00000070756.14_2"	"PABPC1"	chr8	-	101725314	101725409	101724879	101725017	101727689	101727724
7587	"ENSG00000187953.10_1"	"PMS2CL"	chr7	+	6773029	6773158	6771527	6771586	6774935	6775020
7600	"ENSG00000186352.8_1"	"ANKRD37"	chr4	+	186320090	186320182	186318303	186318456	186320723	186320927
7601	"ENSG00000186352.8_1"	"ANKRD37"	chr4	+	186320100	186320182	186318303	186318456	186320723	186320897
7602	"ENSG00000170500.12_1"	"LONRF2"	chr2	-	100915687	100915781	100915297	100915412	100916178	100916380
7604	"ENSG00000108654.12_2"	"DDX5"	chr17	-	62496666	62496891	62495733	62496444	62498127	62498187
7624	"ENSG00000243156.7_2"	"MICAL3"	chr22	-	18355512	18355620	18354602	18354789	18358212	18358320
7638	"ENSG00000160285.14_1"	"LSS"	chr21	-	47639389	47639486	47636302	47636438	47641767	47641889
7642	"ENSG00000115760.13_2"	"BIRC6"	chr2	+	32626530	32626691	32626230	32626453	32631566	32631625
7644	"ENSG00000115760.13_2"	"BIRC6"	chr2	+	32661120	32661252	32658715	32658872	32664575	32664754
7646	"ENSG00000115760.13_2"	"BIRC6"	chr2	+	32712713	32712868	32710709	32710826	32713654	32713781
7652	"ENSG00000256825.4_2"	"CTD-2140B24.4"	chr12	+	133770013	133770119	133768493	133768589	133778729	133778955
7655	"ENSG00000152348.15_2"	"ATG10"	chr5	+	81460217	81460356	81354313	81354421	81474308	81474406
7656	"ENSG00000152348.15_2"	"ATG10"	chr5	+	81474308	81474406	81460217	81460356	81571963	81572676
7657	"ENSG00000152348.15_2"	"ATG10"	chr5	+	81538615	81538701	81474308	81474406	81548380	81548478
7659	"ENSG00000100427.15_2"	"MLC1"	chr22	-	50508955	50509012	50506861	50506984	50512644	50512761
7678	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113285266	113285388	113251142	113252090	113286386	113286557
7679	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113299454	113299556	113295768	113295814	113302255	113302343
7680	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113300207	113300291	113299454	113299556	113302255	113302343
7681	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113311851	113311895	113304023	113304117	113320434	113320506
7683	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113329854	113329991	113327265	113327383	113330932	113331041
7684	"ENSG00000072858.10_1"	"SIDT1"	chr3	+	113333909	113333924	113330932	113331041	113334946	113335023
7685	"ENSG00000151461.19_2"	"UPF2"	chr10	-	11994064	11994248	11990367	11990507	11997230	11997506
7692	"ENSG00000123415.15_2"	"SMUG1"	chr12	-	54576287	54576407	54565808	54565893	54577439	54577717
7701	"ENSG00000123415.15_2"	"SMUG1"	chr12	-	54582294	54582380	54581602	54581686	54582509	54582741
7705	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62458751	62458893	62458546	62458613	62459847	62459945
7706	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62459847	62459945	62458546	62458613	62462039	62462183
7707	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62460134	62460269	62459847	62459945	62462039	62462183
7708	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62469939	62470021	62462039	62462183	62472772	62473089
7709	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62469939	62470021	62462039	62462183	62474580	62474796
7710	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62472772	62473089	62462039	62462183	62474580	62474796
7711	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62472772	62473089	62469939	62470021	62474580	62474796
7712	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62483335	62483409	62482971	62483079	62484460	62484661
7758	"ENSG00000113649.11_1"	"TCERG1"	chr5	+	145838446	145838900	145836745	145836898	145843113	145843356
7760	"ENSG00000113649.11_1"	"TCERG1"	chr5	+	145847903	145847966	145843113	145843356	145849106	145849307
7763	"ENSG00000113649.11_1"	"TCERG1"	chr5	+	145885067	145885184	145883926	145884057	145886590	145886740
7773	"ENSG00000123119.11_1"	"NECAB1"	chr8	+	91963340	91963432	91962034	91962112	91967714	91968046
7776	"ENSG00000141503.15_2"	"MINK1"	chr17	+	4794245	4794419	4792941	4794030	4794750	4795011
7780	"ENSG00000167524.14_2"	"SGK494"	chr17	-	26938561	26938674	26937495	26937717	26938785	26938813
7801	"ENSG00000236008.1_2"	"AC011747.4"	chr2	-	8710577	8710711	8699962	8708081	8717040	8717271
7804	"ENSG00000235257.8_2"	"ITGA9-AS1"	chr3	-	37850194	37850371	37832241	37832402	37862504	37862591
7819	"ENSG00000174606.13_2"	"ANGEL2"	chr1	-	213186434	213186760	213181551	213181808	213188567	213188835
7821	"ENSG00000204220.10_2"	"PFDN6"	chr6	+	33258102	33258227	33257950	33258021	33258492	33258639
7823	"ENSG00000013619.13_1"	"MAMLD1"	chrX	+	149613719	149613878	149531550	149531797	149638016	149639762
7825	"ENSG00000013619.13_1"	"MAMLD1"	chrX	+	149641951	149642074	149638016	149639762	149671543	149671787
7826	"ENSG00000013619.13_1"	"MAMLD1"	chrX	+	149671543	149671787	149638016	149639762	149678231	149678316
7829	"ENSG00000184992.10_1"	"BRI3BP"	chr12	+	125497079	125497182	125478245	125478549	125509536	125515777
7834	"ENSG00000279877.1_2"	"RP11-420N3.3"	chr16	+	5517216	5517255	5289802	5290106	5648902	5648962
7835	"ENSG00000279877.1_2"	"RP11-420N3.3"	chr16	+	5917303	5917336	5648902	5648962	6366995	6367058
7836	"ENSG00000279877.1_2"	"RP11-420N3.3"	chr16	+	6366995	6367058	5917303	5917336	6704603	6704651
7837	"ENSG00000265750.1_2"	"RP11-799B12.4"	chr18	-	21740741	21740841	21739472	21739792	21741860	21742175
7851	"ENSG00000162959.13_2"	"MEMO1"	chr2	-	32108454	32108531	32094916	32095021	32117060	32117203
7852	"ENSG00000162959.13_2"	"MEMO1"	chr2	-	32117060	32117203	32094919	32095021	32142994	32143106
7862	"ENSG00000100304.12_1"	"TTLL12"	chr22	-	43572325	43572402	43570504	43570621	43575624	43575758
7963	"ENSG00000076258.9_1"	"FMO4"	chr1	+	171292142	171292331	171288956	171289096	171293276	171293439
7971	"ENSG00000146151.12_1"	"HMGCLL1"	chr6	-	55378845	55378994	55364033	55364097	55406526	55406634
7990	"ENSG00000232077.1_1"	"LINC01031"	chr1	+	193318262	193318405	193273874	193274068	193320233	193320369
7996	"ENSG00000150347.14_1"	"ARID5B"	chr10	+	63759849	63760080	63699941	63700167	63810646	63810759
7997	"ENSG00000186094.16_2"	"AGBL4"	chr1	-	49000561	49000588	48998526	48999965	49005313	49005410
7998	"ENSG00000186094.16_2"	"AGBL4"	chr1	-	49128823	49128913	49119008	49119123	49332862	49332902
7999	"ENSG00000186094.16_2"	"AGBL4"	chr1	-	50162984	50163109	49711441	49711536	50317067	50317190
8006	"ENSG00000112902.11_2"	"SEMA5A"	chr5	-	9190378	9190583	9154599	9154807	9197279	9197415
8008	"ENSG00000112902.11_2"	"SEMA5A"	chr5	-	9437867	9437964	9379934	9380135	9545695	9546187
8030	"ENSG00000075292.18_2"	"ZNF638"	chr2	+	71615752	71615853	71607642	71607695	71620523	71620775
8031	"ENSG00000075292.18_2"	"ZNF638"	chr2	+	71629085	71629217	71627607	71627648	71630999	71631128
8033	"ENSG00000075292.18_2"	"ZNF638"	chr2	+	71653589	71654544	71651779	71651845	71655676	71655781
8051	"ENSG00000003402.19_2"	"CFLAR"	chr2	+	202005079	202005162	202000694	202000830	202010100	202010155
8058	"ENSG00000250938.5_2"	"RP11-679C8.2"	chr4	+	121249687	121249741	121071697	121071776	121256792	121256886
8063	"ENSG00000188352.12_2"	"FOCAD"	chr9	+	20694518	20694563	20658689	20658825	20715320	20715409
8064	"ENSG00000188352.12_2"	"FOCAD"	chr9	+	20740234	20740339	20720378	20720533	20758088	20758190
8068	"ENSG00000188352.12_2"	"FOCAD"	chr9	+	20978337	20978453	20976320	20976547	20981424	20981460
8093	"ENSG00000106443.15_1"	"PHF14"	chr7	+	11053373	11053533	11030329	11030474	11062494	11062606
8098	"ENSG00000128563.13_2"	"PRKRIP1"	chr7	+	102045044	102045130	102039994	102040095	102047880	102047945
8101	"ENSG00000163576.17_2"	"EFHB"	chr3	-	19974721	19974957	19961996	19962059	19977632	19977826
8102	"ENSG00000087111.20_2"	"PIGS"	chr17	-	26883183	26883284	26881868	26882079	26883844	26883990
8117	"ENSG00000187122.16_2"	"SLIT1"	chr10	-	98807729	98807753	98807446	98807591	98808711	98808875
8122	"ENSG00000152359.14_2"	"POC5"	chr5	-	74981031	74981309	74973598	74973775	74984836	74984990
8124	"ENSG00000152359.14_2"	"POC5"	chr5	-	75003561	75003700	75001063	75001612	75008431	75008490
8135	"ENSG00000251600.5_2"	"RP11-673E1.1"	chr4	+	144859019	144859076	144833692	144833791	144900072	144900135
8136	"ENSG00000251600.5_2"	"RP11-673E1.1"	chr4	+	144894262	144894404	144833692	144833791	144900072	144900135
8137	"ENSG00000251600.5_2"	"RP11-673E1.1"	chr4	+	144900072	144900135	144894262	144894404	144901002	144901105
8139	"ENSG00000107779.12_2"	"BMPR1A"	chr10	+	88598621	88598736	88516406	88516676	88635623	88635842
8141	"ENSG00000107779.12_2"	"BMPR1A"	chr10	+	88649818	88649981	88635623	88635842	88651883	88651986
8153	"ENSG00000259868.2_1"	"RP11-1012E15.2"	chr14	+	56423872	56424008	56410357	56410530	56424679	56424884
8154	"ENSG00000259868.2_1"	"RP11-1012E15.2"	chr14	+	56428889	56428995	56428698	56428805	56429542	56429688
8167	"ENSG00000197283.13_2"	"SYNGAP1"	chr6	+	33408329	33408742	33406551	33406696	33408949	33409151
8168	"ENSG00000197283.13_2"	"SYNGAP1"	chr6	+	33408505	33408742	33406551	33406696	33408949	33409151
8175	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30872012	30872159	30869223	30869610	30876192	30876248
8176	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30872012	30873849	30867892	30869610	30876192	30876248
8177	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30873744	30873849	30869441	30869610	30876192	30876248
8181	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30887901	30888140	30884276	30884444	30893953	30894040
8207	"ENSG00000131370.15_1"	"SH3BP5"	chr3	-	15311219	15311384	15303664	15303796	15345609	15345738
8216	"ENSG00000061987.14_1"	"MON2"	chr12	+	62965171	62965362	62960101	62960230	62972224	62972285
8217	"ENSG00000061987.14_1"	"MON2"	chr12	+	62972224	62972285	62965171	62965362	62974076	62974200
8225	"ENSG00000159674.11_2"	"SPON2"	chr4	-	1198769	1198904	1195056	1195250	1202363	1202750
8236	"ENSG00000165672.6_1"	"PRDX3"	chr10	-	120933962	120934104	120933248	120933384	120936532	120936665
8248	"ENSG00000132613.14_1"	"MTSS1L"	chr16	-	70714866	70714928	70714696	70714770	70719625	70719694
8262	"ENSG00000117425.13_1"	"PTCH2"	chr1	-	45288273	45288341	45285515	45286376	45288740	45288840
8263	"ENSG00000117425.13_1"	"PTCH2"	chr1	-	45295073	45295205	45294828	45294984	45295285	45295433
8281	"ENSG00000072657.8_2"	"TRHDE"	chr12	+	72893277	72893415	72866846	72866960	72936070	72936136
8286	"ENSG00000139679.15_1"	"LPAR6"	chr13	-	48998128	48998255	48996785	48996926	49000715	49000931
8287	"ENSG00000235706.7_1"	"DICER1-AS1"	chr14	+	95625212	95625372	95624529	95624571	95645835	95646262
8290	"ENSG00000146856.14_2"	"AGBL3"	chr7	+	134674000	134674061	134672625	134672747	134701802	134701958
8292	"ENSG00000146856.14_2"	"AGBL3"	chr7	+	134730549	134730662	134730224	134730325	134743919	134743986
8294	"ENSG00000179134.15_2"	"SAMD4B"	chr19	+	39838927	39839029	39833107	39833216	39842456	39843014
8301	"ENSG00000011083.8_1"	"SLC6A7"	chr5	+	149582141	149582266	149581909	149582013	149583229	149583342
8303	"ENSG00000107404.18_2"	"DVL1"	chr1	-	1275115	1275192	1274666	1275029	1275417	1275432
8304	"ENSG00000213471.8_2"	"TTLL13P"	chr15	+	90805723	90805901	90805237	90805423	90806197	90806377
8312	"ENSG00000130175.9_2"	"PRKCSH"	chr19	+	11558507	11558604	11558253	11558433	11559036	11559106
8313	"ENSG00000130175.9_2"	"PRKCSH"	chr19	+	11558537	11558604	11558253	11558433	11559036	11559106
8318	"ENSG00000141076.17_2"	"UTP4"	chr16	+	69188295	69188360	69187486	69187583	69189773	69189896
8331	"ENSG00000110693.16_2"	"SOX6"	chr11	-	16588873	16588925	16497861	16497935	16627447	16627538
8342	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84752688	84752862	84744942	84745175	84756027	84756290
8347	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84771356	84771624	84756027	84756290	84774391	84774526
8348	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84774391	84774526	84756027	84756290	84775411	84775541
8349	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84774615	84774736	84774391	84774526	84775411	84775541
8350	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84804380	84804532	84800590	84800711	84806650	84806803
8351	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84848314	84848479	84846808	84847028	84848561	84848675
8352	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84851388	84851514	84848561	84848675	84851588	84851744
8354	"ENSG00000115423.18_2"	"DNAH6"	chr2	+	84932609	84932871	84931190	84931426	84934019	84934143
8356	"ENSG00000129646.14_2"	"QRICH2"	chr17	-	74286072	74286158	74283880	74283978	74287095	74287333
8360	"ENSG00000146426.17_2"	"TIAM2"	chr6	+	155181871	155182132	155153830	155154543	155265249	155265340
8383	"ENSG00000167323.10_2"	"STIM1"	chr11	+	3988781	3988912	3876931	3877639	4045102	4045217
8401	"ENSG00000111271.14_2"	"ACAD10"	chr12	+	112143541	112143736	112139965	112140114	112147329	112147488
8402	"ENSG00000111271.14_2"	"ACAD10"	chr12	+	112148076	112148169	112147329	112147488	112150301	112150461
8406	"ENSG00000111271.14_2"	"ACAD10"	chr12	+	112165765	112165947	112159474	112159543	112171726	112171851
8407	"ENSG00000111271.14_2"	"ACAD10"	chr12	+	112167609	112167760	112159474	112159543	112171726	112171872
8441	"ENSG00000065923.9_2"	"SLC9A7"	chrX	-	46495023	46495083	46491020	46491084	46502670	46502824
8442	"ENSG00000065923.9_2"	"SLC9A7"	chrX	-	46541770	46541970	46539112	46539190	46618139	46618490
8450	"ENSG00000272949.1_2"	"RP11-514P8.8"	chr7	-	102131432	102131570	102128909	102129045	102133562	102133732
8452	"ENSG00000256061.7_2"	"DYX1C1"	chr15	-	55742419	55742565	55731669	55731779	55783320	55783454
8453	"ENSG00000256061.7_2"	"DYX1C1"	chr15	-	55759127	55759359	55742419	55742565	55783320	55783454
8462	"ENSG00000143512.12_1"	"HHIPL2"	chr1	-	222705307	222705453	222700310	222700392	222711989	222712116
8463	"ENSG00000143512.12_1"	"HHIPL2"	chr1	-	222712228	222712404	222712070	222712116	222713351	222713445
8474	"ENSG00000156873.15_2"	"PHKG2"	chr16	+	30762869	30762924	30762426	30762538	30764552	30764618
8486	"ENSG00000166377.19_2"	"ATP9B"	chr18	+	76903801	76903860	76886266	76886375	76914503	76914529
8488	"ENSG00000166377.19_2"	"ATP9B"	chr18	+	76936812	76936907	76914501	76914555	76953182	76953263
8498	"ENSG00000109572.13_2"	"CLCN3"	chr4	+	170625148	170625335	170618339	170618885	170628018	170628039
8499	"ENSG00000109572.13_2"	"CLCN3"	chr4	+	170628018	170628417	170625148	170625335	170634229	170634338
8500	"ENSG00000109572.13_2"	"CLCN3"	chr4	+	170638942	170639018	170634229	170634446	170641057	170641696
8504	"ENSG00000164190.16_2"	"NIPBL"	chr5	+	37057287	37057434	37052467	37052668	37058992	37059267
8513	"ENSG00000161011.19_2"	"SQSTM1"	chr5	+	179238573	179238682	179233397	179233591	179249957	179250053
8517	"ENSG00000104866.10_2"	"PPP1R37"	chr19	+	45643493	45643539	45641771	45641869	45643763	45643864
8520	"ENSG00000117523.15_2"	"PRRC2C"	chr1	+	171556786	171556890	171556141	171556360	171557517	171557644
8521	"ENSG00000117523.15_2"	"PRRC2C"	chr1	+	171560290	171560339	171557517	171557644	171560725	171561362
8522	"ENSG00000249240.2_2"	"AC069368.3"	chr15	+	65140791	65140941	65134081	65134227	65147119	65147236
8523	"ENSG00000242687.2_2"	"AC004893.11"	chr7	+	98628217	98628380	98610787	98612578	98628507	98628623
8532	"ENSG00000178965.13_1"	"ERICH3"	chr1	-	75042578	75042620	75036782	75039175	75055314	75055764
8542	"ENSG00000110436.11_2"	"SLC1A2"	chr11	-	35313833	35314067	35308303	35308498	35323065	35323075
8545	"ENSG00000110436.11_2"	"SLC1A2"	chr11	-	35392487	35392643	35338923	35339063	35441454	35441610
8548	"ENSG00000129657.14_2"	"SEC14L1"	chr17	+	75209999	75210101	75209395	75209574	75212630	75212884
8568	"ENSG00000109794.13_2"	"FAM149A"	chr4	+	187077153	187077344	187075621	187075792	187078718	187078873
8570	"ENSG00000239642.5_2"	"MEIKIN"	chr5	-	131214670	131214741	131190446	131190527	131247507	131247572
8587	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30887865	30887993	30886540	30887625	30888109	30888213
8588	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30887871	30887993	30887534	30887625	30888109	30888213
8590	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30890158	30890331	30889892	30890018	30890482	30890551
8591	"ENSG00000137411.16_2"	"VARS2"	chr6	+	30890226	30890331	30889892	30890018	30890482	30890551
8608	"ENSG00000206120.11_2"	"EGFEM1P"	chr3	+	168027092	168027227	167967309	167967815	168237323	168237424
8615	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50831517	50831621	50829270	50829407	50834221	50834332
8616	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50835372	50835426	50834221	50834332	50847242	50847455
8619	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50860741	50860903	50856364	50856413	50867197	50867319
8620	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50867197	50867319	50860741	50860903	50867781	50867890
8632	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74686564	74686689	74685958	74686046	74686769	74686872
8637	"ENSG00000270898.5_2"	"GPR75-ASB3"	chr2	-	53992513	53992722	53977919	53978078	54086964	54087297
8645	"ENSG00000136810.12_1"	"TXN"	chr9	-	113013637	113013742	113007057	113007123	113018691	113018746
8646	"ENSG00000154153.13_2"	"FAM134B"	chr5	-	16565871	16565902	16483454	16483581	16572104	16572211
8647	"ENSG00000154153.13_2"	"FAM134B"	chr5	-	16572104	16572211	16483454	16483581	16616760	16617167
8649	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95576155	95576329	95575877	95575992	95580599	95580706
8650	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95576155	95576329	95575877	95575992	95581523	95581661
8651	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95580599	95580706	95575877	95575992	95581523	95581661
8652	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95580599	95580706	95576155	95576329	95581523	95581661
8653	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95581523	95581661	95575877	95575992	95599058	95600022
8654	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95584491	95584559	95581523	95581661	95588806	95588860
8655	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95584491	95584559	95581523	95581661	95599058	95600022
8656	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95588806	95588860	95581523	95581661	95599058	95600022
8657	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95588806	95588860	95584491	95584559	95599058	95600022
8658	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95591219	95591445	95588806	95588860	95599058	95600022
8659	"ENSG00000120802.13_2"	"TMPO"	chr12	+	98921663	98921790	98909289	98909924	98925457	98925557
8672	"ENSG00000244255.5_2"	"XXbac-BPG116M5.17"	chr6	+	31911420	31911586	31911192	31911304	31911693	31911770
8673	"ENSG00000261587.2_2"	"TMEM249"	chr8	-	145577896	145577991	145577613	145577809	145578276	145578574
8679	"ENSG00000174473.15_1"	"GALNTL6"	chr4	+	173150806	173150915	172735562	172735869	173232764	173232903
8680	"ENSG00000174473.15_1"	"GALNTL6"	chr4	+	173346434	173346477	173269673	173269840	173466799	173466899
8681	"ENSG00000174473.15_1"	"GALNTL6"	chr4	+	173803940	173804058	173734690	173734874	173852311	173852419
8683	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183597225	183597269	183595756	183595834	183600975	183601113
8687	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183604271	183604436	183600975	183601113	183605025	183605111
8690	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183619729	183619831	183616798	183616915	183621040	183621196
8691	"ENSG00000172794.19_2"	"RAB37"	chr17	+	72725394	72725505	72666716	72667797	72738392	72738434
8694	"ENSG00000172794.19_2"	"RAB37"	chr17	+	72738392	72738434	72725394	72725505	72739267	72739334
8712	"ENSG00000181827.14_2"	"RFX7"	chr15	-	56471467	56471501	56436598	56436681	56535322	56535464
8714	"ENSG00000142168.14_1"	"SOD1"	chr21	+	33036102	33036199	33031934	33032154	33038761	33038831
8722	"ENSG00000134375.10_1"	"TIMM17A"	chr1	+	201932743	201932872	201926638	201926702	201934560	201934671
8735	"ENSG00000131375.9_1"	"CAPN7"	chr3	+	15282260	15282360	15281979	15282124	15283684	15283760
8781	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	50280408	50280728	50170841	50170929	50318460	50318632
8783	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	50412679	50412788	50318460	50318632	50463926	50464108
8787	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	50847159	50847321	50779724	50780163	50850451	50850508
8791	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	51149006	51149018	50850451	50850753	51149795	51149825
8792	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	51149795	51149825	51149006	51149018	51153075	51153090
8795	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	51253508	51253607	51153075	51153093	51254639	51254841
8796	"ENSG00000230074.1_1"	"RP11-195F19.9"	chr9	+	34678096	34678265	34665661	34665764	34680902	34681295
8799	"ENSG00000198898.12_2"	"CAPZA2"	chr7	+	116533047	116533099	116528180	116528244	116538825	116538840
8801	"ENSG00000198898.12_2"	"CAPZA2"	chr7	+	116546316	116546396	116544230	116544437	116550286	116550365
8802	"ENSG00000198898.12_2"	"CAPZA2"	chr7	+	116552122	116552194	116549813	116550365	116556113	116556164
8806	"ENSG00000151491.12_2"	"EPS8"	chr12	-	15835826	15835906	15823789	15823857	15942094	15942304
8812	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15425987	15426080	15425149	15425694	15457004	15457090
8814	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15455527	15455669	15425408	15425694	15457004	15457090
8817	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15457004	15457090	15455175	15455452	15457278	15457367
8819	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15457004	15457090	15455880	15456421	15457278	15457367
8843	"ENSG00000116584.17_2"	"ARHGEF2"	chr1	-	155936610	155936678	155936206	155936270	155938946	155939091
8865	"ENSG00000276612.3_2"	"CH507-9B2.4"	chr21	+	45560131	45560224	45557058	45557178	45563086	45563243
8874	"ENSG00000135249.7_1"	"RINT1"	chr7	+	105195474	105195674	105192016	105192154	105204179	105204394
8879	"ENSG00000268230.5_2"	"CTD-2619J13.8"	chr19	-	58869317	58869652	58868950	58869015	58869854	58869951
8881	"ENSG00000114520.10_2"	"SNX4"	chr3	-	125176109	125176209	125172653	125172799	125179614	125179645
8900	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75583797	75583842	75581435	75581488	75587846	75587879
8908	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75612949	75613004	75612011	75612077	75620587	75620612
8916	"ENSG00000237250.3_2"	"RP11-193H5.1"	chr1	+	238070246	238070475	238069236	238069410	238084177	238084358
8917	"ENSG00000237250.3_2"	"RP11-193H5.1"	chr1	+	238079532	238079696	238070246	238070475	238084177	238084358
8918	"ENSG00000237250.3_2"	"RP11-193H5.1"	chr1	+	238084544	238084616	238084177	238084358	238090048	238091621
8920	"ENSG00000166971.16_2"	"AKTIP"	chr16	-	53528750	53528867	53528428	53528517	53528984	53529085
8925	"ENSG00000054118.13_2"	"THRAP3"	chr1	+	36724982	36725085	36690016	36690106	36748133	36748285
8929	"ENSG00000101773.17_2"	"RBBP8"	chr18	+	20548768	20548881	20529580	20529676	20555115	20555182
8930	"ENSG00000101773.17_2"	"RBBP8"	chr18	+	20557752	20557850	20555143	20555182	20562180	20562356
8933	"ENSG00000141540.10_1"	"TTYH2"	chr17	+	72240115	72240188	72239512	72239608	72245149	72245219
8958	"ENSG00000204120.14_2"	"GIGYF2"	chr2	+	233599864	233599948	233562047	233562102	233612324	233612413
8961	"ENSG00000204120.14_2"	"GIGYF2"	chr2	+	233710441	233710596	233709078	233709284	233712057	233712281
8966	"ENSG00000133519.12_1"	"ZDHHC8P1"	chr22	-	23736112	23736244	23734771	23735020	23741946	23742770
8973	"ENSG00000071575.11_1"	"TRIB2"	chr2	+	12863385	12863678	12857014	12858703	12880451	12882860
8974	"ENSG00000243660.9_2"	"ZNF487"	chr10	+	43971168	43971295	43932573	43932710	43976876	43977179
8976	"ENSG00000112079.8_2"	"STK38"	chr6	-	36467649	36467767	36466139	36466263	36474359	36474421
8977	"ENSG00000112079.8_2"	"STK38"	chr6	-	36485493	36485617	36483114	36483269	36489510	36489594
8985	"ENSG00000116761.11_1"	"CTH"	chr1	+	70899510	70899632	70897765	70897918	70900807	70900860
9015	"ENSG00000146918.19_1"	"NCAPG2"	chr7	-	158483259	158483414	158482510	158482645	158485533	158485648
9020	"ENSG00000161082.12_1"	"CELF5"	chr19	+	3285939	3286023	3284759	3284962	3290269	3290372
9025	"ENSG00000278259.4_1"	"MYO19"	chr17	-	34866584	34866756	34864900	34864974	34867203	34867294
9033	"ENSG00000151332.18_1"	"MBIP"	chr14	-	36785898	36786018	36783896	36784121	36789665	36789783
9036	"ENSG00000168438.14_1"	"CDC40"	chr6	+	110522760	110522890	110514384	110514471	110528708	110528792
9043	"ENSG00000119906.11_1"	"SLF2"	chr10	+	102697158	102697234	102690732	102690835	102698351	102698493
9044	"ENSG00000119906.11_1"	"SLF2"	chr10	+	102707516	102707604	102706795	102706893	102709832	102709964
9050	"ENSG00000103365.15_2"	"GGA2"	chr16	-	23499926	23500030	23498030	23498111	23502997	23503121
9062	"ENSG00000166105.15_2"	"GLB1L3"	chr11	+	134180957	134181064	134180464	134180545	134182242	134182383
9067	"ENSG00000245526.9_2"	"LINC00461"	chr5	-	87804098	87804171	87803362	87803508	87836897	87836941
9073	"ENSG00000008256.15_1"	"CYTH3"	chr7	-	6230079	6230162	6217453	6217572	6312104	6312275
9074	"ENSG00000113716.12_2"	"HMGXB3"	chr5	+	149389673	149390171	149386035	149386210	149391817	149391916
9075	"ENSG00000113716.12_2"	"HMGXB3"	chr5	+	149412016	149412166	149409879	149410402	149416198	149416500
9076	"ENSG00000189295.13_2"	"ANKRD62P1-PARP4P3"	chr22	-	17152407	17152478	17151106	17151151	17156012	17156342
9082	"ENSG00000011376.9_2"	"LARS2"	chr3	+	45583320	45583448	45565488	45565600	45588842	45588896
